MỤC LỤC:	BOCCACCIO	0.24
	Bármelyik utat-módot választják is, mindegyik alkalmatos arra, hogy egészen vagy részben lekösse lelköket, és legalább kicsiny időre eltérítse a kelletlen gondolattól: ilyeténképpen, egyik vagy másik módon, vagy vigasztalódás száll reájuk, vagy legalább csökken a kellemetlenségök.	-0.3
	Annak okáért, hogy néni részben jóvátegyem a Sorsnak hibáját, mely éppen ott méri fukarabb módon segítségét, ahol csekélyebb az erő, mint ahogy a gyönge nőknél látjuk: az a szándokom, hogy szerelmes hölgyeknek segítségül és menedékül (mivelhogy a többieknél megteszi a tű, az orsó és a motolla), elmondok száz novellát vagy mesét, vagy példázatot, vagy történetet, mindegy, hogy minek nevezzük, melyeket hét hölgyből és három ifjúból összeverődött tisztes társaság mesélt el a múlt halálos járvány szörnyű idején, és hozzáfűzök néhány dalocskát, melyeket a fent mondott hölgyek énekeltek az ő gyönyörűségökre.	-0.3
	Ezekben a novellákban szóba kerülnek az újabb és a régi időkben esett mulatságos és zordon szerelmi történetek és egyéb kalandos esetek; eme novellákból a fent mondott hölgyek, kik ezeket majd olvassák, a bennök elmondott mulatságos esetek révén egyfelől gyönyörűséget, másfelől hasznos okulást meríthetnek; mivelhogy megismerhetik, mit kell keresniök, s egyúttal, hogy mit kell követniök: ilyesmi pedig, hiszem, nem eshetik anélkül, hogy el ne illanjon a búbánat.	-0.3
	Ha pedig ez így leszen (adja Isten, hogy így legyen), akkor adjanak hálát Ámornak, ki engem megszabadított bilincseimtől, és módot adott rá, hogy gondoskodjam az ő mulattatásokról.	-0.3
ĐÔI BẠN	Első nap -	0.27
		0.3
KẾT LUẬN CỦA TÁC GIẢ ~~~ 	KEZDŐDIK A DEKAMERON ELSŐ NAPJA, MELYEN A SZERZŐ ELMONDJA:	-0.139286
		0.3
	MIKÉPPEN ESETT, HOGY AZ ALÁBB SZÍNRE LÉPŐ SZEMÉLYEK	-0.3
		0.3
	EGYBEGYŰLTEK, HOGY MESÉLJENEK EGYMÁSNAK, ANNAK UTÁNA	-0.3
		0.3
 ~~~ LỜI GIỚI THIỆU	PEDIG PAMPINEA URALKODÁSA ALATT KI-KI OLYAN TÖRTÉNETET	-0.221429
		0.3
	MOND EL, AMELYNEK TÁRGYÁT TETSZÉSE SZERINT VÁLASZTOTTA	-0.3
		0.3
		0.3
	Valahányszor elmélkedéseimben elgondolom, bájosabbnál bájosabb hölgyeim, hogy ti valamennyien természettől fogva mily érzékeny szívűek vagytok, belátom, hogy könyvem felfogásotok szerint komoran és gyászosan fog kezdődni, mivelhogy az elmúlt halálos járvány fájdalmas emlékezetét viseli homlokán, melyet egy értelemmel átkoz mindenki, akár megélte, akár más úton-módon tud róla.	-0.3
Trong tập truyện Mười Ngày (Le Décaméron), của Giovanni Boccaccio (1313 - 1375),[1], ngay ở truyện đầu, Tinh thần gia tô giáo, Ngày thứ nhất, ta gặp tên đại bịp Xrappemenô.	De azért nem akarom, hogy ez visszariasszon benneteket a továbbolvasástól, mintha bizony olvasás közben szüntelenül sóhajok és könnyek között vezetne utunk.	0.24
Trước khi chết y thêu dệt cuộc đời y bằng những sự kiện hoàn toàn bịa đặt để đánh lừa linh mục và các con chiên. ~~~ Cuối cùng được phong làm thánh.	Vegyétek úgy e borzalmas kezdetet, mint a vándor a zordon és meredek hegyet, melynek lábánál szépséges és kellemes síkság terül, melyben annál nagyobb gyönyörűségök telik, minél fáradságosabb volt a felkapaszkodás és a leereszkedés.	-0.0554545
Ta nhớ đến Trạng Quỳnh coi thường thần thánh, đã cột bò trước bàn thờ để lừa Chúa Liễu ngay trong khi cúng.	És valamint a vidámság határán ott leskelődik a fájdalom, éppúgy a gyötrelmek határán ott várakozik az öröm.	0.263889
Anh chàng họa sĩ Calăngđranh bị bạn đùa, khiến anh ta tin rằng mình có thai, cũng phảng phất giống anh ngờ nghệch nọ của một truyện tiếu lâm nào đó (Người bệnh tưởng - Ngày thứ chín).	Ezt a rövidke szomorkodást (rövidnek mondom, mert mindössze néhány lapra terjed) nyomon követi az édesség és a gyönyörűség, mit eleve megígértem nektek, s mit talán nem is várnátok ilyen kezdet után, ha be nem jelenteném.	0.289604
Tác phẩm nổi tiếng thế giới Mười ngày của nhà văn và nhân văn Ý thế kỷ XIV, Boccaccio quả thật rất gắn với những truyện dân gian Việt Nam, đặc biệt là những truyện thuộc chủ đề phản phong, đả kích thói giả đạo đức của những người làm nghề tôn giáo, lên án cái luân lý khắc nghiệt mà họ đề ra, đòi hỏi trần gian với những thú vui tự nhiên của nó.	És valóban, ha tisztességgel más úton vezethettelek volna benneteket oda, hová akarlak, nem pedig ezen a zord ösvényen, szíves örömest megtettem volna; mivelhogy azonban eme visszaemlékezés nélkül nem tudnám megértetni, hogyan s mi okból estek mindama dolgok, melyek alább írva következnek, kénytelen-kelletlen ráadom fejemet a leírására.	0.233437
	Elmondom tehát, hogy az Isten Fia üdvösséges Megtestesülésének immár ezerháromszáznegyvennyolcadik esztendejét írták, midőn jeles Firenze városában, mely szépségével felülmúlja mind a többi itáliai városokat, kiütött a halálos pestis, melyet az égitestek hatalma vagy Istennek bűnös cselekedeteinken érzett igazságos haragja zúdított a halandókra, hogy észre térítsen bennünket; e pestis alig néhány esztendővel annak előtte bukkant fel a keleti országokban, s minekutána ottan rengeteg embert elpusztított, feltarthatatlanul harapódzott egy helyről a másra, s nyomorúságunkra a Nyugaton is elterjedt.	-0.3
	És ellenében ugyan csütörtököt mondott minden okosság és emberi vigyázatosság, mellyel evégre rendelt városi biztosok a sok szennytől megtisztították a várost, megtiltották, hogy oda bárminémű beteg ember betegye a lábát, s bőven osztogatták a jó tanácsokat az egészség megóvására; nem volt foganatja a jámbor könyörgéseknek sem, melyeket újra meg újra, az elrendelt körmeneteken is, más módokon is intéztek Istenhez ájtatos emberek; körülbelül a mondott esztendő tavaszának elején kezdettek mutatkozni a pestis fájdalmas pusztításai, mégpedig elképesztő módon.	-0.3
Dĩ nhiên khi nói đến chống phong kiến, chúng ta quan niệm thực trạng phong kiến ở châu u khác với phong kiến kiến Việt Nam, và châu Á nói chung, hai loại phong kiến có những nội dung kinh tế - chính trị - xã hội đôi khi ngược hẳn nhau.	És nem olyképpen jelentkezett, mint Keleten, hol a kikerülhetetlen halálnak nyilvánvaló jele az volt, ha valakinek megeredt az orra vére; hanem a kezdetén: férfiaknál, nőknél egyaránt a lágyékukon vagy a hónuk alatt bizonyos daganatok támadtak, amelyek néha akkorára nőttek, mint egy rendes alma, néha akkorára, mint egy tojás, vagyis voltak nagyobbak, voltak kisebbek, amelyeket a nép “búb”-nak nevezett.	0.135246
Truyện dân gian Việt Nam thể hiện phản ứng của giai cấp nông dân chống lại chế độ vua quan, địa chủ và kỳ mục, một chế độ mà khủng hoảng kéo dài từ thế kỷ XVII qua thế kỷ XVIII, XIX.	És a testnek ama fent mondott két részéből kezdett e mondott búb hamaridő múltán kiütni, és kibukkanni a testnek minden egyéb részén is egyformán; és ennek utána kezdett a mondott betegségnek minéműsége fekete vagy kékesfekete foltokra változni, melyek a karokon, a combokon és a testnek minden egyéb részén feltünedeztek sok embernél; némelyiknél nagyok voltak és ritkák, másoknál kicsinyek és sűrűk.	0.0397059
Khổng giáo ngự trị xã hội bị phá từng mảng lớn.	És valamint kezdetben a búb volt és maradt biztos jele a bekövetkezendő halálnak, akként most e foltok voltak a jelei mindazoknál, akiket megleptek.	-0.110526
	Úgy látszott, hogy ennek a betegségnek a gyógyításában sem orvosi tanács, sem semminémű orvosság ereje nem hat és nem használ; mármost akár azért, mert a betegség minéműsége nem adott módot rá, akár azért, mivelhogy a tudatlan kuruzslók (mert a tanult orvosokon felül ezeknek a száma fölöttébb meggyarapodott efféle nőkkel és férfiakkal, kik soha életökben nem tanulták a gyógyítás tudományát) nem ismerték fel a baj eredendő okát, és ennélfogva nem a kellő szereket alkalmazták ellene: nem csupán hogy kevesen gyógyultak meg, hanem úgyszólván valamennyien belehaltak a fent mondott jelek feltünedezése után harmadnapra, ki gyorsabban, ki lassabban, s a legtöbben mindennemű láz avagy egyéb tünet nélkül.	-0.3
	És ennek a döghalálnak annál nagyobb volt ereje, mivelhogy azokról, akik megbetegedtek, az érintkezés révén átragadt az egészségesekre, éppen úgy, mint ahogy a tűz belekap a száraz vagy zsíros tárgyakba, mik tőszomszédságában vannak.	-0.3
Những làng xã vẫn là những đơn vị cơ sở tự cung tự cấp, bất di bất dịch, đa số nghề thủ công nằm trong lũy tre xanh không tiến lên công nghiệp được, thành thị thị trấn thuộc quyền nhà vua, tầng lớp thường dân rất yếu ớt, quan hệ sản xuất nông nghiệp không thay đổi nên không có men tư tưởng mới.	De még nagyobb baj is volt ennél; mivelhogy nem csupán a betegekkel való beszélgetés vagy érintkezés származtatta át az egészségesekre a betegséget vagy a tömeghalál csíráját, hanem kiderült, hogy a ruháknak vagy bármely más tárgynak az érintése, mit ím ez betegek érintettek avagy használtak, ezzel a betegséggel fertőzi azt, aki hozzányúl.	0.294444
Trái lại, những truyện mang tính chất dân gian trong Mười Ngày dậy chất men tư tưởng mới của giai cấp thị dân tư sản đang bước vào vũ đài chính trị.	Elképesztő hallani is, mit most el kell mondanom: és ha nem látták volna sokan, s nem láttam volna magam is tulajdon szememmel, szinte hinni sem merném, nemhogy leírni, ha mégolyan szavahihető embertől hallottam volna is.	0.235976
	Elmondom tehát, hogy a szóban forgó pestisnek az a tulajdonsága, hogy egyikről a másra átragad, oly fertőző erejű volt, hogy nem csupán emberről emberre terjedt, hanem - ami igen gyakran nyilván bebizonyosodott - ha a megbetegedett vagy a betegségben meghalt embernek valamijét megérintette valami más, nem emberfajta élőlény, azt nem csupán megfertőzte a betegség, hanem igen-igen rövid idő alatt meg is ölte.	-0.3
	Erről - mint kevéssel előbb említettem - egyebek közt egy napon tulajdon szememmel a következőképpen győződtem meg: Egyszer egy ilyen betegségben meghalt szegény embernek rongyait kidobták az utcára; odatévedt hozzájok két disznó, melyek szokások szerint előbb az orrukkal, aztán a fogaikkal összevissza turkáltak a rongyokban, s íme, alig egy óra múltán, mintha csak mérget ittak volna, egyet-kettőt vonaglott mind a kettő, s döglötten rogyott a földre a vesztükre megturkált rongyok fölött.	-0.3
Boccaccio đại diện cho tầng lớp thương nhân ở các thành thị Ý. ~~~ (Nước tư bản đầu tiên - Ăngghen).	Efféle és sok más hasonló meg súlyosabb esetek révén mindenféle aggodalom meg képzelődés támadt azokban, kik életben maradtak, és szinte valamennyien egyetlen rideg célt szögeztek maguk elé: irtózattal elkerülni a betegeket s minden ő dolgaikat; és mindenki azt hitte, hogy ekképpen cselekedvén, megmenti maga életét.	-0.257727
	És némelyek akképpen vélekedtek, hogy a mértékletes élet, a mindennémű kicsapongásoktól való óvakodás igen megnöveli az ellentálló erőt eme bajjal szemben; és társaságokba verődtek és mindenki mástól visszavonultan élték napjaikat; összegyülekeztek és bezárkóztak ama házakba, melyekben nem volt beteg, s élvezték a legfinomabb ételeket és a legpompásabb borokat, de igen mértékletesen és mindennémű kicsapongás nélkül; nem álltak szóba senkivel, hallani sem akartak semmi külső hírt sem halálról, sem betegekről, hanem muzsikával és egyéb mulatságokkal szórakoztak, már amihez hozzájutottak.	-0.3
	Mások ellenkező véleményen voltak, és azt állították, hagy ha nagyokat isznak és dőzsölnek, és dalolva, tréfálkozva ide-oda csavarognak, és mindennémű vágyukat kielégítik, amennyire csak tudják, s kacagnak és csúfolódnak azon, ami történik, az lesz a legbiztosabb orvosság e szörnyű baj ellen; és amit így mondottak, azt tőlök telhetőleg valóra is váltották; éjjel és nappal hol egyik, hol másik kocsmába mentek, telhetetlenül és mértéktelenül ittak, ezt pedig legtöbbnyire idegen házakban cselekedték, ha éppen megszimatolták, hogy ottan valami kedvökre és ínyökre való akad.	-0.3
	És ezt könnyűszerrel megtehették, mivelhogy mindenki ebek harmincadjára hagyta magát is, vagyonát is (mintha csak életének végső órája ütött volna); ennek okáért a legtöbb ház közös tulajdonná vált, és az idegen, ha egyszer betelepedett, úgy gazdálkodott bennök, mintha ő lett volna a házigazda; és ím ez állatias elszántságokban kerülték a betegeket, amennyire csak módjokban volt.	-0.3
	És városunknak ebben a szörnyű balsorsában és nyomorúságában az isteni és emberi törvények jeles tisztessége szinte összeomlott és semmivé lett, mivelhogy a kormányzó és törvénytevő urak, csakúgy, mint a többi emberek, vagy meghaltak, vagy betegek voltak, vagy poroszlóik száma oly igen megfogyatkozott, hogy semminémű szolgálatot nem tudtak végezni: ennek miatta kinek-kinek szabad volt a vásár: azt cselekedhette, amire éppen kedve szottyant.	-0.3
	Sokan mások a fent mondott két mód között a középszert választották: nem kényszerítettek magokra akkora mérsékletet az evésben, mint az előbbiek, nem is merültek bele az ivásba és egyéb kicsapongásokba, mint az utóbbiak, hanem mindent kellő mértékben élveztek, ahogy éppen megkívánták, nem zárkóztak be, jártak-keltek, kezökben ki virágot, ki szagos füveket, ki egyébfajta fűszerszámokat tartott, s ezeket sűrűn orrukhoz emelték, abban a hiszemben, hogy igen üdvösséges dolog az agyvelőt efféle illatokkal erősíteni: mivelhogy a levegő mindenütt fülledt és büdös volt a hullák, a betegek és az orvosságok bűzétől.	-0.3
	Mások szívtelenebbül érzéketlenek voltak (ámbátor ez talán biztosabb volt), és azt mondták, hogy sem jobb, sem olyan jó orvosság a pestis ellen nincs, mint messzire elkerülni; és ebben a meggyőződésben nem törődtek semmi mással, csak magokkal, férfiak és nők sokan elhagyták városukat, házukat, hivatalukat, rokonságukat, vagyonukat és ha nem idegenbe, akkor a maguk falusi birtokára költöztek, mintha bizony Istennek haragja, mely e pestissel büntette az emberek gonoszságát, nem érte volna utol őket akárhol, hanem csupán azoknak elpusztítására szorítkozott volna, akik megmaradtak városuk falain belül; vagy mintha az lett volna meggyőződésök, hogy egyetlen embernek sem szabad a városban maradnia, mivelhogy elérkezett annak végső órája.	-0.3
	És ámbátor ezek a különb-különbféleképpen vélekedő emberek nem haltak meg valamennyien, nem is menekültek meg mind: sőt mindegyik fajtából sokan megkapták a betegséget, és mivelhogy ők magok adtak példát egészséges korukban azoknak, kik most is egészségesek maradtak, egyik itt, másik ott pusztult el, mindenkitől elhagyottan.	-0.3
	És ne is emlegessük, hogy egyik polgár irtózattal elkerülte a másikat, és szinte senki nem törődött a szomszédjával, és a rokonok vagy soha, vagy csak nagy ritkán látogatták egymást, akkor is tisztes távolból, azonban e borzalom nyomán oly irtózat támadott a férfiak és nők lelkében, hogy a testvér elhagyta testvérét, a nagybácsi unokaöccsét, a nővér a bátyját, gyakran a feleség a férjét (ami főbenjáró dolog és szinte hihetetlen), az atyák és anyák a gyermekeiket irtóztak meglátogatni és ápolni, mintha nem is tulajdon gyermekeik lettek volna.	-0.3
	Ez okból annak a mérhetetlenül sok férfinak és nőnek, kik megbetegedtek, nem maradt egyéb segítségök, mint egy-egy könyörületes barátjok (ilyen pedig bizony kevés akadt) vagy a kapzsi ápolók, kik szokatlanul dús fizetség fejében ápolták őket, ámbátor még így is kevesen adták erre fejöket - mindahányan durva lelkű és efféle szolgálatban járatlan férfiak és nők -, és szinte semmi másra nem voltak jók, mint odanyújtani a betegeknek egyet-mást, amit kértek, vagy figyelni, mikor halnak meg; és miközben e szolgálatot végezték, gyakorta az életökkel fizettek érte.	-0.3
	És mivelhogy a betegeket a szomszédok, a rokonok, a barátok elhagyták, ápolókban pedig nagy volt a hiány, elharapódzott egy eladdig soha nem hallott szokás: hogyha akármilyen kedves, szépséges, bájos nő megkapta a betegséget, nem törődött vele, hogy férfi ápolja, akár fiatal, akár öreg; és bizony, ha betegségének kényszerűsége megkövetelte, minden pironkodás nélkül feltárta előtte testének akármelyik részét, mint ahogy nő előtt cselekedte volna: azoknál aztán, kik a betegségből kigyógyultak, ez elegendő ok volt arra, hogy a következendő időkben szemérmetességökre kevesebbet adjanak.	-0.3
Châu u tiến lên chủ nghĩa tư bản bằng sự phát triển công thương nghiệp, giai cấp tư sản chống phong kiến thắng lợi, tách được thành thị ra khỏi quyền lực của nhà nước, của vua chúa.	Ehhez járult, hogy sokan meghaltak, kik talán megmenekedtek volna, ha segítettek volna rajtok: éspedig részben a megfelelő ápolás hiánya miatt, melyben a betegeknek nem lehetett részök, részben a pestis ereje miatt oly nagy tömegben haltak a városban az emberek éjjel és nappal, hogy nemhogy látni, de hallani is szörnyűség volt.	0.155172
Boccaccio và thời đại, hoàng hôn Thời Trung cổ, bình minh Thời Phục hưng.	Ennek következtében az előbbiekkel ellenkező szokások kaptak lábra ama polgárok között, kik életben maradtak.	0.193671
	Annak előtte szokásban volt (aminthogy ezt a szokást még ma is megfigyelhetjük), hogy az atyafiság asszonyai meg a szomszédasszonyok összegyülekeztek a halottas házban, és ottan a halott legközelebbi női hozzátartozóival együtt siránkoztak; viszont a halottas ház előtt a halottnak férfi atyjafiaival együtt összegyülekeztek a szomszédai és számos más polgár, és a halott rangjához illendő módon megjelent a papság, és a halottat a rangjabeliek gyertyák és gyászénekek halotti pompájával vitték vállaikon abba a templomba, melyet halála előtt ő maga kijelölt.	-0.3
Trước sức lấn công của những bộ tộc rợ Gốt (Goths), đế chế La Mã tan rã vào khoảng nửa sau thế XIX, nước Ý vẫn còn bị chia có thành hàng chục quốc gia nhỏ.	Mikor a pestis dühe fokozódni kezdett, mindeme dolgok egészben vagy részben megszűntek, és helyökbe más, új szokások támadtak.	0.171074
	Ezért aztán nemcsak hogy asszony sereg nem volt a haldokló körül, hanem nagyon sokan voltak, kik tanúk nélkül költöztek el ez árnyékvilágból; csak nagyon kevesen voltak olyanok, kiknek kijutott rokonaik könyörületes kesergéseiből és keserű könnyeiből; ezek helyében most többnyire kacagás, tréfálkozás és társas mulatozás járta; az asszonyok pedig sutba dobták a női kegyességet, és a magok egészsége javára szívvel-lélekkel felkapták ezt a szokást.	-0.3
	Bizony ritka volt az olyan halott, kit tíz vagy tizenkét szomszédjánál több kísért a templomba; a Szent Mihály lovát pedig nem tisztes és derék polgártársai vitték, hanem a söpredékből összeverődött afféle hullavivők, kik sírásóknak neveztették magokat; mivelhogy pedig e szolgálatot pénzért végezték, felkapták a Szent Mihály lovát és rohanvást vitték; de nem ám abba a templomba, melyet a boldogult kijelölt, hanem többnyire a legközelebbibe, és négy vagy hat pap kísérte néhány szál gyertyával, sőt nemegyszer gyertya nélkül: ezek a papok aztán nem bajlódtak a túlságosan hosszú és ünnepélyes szertartással, hanem a sírásók segítségével leeresztették a halottat az első sírba, melyet üresen leltek.	-0.3
