Nguyên tác: Le Tour du monde en quatre-vingts jours	﻿ ~~~ JULES VERNE	-0.28125
Nhưng Jules Verne “thôi miên” độc giả đến nỗi nhiều người tin là có thật và tiến sĩ Fergusson là có thật.		-0.3
Một năm sau, cuốn tiểu thuyết được dịch ra ở Nga với tên Cuộc du lịch bằng khinh khí cầu qua Châu Phi (1864) và Saltykov-Chtchedrine là người đầu tiên nhiệt liệt ca ngợi nó trên tập Người cùng thời.		-0.3
Ngay từ những năm đầu xuất hiện trên diễn dàn văn học, Jules Verne đã cho xuất bản liên tiếp bốn tiểu thuyết khoa học xuất sắc: Năm tuần trên khinh khí cầu (1863), Cuộc du lịch vào trung tâm trái đất (1864).		-0.3
Những cuộc phiêu lưu của thuyền trưởng Hatteras (1864).	Passepartout rossz, de meglehetősen eredeti szójátéka	0.254717
Từ trái đất lên mặt trăng (1865).	HARMINCÖTÖDIK FEJEZET	0.104348
Những cuốn truyện đó đưa ta đến “Cuộc viễn du kỳ lạ”, đến vùng lục địa nhưng chưa mấy người thám hiểm, vào sâu trong lòng đất không ai tới được, lên những miền hoang vắng đóng băng ở Bắc Cực, vào cả vực thẳm mênh mông khủng khiếp của vũ trụ.		-0.3
Bằng những tác phẩm ấy, Jules Verne đã khẳng định vai trò của tiểu thuyết khoa học như một thể loại văn học độc đáo có tác dụng giáo dục lớn trong quần chúng, nhất là trong thanh niên.		-0.3
Từ Jules Verne đến nay, tiểu thuyết khoa học mà cách gọi phổ biến này bây giờ là tiểu thuyết khoa học viễn tưởng – đã nhanh chóng phát triển và Jules Verne được xem như người đã có công lớn nhất đưa nó lên vị trí xứng đáng.		-0.3
Jules Verne sinh ngày 8/2/1828 ở thành phố cổ Nantes, một trong những cảng lớn nhất của nước Pháp nằm trên bờ sông Loire.		-0.3
Nantes là thành phố của những người đóng tàu và những người đi biển.		-0.3
Nhà của Jules Verne ở trên một hòn đảo giữa sông.		-0.3
Ở đấy, cậu bé Jules Verne đã lớn lên như trên một con tàu đá bơi xuôi dòng sông Loire.		-0.3
Cậu thường ra khỏi nhà hòa vào đám người đánh cá, say mê nghe những truyền thuyết cổ vùng Nantes và thả hồn theo những chuyến đi xa trên biển.		-0.3
Trong nhà Jules Verne treo ảnh hai cụ tổ là một nhà hàng hải và một ông chủ tàu.		-0.3
Bà mẹ của Jules Verne, bà Sophie Allote cũng là con một dòng họ những nhà đi biển và đóng tàu.		-0.3
Lòng ham mê du lịch thôi thúc đến nỗi có lần cậu bé bỏ nhà định đi xa.		-0.3
Đó là một sáng mùa hè 1839, cậu bé mười một tuổi trốn theo một con tàu vượt biển đi Ấn Độ.		-0.3
Khi phát hiện ra, gia đình liền đi một canô phóng nhanh hơn đuổi kịp và đưa cậu về nhà.		-0.3
Sau này, khi Jules Verne đã đi khắp các bến bờ Châu u, Châu Mỹ, thì cái buổi vượt biển không thành của năm mười một tuổi ấy vẫn là một kỷ niệm không bao giờ quên được.		-0.3
Jules Verne là con một luật sư, được bố chọn cho theo nghề luật.	Passepartout nem várja meg, hogy gazdája kétszer megismételje parancsát	0.295652
Học trường trung học Nantes, Jules Verne được giải nhì về tu từ học – tức nghệ thuật hùng biện – khiến ông bố càng khẳng định “năng khiếu” cậu con trai sẽ nối dõi và làm vẻ vang cho nghề nghiệp của mình.		-0.3
Chiều ý gia đình, học xong phần tú tài, Jules Verne lên Paris vào trường Đại học Luật khoa.		-0.3
Cậu thanh niên Jules Verne đến Paris vào năm 1848, khi không khí cách mạng đang sôi sục ở thủ đô Pháp và ở nhiều nước Châu u. Trong gia đình, ông bố là một nhà bảo hoàng kiên định và một tín đồ Gia-tô giáo nhiệt thành.		-0.3
Verne chưa biết gì về cách mạng.	HARMINCHATODIK FEJEZET	0.109091
Cuộc sống ở Paris đã mở cho cậu những chân trời mới. ~~~ Paris đã đứng lên, dựng chiến lũy trên đường phố, nhà vua chạy trốn ra nước ngoài, nước Pháp tuyên bố thành lập nền cộng hoà… Jules Verne làm quen với nhiều thanh niên có tư tưởng cách mạng và với các nhà hoạt động văn hóa nghệ thuật.		-0.3
Verne đỗ luật, và một công việc ở văn phòng luật sư ở Nantes đang dành sẵn chờ anh, nhưng chính lúc này anh quyết định một bước ngoặt.		-0.3
“Số phận đã buộc chặt con với Paris – Jules Verne viết thư về Nantes.		-0.3
– Cái nghề duy nhất hấp dẫn con, mà con khao khát vươn tới, là văn học”.		-0.3
Trong thư trả lời, ông bố bằng lòng để Verne quyết định lấy số phận mình nhưng phải tự kiếm sống.		-0.3
Từ đấy anh không nhận được 100 phật lăng hàng tháng của bố nữa.		-0.3
Anh nhấp nhận cảnh sống khó khăn với món tiền kiếm được mỗi tháng 50 phật lăng.		-0.3
Ở Paris, Jules Verne làm quen với Alexandre Dumas cha, nhà viết tiểu thuyết nổi tiếng mà anh coi là “Người cha đỡ đầu” của mình trong văn học.		-0.3
Anh làm việc rất căng thẳng, vừa mê sân khấu và âm nhạc, vừa mê địa lý, thiên văn học, lịch sử, kỹ thuật và những phát minh khoa học.		-0.3
Verne đang nghĩ xem làm thế nào để kết hợp được văn học với khoa học.		-0.3
Vào giữa những năm 50 ông bố viết thư khuyên anh từ bỏ việc viết văn.		-0.3
Verne trả lời: “Con không nghi ngờ tương lai của con.	Phileas Fogg árfolyama ismét felszökik	0.15
Đến năm ba mươi tuổi, con sẽ chiếm một vị trí vững vàng trong văn học.” Điều tiên đoán đầu tiên đó trong cuộc đời Verne – cũng như nhiều tiên đoán khoa học khác sau này của nhà văn – đã tỏ ra đúng đắn một cách kỳ lạ.		-0.3
Đúng vào năm 1863, năm ông ba mươi lăm tuổi ra đời cuốn tiểu thuyết Năm tuần trên khinh khí cầu như ta đã biết.		-0.3
Jules Verne trở thành một nhà văn nổi tiếng.	HARMINCHETEDIK FEJEZET	-0.0545455
Dumas – khi đọc xong Năm tuần trên khinh khí cầu rất thích liền giới thiệu với Nhà xuất bản Hetzel.		-0.3
Jules Verne ký hợp đồng với Hetzel nhận hàng năm đưa bản thảo ba cuốn sách (cỡ 160 trang in).		-0.3
Ngoài tiểu thuyết ông còn viết những loại sách khoa học như Địa lý nước Pháp có minh họa (1868), Lịch sử những cuộc du lịch vĩ đại và những nhà du lịch vĩ đại (1878), Christophe Colomb (1883).		-0.3
Những thành tựu chủ yếu của Jules Verne là những tiểu thuyết khoa học viễn tưởng tập hợp trong bộ Những cuộc viễn du kỳ lạ được giải thưởng lớn của Viện Hàn Lâm Pháp.		-0.3
Cho đến hết đời mình, Jules Verne đã viết trên dưới 80 tiểu thuyết chưa kể những cuốn sách truyền bá khoa học, và nhiều bài thơ và 15 vở kịch, trong đó nổi lên những tác phẩm như Năm tuần trên khinh khí cầu (1863), Những cuộc phiêu lưu của thuyền trưởng Hatteras (1864), Cuộc du lịch vào trung tâm trái đất (1864), Từ trái đất lên Mặt trăng (1865), Những đứa con của thuyền trưởng Grant (1867), Hai vạn dặm dưới biển (1869), Vòng quanh Mặt trăng (1870).		-0.3
Vòng quanh thế giới trong 80 ngày (1873), Hòn đảo bí mật (1874), Michael Strogoff (1876), Ấn Độ đen (1877), Người thuyền trưởng 15 tuổi (1878), Năm trăm triệu người xứ Bégum (1879), Tia sáng xanh (1882), Quần đảo bốc lửa (1884), Robur người chinh phục (1886).		-0.3
Thành công của Jules Verne là kết quả của cả một quá trình tích luỹ và lao động không mệt mỏi.		-0.3
Để viết được Những cuộc viễn du kỳ lạ, Jules Verne đã đi nhiều.	Kiderül, hogy Phileas Fogg nem sokat nyert a világ körüli utazással,	0.248438
Năm 1866 Verne sắm một xuồng máy đánh cá cũ sửa lại thành một con tàu nhỏ có buồm, một thứ du thuyền mang tên Saint-Michel.		-0.3
Vừa là chủ tàu, vừa là thuyền trưởng, mặt rám nắng, người cứng cáp vì vận động.		-0.3
Verne đã sống và làm việc trên tàu Saint-Michel mà ông gọi là “Căn phòng làm việc nổi” của ông.		-0.3
Chính trên tàu này, ngang dọc biển Manche, ông đã viết Hai vạn dặm dưới biển.		-0.3
Về sau Jules Verne sắm những du thuyền khác mới hơn, tốt hơn, đi xa hơn đưa ông đi Na Uy, Ai Len, Scotland, Biển Bắc, Biển Bantích, Địa Trung Hải… ~~~ 		-0.3
Sức lao động nghệ thuật của Jules Verne rất lớn.	mindössze a boldogságot találta meg	0.128571
Có những ngày ông làm việc liền từ sáng hôm trước đến mờ sáng hôm sau.		-0.3
Ông tự ví mình như “một con ngựa thồ chỉ nghỉ ngơi ngay trong bộ yên cương của nó”.		-0.3
Có khi viết chưa xong tiểu thuyết này ông đã nghĩ đến một tiểu thuyết khác, và đó là sự “nghỉ ngơi” đầy hứng thú của ông.		-0.3
“Cuộc đời tôi kín đặc không còn chỗ cho sự buồn tẻ”, ông thường nói như vậy.		-0.3
Có lần ông tâm sự: “Khi tôi không làm việc, tôi không cảm thấy mình sống nữa”.		-0.3
Thật vậy, một năm trước khi mất, ông già 76 tuổi vẫn còn cho ra đời tác phẩm Người chủ Thế giới (1904).		-0.3
“Đọc nhiều, đi nhiều, viết nhiều”, đó chính là tác phong lao động đã góp phần rất quan trọng vào những thành công của Jules Verne. ~~~ * * *		-0.3
		0.3
		0.3
	ELSŐ FEJEZET	-0.6
Tiểu thuyết khoa học viễn tưởng ngày nay đã phát triển với một nhịp điệu chưa từng thấy ở các nước công nghiệp với nhiều phương pháp, phong cách, thủ pháp khác nhau.		-0.3
Với Jules Verne, điều quan tâm trước hết là kết hợp được khoa học chính xác với viễn tưởng, và đây chính là một chỗ mạnh nổi bật của phong cách Jules Verne.		-0.3
Tài năng của ông nhiều làm cho cái “viễn tưởng” mang bộ mặt của hiện thực, khiến người đọc cảm thấy những điều tưởng như thần bí hay viển vông ấy hoàn toàn có thể giải thích được và có thể thực hiện được bằng khoa học.		-0.3
Trong Từ trái đất lên Mặt trăng, những hội viên Câu lạc bộ Đại bác, mà chủ tịch là Barbicane, muốn phóng người lên mặt trăng phải tiến hành cả một quá trình tính toán những số liệu khoa học chính xác chứ không phải “giả khoa học” tùy tiện: cấu tạo viên đạn bằng gì, hình dáng, kích thước và sức nặng thế nào, lượng thuốc nổ bao nhiêu để có được sáu tỉ lít khí ở dưới viên đạn truyền cho nó cấp độ ban đầu cần thiết 11.000 m/s, rồi lại phải tính xem đặt đại bác ở đâu, bắn lúc nào để được lên Mặt trăng ngắn nhất, v.v… Tất cả những cái đó đều là kiến thức khoa học thật sự.		-0.3
Nhà vật lý và thiên văn học Jules Janssen, nhà toán học Henri Garcet, nhà toán học Joseph Bertrand, thư ký viện Hàn lâm khoa học Pháp đã giúp Jules Verne sửa chữa lại những con tính và kiểm tra sự chính xác của những đường Parabol và Hypebol, xác định hành trình của viên đạn đại bác bác từ trái đất lên mặt trăng… Khi viết Hòn đảo bí mật, Jules Verne được sự giúp đỡ của nhà Địa lý học Gabriel Marcel, nhưng để viết tác phẩm viễn tưởng này bản thân Verne cũng phải “đi thực tế” ở các nhà máy, nghiên cứu kỹ thuật sản xuất hóa chất mà kỹ sư Cyrus Smith áp dụng với quy mô nhỏ hơn trên đảo Lincoln. ~~~ Viết Ấn Độ đen ông xuống hầm mỏ quan sát lao động của người thợ mỏ và cách khai thác than.		-0.3
“Ở Jules Verne nhà văn và nhà khoa học là một”1.	Egy megállapodásról, melynek értelmében Phileas Fogg	0.29434
Trên cơ sở hiện thực và khoa học ấy, bốc cao lên tinh thần lãng mạn chinh phục thiên nhiên của Jules Verne.		-0.3
Dựa chắc vào những chân lý những quy luật khoa học, ông đã tung cánh cho những tưởng tượng và mơ ước hết sức táo bạo.		-0.3
Tác phẩm Từ trái đất lên Mặt trăng của ông đã góp phần ảnh hưởng đến Tsiolkovski, người đặt nền móng cho khoa du hành vũ trụ hiện nay.		-0.3
Nói đến phương pháp sáng tác thể loại khoa học viễn tưởng, các nhà nghiên cứu thường xác định một số đặc trưng của nó như “Cái Lạ”.		-0.3
Những tiểu thuyết khoa học viễn tưởng của Jules Verne vận dụng “Cái Lạ” đến cao độ.		-0.3
“Cái Lạ” ở đây chính là cái viễn tưởng của khoa học, cái sáng tạo mới của trí tuệ của con người.		-0.3
Nó đi vào truyện, vừa là một yếu tố nội dung, vừa là một yếu tố nghệ thuật được Jules Verne sử dụng rất linh hoạt.		-0.3
Điểm đặc biệt của Jules Verne là: đối với tất cả những “Cái Lạ” ấy cuối cùng nhà văn đều giải thích bằng khoa học, và từ đó tạo nên lòng tin mãnh liệt vào khoa học kỹ thuật.		-0.3
Khi nói về tài tiên đoán của Jules Verne nhiều người cho rằng ông đã có một “trực giác thiên tài”.		-0.3
Chiếc tàu ngầm Nautilus đi hai vạn dặm dưới biển qua tưởng tượng của ông để rồi mười năm sau có chiếc tàu ngầm thật của kỹ sư Robert.2 Và điều thú vị là chiếc tàu ngầm thật này dường như được làm ra theo mẫu chiếc tàu ngầm tưởng tượng của ông.		-0.3
Vào thời ấy chưa có đèn điện và điện chưa phải là năng lượng chủ yếu của công nghiệp, nhưng tàu ngầm Nautilus đã dùng điện để thắp sáng và quay tít chân vịt, tạo ra tốc độ gấp đôi tốc độ nhanh nhất của những tàu biển bấy giờ.		-0.3
Nhà du hành vũ trụ Mỹ Frank Borman lái tàu Apollon IX nhận thấy tàu của anh cũng có kích thước và trọng lượng như Jules Verne tính và cũng hạ cánh xuống nước cách điểm hạ cánh trong tiểu thuyết có 4km (trong tiểu thuyết viên đạn qua tàu rơi xuống Thái Bình Dương cách bờ 400 km ở tọa độ 27°7 Bắc và 41°37 Tây theo kinh tuyến Washington, ở đó nó được một tàu biển vớt lên).		-0.3
Frank Borman còn kể khi vợ anh đọc xong Từ trái đất lên Mặt trăng, chị tỏ ra lo ngại cho số phận của chồng, vì cuốn tiểu thuyết dừng lại ở một tình thế rất hiểm nghèo cho những người đang bay trong vũ trụ.		-0.3
Anh khuyên chị đọc tiếp Vòng quanh Mặt trăng (quyển II của tác phẩm bộ hai này), và cuốn sách đã làm chị yên lòng, vì viên đạn toa tàu lại quay về trái đất.		-0.3
Thật ra cái gọi là “tài tiên đoán” hoặc “trực giác thiên tài” của Jules Verne cũng chẳng có gì thần bí.		-0.3
Đúng hơn, nên xem ông là một con người của thời đại, nhạy bén với những phát hiện khoa học mà ông quan tâm theo dõi thường xuyên và tỉ mỉ: ông đã chuyển vào tác phẩm những thành tựu của các nhà bác học thời đại ông đồng thời nối tiếp những thành tựu ấy bằng một sự ngoại suy minh mẫn.		-0.3
Nhà bác học Nga Mendeleïev cũng ca ngợi Jules Verne là “một thiên tài khoa học”.		-0.3
Tinh thần khoa học cho đến nay vẫn là một điểm tựa chủ yếu của khoa học viễn tưởng.		-0.3
Không có yếu tố khoa học và phương pháp khoa học không có khoa học viễn tưởng.		-0.3
Tiểu thuyết khoa học viễn tưởng cũng không thể tách rời những vấn đề xã hội, những tư tưởng nhân văn.		-0.3
Những nhân vật chính của Jules Verne là những con người của khoa học, khao khát hiểu biết và có năng lực hành động, đồng thời lại là những phẩm chất cao quý, ngay thẳng, chân thành, giàu tình thương yêu.		-0.3
Điển hình là Phileas Fogg, một “tấm lòng vàng” sẵn sàng nhận hy sinh về mình để cứu người bị nạn (Vòng quanh thê giới trong 80 ngày); là Barbicane, Nicholl, Maston trước tham gia chiến tranh giải phóng nô lệ, khi chiến tranh kết thúc đã cải tạo cái vũ khí giết người thành vũ khí khoa học chinh phục vũ trụ (Từ trái đất lên Mặt trăng); là thuyền trưởng Nemo đã gửi những kho tàng dưới đáy biển của mình cho các phong trào khởi nghĩa. ~~~ Verne là một nhà văn có tư tưởng dân chủ và nhân đạo.		-0.3
Ông đã giao du với những nhà báo và nhà hoạt động chính trị nổi tiếng như Paschal Grousset, thành viên của Quốc tế Cộng sản.		-0.3
Louise Michel, “cô gái đỏ” của Công xã Paris.		-0.3
Năm 1888, tại Amiens thành phố quê hương vợ, nơi ông đã sống từ năm 1872.		-0.3
Verne nộp đơn ứng cử vào Hội đồng thành phố trong danh sách những người “cực đỏ”.		-0.3
Ông tuyên bố mặc dầu ông không tham gia đảng phái nào nhưng người xã hội chủ nghĩa vẫn gần gũi với ông hơn cả.		-0.3
