Tác giả: Jules Verne & André Laurie	Jules Verne - André Laurie	2.175
 ~~~ CHƯƠNG MƯỜI TÁM: NHỮNG PHÁT SÚNG ĐẠI BÁC ~~~ 	TIZENÖTÖDIK FEJEZET.	-0.218182
CHƯƠNG MƯỜI CHÍN: NHỮNG PHÁT SÚNG TRƯỜNG	A legrövidebb út. ~~~ TIZENHATODIK FEJEZET.	-0.03
 ~~~ CHƯƠNG HAI MƯƠI: KẾT THÚC HÀNH TRÌNH VÒNG QUANH THẾ GIỚI ~~~ 	O’Donoghan Patrick eltünt.	-0.217857
CHƯƠNG HAI MƯƠI MỐT: BỨC THƯ TỪ PARIS	TIZENHETEDIK FEJEZET. ~~~ Valahára!	-0.0409091
 ~~~ CHƯƠNG HAI MƯƠI HAI: VAL - FERE - ĐOẠN KẾT ~~~  ~~~  ~~~  ~~~  ~~~ 	TIZENNYOLCZADIK FEJEZET.	-0.248214
LỜI NGƯỜI DỊCH ~~~  ~~~  ~~~  ~~~ 	Ágyudörgések.	-0.190588
 ~~~ Tiểu thuyết "Chú bé thoát nạn đắm tàu” ra mắt bạn đọc Pháp năm 1885.		-0.3
Đây là cuốn tiểu thuyết duy nhất mà Jules Verne, nhà văn Pháp nổi tiếng thế giới về loại tiểu thuyết khoa học viễn tưởng và phiêu lưu mạo hiểm, viết chung với một tác giả khác.		-0.3
Và đồng tác giả của Jules Verne là André Laurie, nhà văn, nhà chính luận nổi tiếng, người đã tham gia tích cực vào công xã Paris.		-0.3
Jules Verne (1828- 1905) nổi tiếng ngay từ tác phẩm đầu tay của mình.		-0.3
Sách của ông được dịch ra nhiều thứ tiếng nước ngoài, phát hành rộng rãi khắp nơi và được đông đảo mọi người, nhất là giới trẻ, háo hức đón đọc.		-0.3
Trong những năm 1970, so với các tác giả khác, số sách của J. Verne được xuất bản đứng hàng thứ ba trên thế giới.		-0.3
Không phải ngẫu nhiên mà ông được mệnh danh là “người bạn đường bất tử của tuổi trẻ.” ~~~  ~~~  ~~~ 		-0.3
Sự nghiệp sáng tác văn học của J. Verne thật là vĩ đại.		-0.3
Trong cuộc đời 77 năm của mình, ông đã dành cho hoạt động văn học hơn 40 năm.		-0.3
Từ cuốn tiểu thuyết đầu tay được xuất bản năm 1862 đến khi qua đời ông đã hoàn thành bộ sách vĩ đại mà ông gọi chung là "những cuộc du hành lạ thường" gồm 63 tiểu thuyết và 2 tuyển tập truyện vừa và truyện ngắn được in thành 97 cuốn.		-0.3
Các tác phẩm của J. Verne thường lấy đề tài từ những sự thật khoa học, những tiên đoán khoa học và những phát hiện về địa lý.		-0.3
Các nhân vật của J. Verne đều là những nhà bác học, kỹ sư, các nhà phát minh, sáng chế, các nhà du hành dũng cảm, quên mình vì lợi ích tiến bộ xã hội.		-0.3
Ta còn thấy trong các tác phẩm của J. Verne những con người lương thiện, nhân đạo và cao thượng, dám đấu tranh cho đạo lý cao đẹp của con người, chống chế độ áp bức, thực dân và bất công xã hội.		-0.3
J. Verne sinh ra và lớn lên ở thành phố biển Nantes.	TIZENKILENCZEDIK FEJEZET.	-0.036
Sau khi tốt nghiệp trường trung học, chàng J. Verne được cha gửi lên Paris học luật và trở thành luật sư.		-0.3
Tuy nhiên, J. Verne say mê văn học hơn.	Puskalövések. ~~~ HUSZADIK FEJEZET.	-0.0176471
Vì vậy, mặc dù hành nghề luật sư theo ý cha, nhưng chàng đã dành nhiều thời gian để nghiên cứu, tích lũy các kiến thức về khoa học tự nhiên, thiên văn, hàng hải, lịch sử, kỹ thuật... Nhờ sự say mê và cần mẫn tích lũy kiến thức, về sau, J. Verne đã nảy ra ý định kết hợp văn học với khoa học và trở thành người mở đường viết "tiểu thuyết về khoa học" - một loại tiểu thuyết mới mà ngày nay chúng ta gọi là tiểu thuyết “khoa học viễn tưởng” rất được tuổi trẻ yêu thích.		-0.3
Mùa Thu năm l962, lúc ấy J. Verne 34 tuổi.	A sark-körüli út vége.	0.0875
Ông hoàn thành cuốn tiểu thuyết đầu tay “Năm tuần lễ trên khinh khí cầu” nói về những khám phá địa lý giả tưởng ở châu Phi được thực hiện từ trên một khinh khí cầu do ông "thiết kế và chế tạo" ra.		-0.3
Sau đó, một loạt tiểu thuyết khác của J. Verne: "Cuộc du hành vào lòng đất", "Những cuộc du hành của thuyền trưởng Hatseras " .. v.. v đã được đăng trên “Tạp chí giáo dục và giải trí” - một tạp chí lớn ở Pháp hồi ấy, rất được bạn đọc trẻ yêu thích.		-0.3
Sự thành công của J. Verne khiến ông chủ của tạp chí này đã ký trước với nhà văn những bản hợp đồng 20 năm, theo đó mỗi năm J. Verne đưa in 2 tiểu thuyết hoặc môt bộ tiểu thuyết gồm 2 tập.		-0.3
Và nhà văn đã thực hiện đúng hợp đồng đến cuối đời mình.		-0.3
Trong số những tác phẩm nổi tiếng nhất của J. Verne phải kể đến tiểu thuyết bộ ba: “Những đứa con của thuyền trưởng Grant”, “Hai vạn dặm dưới biển” và “Hòn đảo bí ẩn”.		-0.3
Bằng lao động nghệ thuật sáng tạo.	HUSZONEGYEDIK FEJEZET.	0.0409091
J. Verne đã góp phần cống hiên cho nền văn minh và tiến bộ của loài người.		-0.3
Đến nay, nhiều dự kiến, ước mơ của ông đã trở thành hiện thực... ~~~  ~~~  ~~~  ~~~ * ~~~  ~~~ 		-0.3
 ~~~ Năm 1881, cũng trên "Tạp chí giáo dục và giải trí" nước Pháp xuất hiện một tác giả mới chưa ai biết - đó là André Laurie.		-0.3
Nhưng, chẳng bao lâu sau, cái tên ấy đã trở nên quen thuộc với độc giả.		-0.3
Tuy nhiên, tên ấy là bút danh, còn tên thật của tác giả là Pascal Grusse (1845-1909) - một nhà hoạt động chính trị, nhà bình luận nổi tiếng, đã từng tham gia Công xã Paris, người đã nhiều lần được C.Mác và F.Enghen nhắc đến trong các bài báo và thư của mình. ~~~ Pascal Grusse sinh trong một gia đình nhà giáo ở đảo Corse.		-0.3
Ông tốt nghiệp khoa Y ở Paris và rất say mê môn sư phạm, đặc biệt là vấn đề giáo dục lao động và thể lực cho tuổi trẻ.		-0.3
Pascal Grusse từng tham gia hoạt động chính trị, viết báo và năm 1870 là chủ bút báo “Marseillaise”, một tờ báo chủ trương đoàn kết các chiến sĩ đấu tranh cho nền cộng hòa, công khai lên án sự thối nát, phản động của chính phủ tư sản, công kích hoàng đế Napoleon III và phe cánh.		-0.3
C. Mác đã chăm chú đọc tờ "Marseillaise" và trong thư viết cho F.Enghen, người đã nhận xét: Pascal Grusse là "một người rất đắc lực, tính cách mạnh mẽ và dũng cảm".		-0.3
Sau đó, Pascal Grusse đã tham gia công xã Paris và trở thành ủy viên của Hội đồng Công xã, phụ trách ủy ban đối ngoại (Bộ trưởng ngoại giao).		-0.3
Tuy nhiên, cũng như nhiều người lãnh đạo Công xã Paris khác, ông chưa phải là nhà cách mạng vô sản.		-0.3
Sau khi công xã Paris thất bại, Pascal Grusse bị bắt và bị đày ra đảo Calédonia Mới.		-0.3
Năm 1874, ông đã vượt ngục sang sinh sống ở Úc, rồi ở Anh.		-0.3
Năm 1880, sau khi được ân xá, ông trở về Pháp và được mời cộng tác với “Tạp chí giáo dục và giải trí”.		-0.3
Và dưới bút đanh André Laurie, ông đã cho ra mắt bạn đọc nhiều cuốn sách, tiểu thuyết và và truyện vừa, trong đó, thành công nhất là loạt sách nhiều tập “Sinh hoạt học đường ở tất cả các nước”, đề cập những quan điểm sư phạm mới của ông.		-0.3
Các tiểu thuyết phiêu lưu mạo hiểm “Thuyền trưởng Trafalgar”, “Người kế tục Robinson” và tiểu thuyết khoa học viễn tưởng “Từ New York đến Brest trong 7 giờ" của ông, ngay sau khi ra mắt đã được dư luận bạn đọc đánh giá cao. ~~~ * ~~~  ~~~  ~~~ 		-0.3
“Chú bé thoát nạn đắm tàu” thuộc số tiểu thuyết thành công của cả hai tác giả.		-0.3
Thực ra, người đầu tiên nảy ra ý định viết cuốn tiểu thuyết này là André Laurie.		-0.3
Nhưng vốn cảm phục J. Verne, "bậc thầy" về loại truyện phiêu lưu mạo hiểm và khoa học viễn tưởng, và để cho cuốn tiếu thuyết có đầy đủ những kiến thức địa lý phong phú, nhất là những kiến thức địa lý về vùng bắc cực.		-0.3
André Laurie đã mời J. Verne viết chung.	A Párisból jött levél.	0.0875
Cuốn sách tuy không dày, nhưng nội dung súc tích.	HUSZONKETTEDIK FEJEZET.	-0.0652174
Nó vừa là tiểu thuyết phiêu lưu mạo hiểm, vừa là tiểu thuyết khoa học viễn tưởng được viết khá hấp dẫn.		-0.3
Nội dung chủ yếu của tiểu thuyết kể về số phận của một chú bé mới 7-8 tháng tuổi, tình cờ sống sót trong vụ đắm tàu "Cintia".		-0.3
Chú được một người đánh cá nghèo Na Uy tìm thấy trong một chiếc nôi để trên phao bị sóng đánh trôi vào một vịnh biển, và đem về nuôi nấng.		-0.3
Hai vợ chồng người đánh cá thương yêu, chăm sóc chú bé như con đẻ, đặt tên cho chú là Êrik.		-0.3
Êrik lớn lên mạnh khỏe, đặc biệt rất thông minh.		-0.3
Thế nhưng "tổ quốc của mình là đâu?	Val-Féray-ban. ~~~ – Befejezés.	-0.046875
", "cha mẹ của mình là ai và có còn sống không?	ELSŐ FEJEZET. ~~~ Malárius barátja.	-0.0661765
", "vì sao mình bị trôi dạt vào vùng biển này?” Đến khi lớn lên Êrik cứ day đứt với những câu hỏi ấy.	Aligha van általánosabban ismert tudós Európában, sőt az egész világon, mint Schwaryencro­na, a stockholmi egyetem orvos-tanára.	0.273684
Và, bác sĩ Svariênkrôna, một người nổi tiếng ở Xtôckhôm, với tấm lòng nhân đạo cao cả của mình, đã nhận đỡ đầu cho Êrik ăn học đến nơi đến chốn và tìm mọi cách giúp chú trả lời những câu hỏi đó.		-0.3
Bác sĩ và bản thân Êrik đã vượt qua biết bao trở ngại, thử thách do thiên nhiên hà khắc, do sự xảo quyệt và ti tiện của những kẻ bất nhân gây ra, quyết tâm đạt mục đích của mình… ~~~  ~~~ 		-0.3
 ~~~ Phần có ý nghĩa nhất của tiểu thuyết là cuộc hành trình thám hiểm bắc cực của tàu "Aljaska" do thuyền trưởng Êrik chỉ huy, thực hiện những cuộc phiêu lưu trên vùng băng trôi, lập nên chiến công địa lý vĩ đại: đi vòng quanh thế giới trên vùng biển bắc cực của nước Nga và nước Mỹ, trong một hành trình đã khai phá thành công hai con đường biển Đông bắc và Tây bắc mà trước đó chưa ai làm được.		-0.3
Chính sự vinh quang của chiến công vang dội này đã đem lại cho Êrik niềm hạnh phúc lớn lao: Trở về tổ quốc và đoàn tụ với người mẹ thân yêu đã hơn hai mưoi năm mỏi mắt đợi chờ, hy vọng có ngày găp lại đứa con trai duy nhất của mình bị mất tích trong tai nạn đắm tàu “Cintia” đầy bí ẩn.		-0.3
Hình tượng Êrik trong tiểu thuyết đã chinh phục người đọc từ những trang đầu tiên.	Az ő képmása ott van a csukamájolajos üvegeken, s millió meg millió példányban bejárja az egész kerek földet.	0.268421
Chàng thanh niên thông minh tỏ rõ tính cách mạnh mẽ, dũng cảm trong mọi hành động, vững vàng vượt qua mọi thử thách gay go, trở thành một người anh hùng thật sự.		-0.3
Các tác giả cũng đã khắc họa đậm nét hình ảnh đáng yêu của những con người bình thường đã góp phần giáo dục, dạy dỗ, nuôi nấng Êrik từ tấm bé. ~~~ Bác Hecsêbom và bà Katrina, thầy giáo Maljarius, Ôttô và Vanda thể hiện những phẩm chất đẹp đẽ nhất của con người.	Hajdanában a halászok keresetforrása volt a csukamájolaj, de a mióta a hires-nevezetes Schwaryencrona kitalálta a módját, hogy miképen kell ezt a különös szagú, de egyébként egészséges folyadékot lehetőleg finomítani és szagát tűrhetővé tenni: azóta a norvég halászok keresete jócskán megcsappant.	-0.00207612
Không phải ngẫu nhiên mà các tác giả đã xây dựng nên sự “đối chọi” giữa tính cách khiêm tốn, thông minh của Vanda, một cô gái nông thôn chịu thương chịu khó, và thói kênh kiệu khinh người của Kaisa, một cô gái thủ đô được nuông chiều.		-0.3
Mọi nỗi bất hạnh, rủi ro giáng lên số phận của Êrik và những người bạn của chàng, xét cho cùng, đều do hậu quả của những hành vi tội lỗi của Noi Giôns, một tên đại diện của thế giới tư bản bóc lột Mỹ bạo tàn, và tên thủy thủ Padric Ô Đômôgan, một công cụ ngoan ngoãn trong tay tên tội phạm Noi Giôns ấy.		-0.3
Nhưng, những tình cảm cao thượng, sự trung thực, lòng quyết tâm đạt mục đích đã giúp Êrik chiến thắng mọi thế lực hung ác, bạo tàn.	A csukamájolajos zöld flaskók tudósának íme ez a képmása: hegyes szakál, élénken csillogó szemek, merészen kanyarodó sas-orr, prémes sapka és bunda.	0.293793
Và, tên Noi Giôns đã trở thành nạn nhân của chính những quỉ kế dã man do hắn gây ra.		-0.3
Cho dù tội ác được cố tình che đậy như thế nào thì trước sau nó cũng sẽ bị phơi bày và công lý sẽ chiến thắng - đó là điều quan trọng mà cuốn sách đã khẳng định với chúng ta.		-0.3
Xin trân trọng giới thiệu với bạn đọc tiểu thuyết “Chú bé thoát nạn đắm tàu” của hai tác giả Pháp nổi tiếng Jules Verne và André Laurier, và hy vọng rằng tác phẩm sẽ đem lại cho các bạn sự hài lòng.		-0.3
Trong việc dịch thuật chắc chắn không tránh khỏi những thiếu sót, chúng tôi mong được các bạn đóng góp cho những ý kiến xây dựng. ~~~ NGƯỜI DỊCH ~~~  ~~~  ~~~  ~~~  ~~~ 	Az ismeretlen művész, a ki lepingálta, csodálatos módon eltalálhatta az eredeti vonásokat, a minthogy erről mindjárt meggyőződhetünk.	-0.218901
CHƯƠNG MỘT: NGƯỜI BẠN CỦA THẦY GIÁO MALJARIUS ~~~  ~~~  ~~~  ~~~ 	A norvégiai Noroë elemi iskolájában vagyunk.	-0.192273
 ~~~ Chắc gì còn tìm được ở châu u hay bên ngoài phạm vi của nó một học giả mà tên tuổi được mọi người biết rõ như bác sĩ Svariênkrôna ở Xtốckhôm.		-0.3
Các nhãn hiệu của nhà máy có in hình ông dán lên hàng triệu cái chai được niêm phong bằng một lớp bọc màu xanh.		-0.3
Như sự nỗ lực của các nhà cung ứng hàng, những cái chai này thậm chí đã thâm nhập đến tận những nơi xa xôi hẻo lánh nhất của trái đất.		-0.3
Thật ra mà nói thì đó chỉ là một thứ dầu cá mà thôi- mỗi chai giá một Frăng 39 xăng tim (tiền Pháp), được mọi người thừa nhận là thứ thuốc rất thần hiệu, nhất là đối với dân chúng Na Uy, hằng năm đem lại số tiền lời lên đến hàng chục triệu Curon (tiền Na-uy).		-0.3
Từ thời xa xưa, dân chài Nauy đã làm nghề sản xuất dầu cá.	Épen csengettek, mert délután két óra elmult.	0.166667
Ngày nay, nhờ ứng dụng các phương pháp khoa học, nghề sản xuất này đã trở nên tinh vi hơn rất nhiều.	A fiúk és leányok mind együtt vannak: a balra álló padokban a leányok, a jobbra állókban a fiúk.	0.233333
Vua dầu cá chính cống thời nay là bác sĩ Svariênkrôna nổi tiếng. ~~~ Ai nấy đều quen thuộc chòm râu cằm nhọn, cặp mục kính, cái mũi khoằm và chiếc mũ lông của ông.	Malárius mester, a falu érdemes tanítója a fekete táblára holmi számokat irt és buzgón magya­rázza, midőn az ajtó hirtelen kinyilik s a küszöbön megjelenik: egy prémes sapka, prémes bunda, és egy pár prémes keztyű.	-0.0238636
Mặt dù chân dung bác sĩ in trên nhãn hiệu không có gì đặc sắc về mặt nghệ thuật, nhưng nom giống hệt như người thật.	A fiúk, leányok tisztelettudóan felugrálnak, mint a mikor az iskola hivatalos látogatói toppan­nak be nagy váratlanul.	0.254464
Bằng chứng về việc này là chuyện xảy ra một lần nọ ở trường tiểu học làng chài Nôrôê thuộc vùng duyên hải Na Uy, cách thành phố Berghen vài liô (Lieue - dặm Pháp, mỗi lieue bằng 4,5km). ~~~ Lúc ấy là 2 giờ chiều.		-0.3
Học sinh đang ngồi trong lớp - một căn phòng lớn, nền đất rắc cát, nữ ngồi bên trái, nam ngồi bên phải.	Az új vendéget soha egyikök sem látta, s íme összesúgnak, búgnak a fiúk s leányok:	0.167089
Các em đang chăm chú nghe thầy giáo Maljarius giảng bài trên bảng, bỗng cánh cửa mở toang và trên ngưỡng cửa xuất hiện một người mặc áo khoác lông, đội mũ lông, đi ủng lông và găng tay lông.		-0.3
Các em học sinh kính cẩn đứng dậy chào theo đúng qui định khi có người vào thăm lớp - không một em nào biết người này, nhưng khi ông ta xuất hiện, các em đều xì xào bảo nhau: ~~~  ~~~ 		-0.3
 ~~~ - Bác sĩ Svariênkrôna!	- Schwaryencrona doktor úr!	0.2875
Đúng là nom ông ta giống hệt hình in trên các nhãn chai!	A csukamájolajos zöld flaskók képének tehát nagyon kitünőnek kellett lennie.	0.2
Cần ghi nhận rằng những chai dầu cá luôn luôn đập vào mắt các em học sinh của Maljarius: ở Nôrôê đây cũng có một trong số các nhà máy dầu cá của bác sĩ.	Igaz ugyan, hogy a jeles doktor Noroëban született, illő vala tehát, hogy a falujabeli fiúk és leánykák ismerjék - a nevét, de mert reá ismertek elevenen is a képe után: vajjon nem lehetett-e méltán büszke a piktor, a ki arczképét remekelte?	0.20241
Tuy nhiên đã nhiều năm nay bác sĩ không về Nôrôê và đến bây giờ chưa có em học sinh nào tự khoe rằng đã được tận mắt nhìn thấy ông cả.	Csakugyan a stockholmi hires-nevezetes doktor állott a noroëi iskolának a küszöbén: hegyes szakál; villogó kék szem, prémes sapka és prémes bunda.	0.276259
Vậy nhưng các em được nghe nói về ông không phải ít.	Malárius mester tanítványai akár a tűzbe tehették volna a kezöket, hogy nem tévedtek.	0.175862
Tối tối, ở làng chài người ta thường nhắc tới bác sĩ Svariênkrôna. ~~~ Người ta nhắc tới ông thường xuyên đến nỗi chắc ông cũng phải nóng tai liên tục.	Legfeljebb azon ütköztek meg a noroëi fiúk és leánykák, hogy a világhírű Schwaryencrona alacsony termetű ember, alig magasabb öt lábnál és három hüvelyknél.	-0.0166667
nếu như những điều mê tín trong dân gian thực sự có cơ sở nào đó.	Ejnye, ejnye, már hogy is elégedhetett meg ilyen kicsiny termettel.	0.240984
Dẫu sao thì sự “tương đồng” lạ lùng được mọi người nhất trí thừa nhận cũng chứng tỏ tài năng kiệt xuất của nhà họa sĩ vẽ chân dung vô danh.	Alig ért föl Malárius mesternek a válláig, pedig a mester egy kissé meg is görbült, aztán jóval soványabb is a jeles doktornál: akár még egyszer olyan magasnak tetszik.	0.284615
Người hoạ sĩ khiêm tốn ấy hoàn toàn có quyền tự hào về tài năng của mình, khiến cho bất kỳ một nhà nhiếp ảnh tân thời nào cũng phải ganh tị.	Malárius mesternek a ruhája is sokkal egyszerűbb, szegényesebb, a szemei sem csillognak úgy, de van az ő tekintetében valami jóleső melegség, az emberszeretet két szelid tükre.	0.288608
Đúng, đấy đích thị là ông ta - bộ râu cằm nhọn của ông, cặp mục kỉnh, cái mũi khoằm và cái mũ lông không thay đổi của ông.	Maláriust az egész világ, már t. i. az a kis világ, mely ismeri, nagyon is szereti és becsüli.	0.116471
Không thể lẫn đi đâu được!	Csupa szív-ember a jó öreg.	0.222222
Tất cả đám học trò của Maljarius đều dám đưa đầu ra để cam đoan rằng đó chính là ông.		-0.3
Thật vậy, tuy có điều làm chúng hơi ngạc nhiên, thậm chí băn khoăn là: bác sĩ Svariênkrôna hóa ra là một người tầm thước bình thường nhất, chứ không phải là một người khổng lồ như chúng vẫn tưởng tượng.		-0.3
Và, thực ra, làm sao mà một học giả nổi tiếng như vậy lại có thể tự hài lòng với tầm vóc cao chưa quá l.6m của mình được ?		-0.3
Mái đầu bạc của ông chỉ đến ngang vai thầy giáo Maljarius, mà đấy là Maljarius đã bị gù xuống ‘dưới gánh nặng của tuổi tác’!	A noroëiak jól emlékeznek még arra, hogy hajdanában kitünő tanuló volt, igen szép reményeket fűztek a jövőjéhez, lehetett volna belőle akár egyetemi tanár is.	0.28125
Nhờ vẻ gầy gò mà nom ông cao hơn bác sĩ nhiều.	Hanem az ő jó szive mást sugallt neki.	0.171429
Chiếc áo màu nâu rộng thùng thình của ông giáo, do dùng lâu đã ngả màu xanh nhạt, bay lất phất trên người ông, nom như lá cờ bay trên cán vậy.		-0.3
Ông mặc chiếc quần soọc tới đầu gối và đi giày có khóa, đầu đội mũ bằng lụa đen, để lộ những mớ tóc bạc.	Volt egy beteges, árva huga: Katalin; ez a világ kincseért sem akart Noroëból elmozdulni, mert attól félt, hogy neki a városban meg kell halnia.	0.290476
Gương mặt hồng hào của ông luôn tươi cười, biểu thị một tấm lòng nhân hậu vô hạn.		-0.3
Khác với bác sĩ có cái nhìn qua cặp kính sắc như dao, đôi mắt xanh của Maljarius cũng mang kính, nhưng nhìn thiên hạ với lòng thiện cảm trước sau như một.		-0.3
Đám học trò chưa em nào bị Maljarius trừng phạt bao giờ cả.	A jó Malárius a testvérszeretetnek áldozatul hozta fényes jövőjét.	0.290769
Vậy nhưng không phải vì thế mà các em chẳng những yêu mến, mà còn kính nể thầy nữa.		-0.3
Mọi người đều biết ông la người tận tụy như thế nào.		-0.3
Dân cư ở Nôrôê còn nhớ hồi trẻ Maljarius đã thi đỗ rất xuất sắc.		-0.3
Và cũng như bác sĩ, ông có thể nhận được một học vị, trở thành “Ngài giáo sư” ở môi trường Đại học tổng hợp lớn nào đó, trở nên nổi tiếng và giàu sang.	Falusi tanító lett belőle, csakhogy ápolhassa beteg hugát, szép álmai lassankint szétfoszladoztak, a nemes, szép, de nagyon terhes foglalkozásba beletörődött, sőt igazán meg is szerette azt.	0.294944
Nhưng ông có người chị Gristina là một bần nông ốm yếu, bệnh tật.		-0.3
Bà cứ khăng khăng không chịu rời quê hương xứ sở.		-0.3
Bà cảm thấy sợ thành phố và tưởng rằng bà sẽ phải bỏ mạng ở nơi ấy.	Néhány évvel utóbb meghalt a huga, mehetett volna, hogy tanulmányait folytassa, de nem ment.	0.289024
Maljarius nhẫn nhục và tận tâm đảm nhận phận sự khó khăn và bình dị của người thầy giáo trường làng… Hai mươi năm sau, khi Gristina tạ ơn người em trai và lặng lẽ qua đời thì Maljarius đã quen với cuộc sống quạnh hiu, bình dị của mình, thậm chí không nghĩ đến việc bắt đầu xây dựng lại nó nữa. ~~~ Mải mê với những tìm tòi khoa học mà vì khiêm tốn ông không nói tới.		-0.3
Maljarius thấy rất toại nguyện với những trách nhiệm hàng ngày của người thầy giáo ở trường.	Ott maradt Noroëban, s gyönyörűségét találta fiú- és leánytanítványainak előhaladásában.	0.262105
Trường của ông là trường khá nhất huyện, và trong các bài giảng của mình, ông không chỉ hạn chế ở những kiến thức giản yếu được thừa nhận là đầy đủ đối với một trường làng.	Ha néha-néha egyik-másik nagyon kiváló tehetségével felébresztette a figyelmét: azzal elbabrált, foglalkozott külön is; megtanította latinul, görögül, megismertette vele az irodalom jeles művelőit.	0.281443
Ông đã mở rộng kiến thức cho học sinh của mình, gây cho các em lòng yêu khoa học, yêu văn học cổ và văn học hiện đại, yêu tất cả những gì thường là tài sản của các tầng lớp khá giả và quá tầm tay đối với con em của những người dân chài và nông dân.		-0.3
- Tại sao những lợi ích thuộc về một số người này lại là cái mà người khác không thể với tới?	Mert úgy gondolkozott, hogy a tudás áldá­sában gazdagnak és szegénynek egyaránt lehet részesednie.	0.265979
- Ông nói - Nếu những người nghèo đã bị cướp mất hết bao niềm vui trong cuộc sống, thì tại sao lại tước đoạt thêm của họ những khả năng thưởng thức Hômê (nhà thơ cổ Hy Lạp kiệt xuất) và Sêkxpia (nhà soạn kịch thiên tài người Anh), khả năng nhìn sao trên trời mà định hướng đi biển, hoặc nhận biết thế giới thực vật chung quanh?		-0.3
Thật ra, chỉ vì họ sớm bị cái thiếu thốn siết lấy cổ họng và buộc phải suốt đời lao động quần quật.		-0.3
Hãy để cho họ ngay từ lúc tuổi thơ cũng đã được tiếp cận với nguồn tri thức trong sáng thuộc về toàn thể loài người!		-0.3
Những quan điểm tương tự như thế đối với nền giáo dục nhân dân ở nhiều nước đã bị coi ít ra là xốc nổi, bởi vì chúng có thể gợi cho những người nghèo sự bất mãn đối với số phận tầm thường của mình và thúc đẩy họ đi đến bất kỳ hành động khả nghi nào. ~~~ Nhưng ở Na Uy điều ấy chẳng làm ai bận tâm cả.		-0.3
