LÂU ĐÀI	﻿A KASTÉLY	0.21
Tôi gọi anh dậy để cho anh biết rằng ngay lập tức, anh phải rời khỏi lãnh địa của bá tước.	Azért zavartam föl, hogy tudomására hozzam: azonnal hagyja el a grófi birtokot.	0.182432
- Trò hề ấy đủ rồi đấy!		-0.3
- K. nói giọng nhẹ nhàng một cách bất ngờ, rồi chàng nằm xuống, kéo chăn lên đắp.	- Elég a komédiából - mondta K. meglepően halkan, visszafeküdt, és magára húzta a takarót.	0.661207
- Anh quá hống hách đấy, anh bạn trẻ ạ. Ngày mai chúng ta sẽ nói chuyện về cách xử sự của anh bạn.	- Túlságosan elkapatta magát, fiatalember, és holnap még majd visszatérek a viselkedésére.	0.465997
Chủ quán và các ngài đây sẽ là nhân chứng, nếu tôi cần đến.	A kocsmáros meg az urak tanúim lesznek, ha egyáltalán szükségem lesz tanúra.	0.282609
Anh bạn hãy biết rằng tôi là người đạc điền mà ngài bá tước mời đến.	Egyébként vegye tudomásul, én vagyok az a földmérő, akit a gróf hívatott ide.	0.268
Các phụ tá của tôi sẽ đến sau bằng ôtô cùng với những dụng cụ đo đạc, riêng tôi thích đi bộ trên tuyết, chỉ tiếc là mấy lần bị lạc nên mới đến muộn thế này.	Segédeim a műszerekkel holnap kocsin jönnek utánam. ~~~ Én inkább gyalog jöttem a hóban, de sajnos, néhányszor letévedtem az útról, azért érkeztem ilyen későn.	-0.0294118
Tôi tự biết là lúc này không thể đến trình diện ở Lâu đài, anh lên lớp tôi là thừa.	Hogy ebben az időben már nem jelentkez­hetem a kastélyban, azt magamtól is tudtam, fölösleges volt kitanítania.	0.264894
Tôi phải nghỉ lại ở cái nơi mà nói một cách nhẹ nhàng, anh đã phá rối sự yên tĩnh của tôi một cách bất nhã.	Ezért értem be ezzel a szállással itt, ahol, enyhén szólva, udvariatlanul megzavarta a nyugtomat.	0.204396
Xin được kết thúc sự giải thích của tôi ở đây, chúc các vị ngủ ngon.	Ezzel be is fejeztem felvilágosításaimat. ~~~ Jó éjszakát, uraim.	-0.0380952
Nói xong K. quay mặt về phía lò sưởi.	Azzal K. befordult a kályha felé.	0.641475
- Người đạc điền à?	- Földmérő?	1.04286
— chàng nghe sau lưng có tiếng hỏi ngập ngừng, rồi tất cả im lặng.	- hallotta még háta mögött a habozó kérdést, aztán teljes csönd lett.	0.273529
Gã trẻ tuổi nhanh chóng trấn tĩnh lại, và như thể quan tâm tới giấc ngủ của K., gã nói với chủ quán một cách nhỏ nhẹ nhưng rõ ràng từng tiếng:	A fiatalember azonban rövidesen összeszedte magát, s elég halkan ahhoz, hogy úgy tessék, mintha tekintettel lenne K. álmára, de azért elég hangosan ahhoz is, hogy minden szavát kivehesse, így szólt a fogadóshoz:	0.227389
- Tôi hỏi qua điện thoại vậy	- Megkérdezem telefonon.	0.9375
Vậy ra trong quán trọ của làng này cũng có điện thoại ư?	Hogyan, hát ebben a falusi kocsmában telefon is van?	0.204255
Họ được trang bị ghê thật.	Kitűnően föl vannak szerelve.	0.27
Tuy K. có hơi ngạc nhiên nhưng nói chung chàng cũng không quan tâm lắm.	K. hirtelenében meglepődött, alapjában véve természetesen számított rá.	0.620657
Hóa ra điện thoại treo gần như ở phía trên đầu chàng, nhưng do buồn ngủ nên K. đã không nhìn thấy.	A telefon majdnem a feje fölött függött, csak az álmosságtól nem vette észre.	0.166216
Nếu gã trẻ tuổi gọi điện thoại thì dù có giữ ý mấy vẫn phải quấy rầy giấc ngủ của K. Vấn đề bây giờ là K. có để cho gã gọi điện thoại không? ~~~ Chàng quyết định cứ để gã gọi.	Ha a fiatalember telefonálni akart, legjobb szándékai ellenére is meg kellett zavarnia K. álmát, s most már csak az volt a kérdés, hagyja-e őt K. telefonálni; elhatározta, hogy hagyja.	0.0963636
Nếu vậy thì việc chàng tiếp tục giả vờ ngủ không còn ý nghĩa gì nữa, nên K. lại nằm ngửa ra.	Akkor viszont annak sem volt semmi értelme, hogy továbbra is úgy tegyen, mintha aludnék, így hát újra hanyatt fordult.	0.288462
Chàng thấy những người nông dân chụm đầu lại, thì thầm. ~~~ Phải rồi, việc một người đạc điền đến làng có phải là chuyện thường ngày đâu.	Látta, amint a parasztok riadtan összedugják a fejüket, és sugdolóznak; nem mindennapi dolog, hogy egy földmérő érkezik a faluba.	-0.040625
Cánh cửa nhà bếp bỗng mở ra, bà vợ chủ quán xuất hiện với tấm thân đẫy đà, to lớn choán hết khung cửa. ~~~ Anh chồng liền nhón chân đến thông báo cho bà vợ về sự việc vừa xảy ra.	Kinyílt a konyhaajtó, egész keretét betöltve megjelent a kocs­márosné hatalmas alakja; férje lábujjhegyen odament hozzá, hogy tudósítsa a történtekről.	-0.0423077
Gã trẻ tuổi bắt đầu gọi điện thoại.	S elkezdődött a telefonálás.	0.14
Quan phòng thành của Lâu đài đã ngủ, nhưng một trong số những người giúp việc quan phòng thành, ngài Fritz, đang thức.	A várnagy aludt, de egy alvárnagy, egy a sok közül, bizonyos Fritz úr ott volt.	0.0633803
Gã trẻ tuổi xưng tên là Schwarzer và thuật lại việc gã gặp K., một người đàn ông trạc độ ba mươi tuổi, ăn mặc khá tồi tàn, đang ngủ ngon lành trên nệm rơm, đầu gối lên cái ba lô nhỏ, một cây gậy gỗ đặt bên cạnh.	A fiatalember, aki Schwarzer néven jelentkezett, beszámolt róla, hogyan akadt rá K.-ra, egy jó harmincas, meglehetősen pocakos férfira, nyugodt álomban egy szalmazsákon, kis hátizsákkal a feje alatt, s egy husánggal a keze ügyében.	0.355992
Tất nhiên gã nghi ngờ con người này, và vì chủ quán đã quên mất trách nhiệm của mình, nên gã, Schwarzer, phải kiểm tra sự việc đến nơi đến chốn, nhưng K. tỏ ra bực tức vì bị đánh thức và bị dọa sẽ phải ra khỏi lãnh địa của bá tước.	Természetesen gyanúsnak találta, és mert a fogadós nyilvánvalóan elmulasztotta kötelességét, neki, Schwarzernak lett a köteles­sége, hogy alaposan kivizsgálja a dolgot.	0.12439
Có thể là K. đúng, vì đã quả quyết mình là người đạc điền được ngài bá tước mời đến đây.	Mint végül is kiderült, K. igen a szívére vette, hogy fölébresztették, és kötelességszerűen megfenyegették, hogy kiutasítják a grófság területéről, s lehet, hogy igaza is van, mert azt állítja, földmérő, és a gróf úr rendelte ide.	0.117098
Tất nhiên ít ra thì cũng phải có trách nhiệm xem xét lại lời quả quyết đó của K. theo thủ tục, vì vậy Schwarzer đề nghị ngài Fritz làm ơn hỏi lại văn phòng trung tâm là có thật họ đang đợi một nhà đạc điền như thế này không và xin trả lời ngay bằng điện thoại. ~~~ Lại yên lặng.	Természetesen legalábbis forma szerint való kötelesség ellenőrizni állítását, Schwarzer ezért arra kéri Fritz urat, legyen szíves, tudakolja meg a központi irodán, valóban várnak-e ilyesféle földmérőt, s azonnal telefonálja meg a választ.	0.0588362
Ngài Fritz đang kiểm tra sự việc ở trên đó, còn ở đây, mọi người đợi trả lời.	Újra csönd lett, Fritz utánanézett odafönt a dolognak, itt meg várták a választ.	0.45974
K. vẫn nằm bất động như cũ, mắt nhìn ra trước mặt, không lộ vẻ tò mò.	K. feküdt, ahogy addig, még csak meg se fordult, maga elé nézett, egyáltalán nem látszott kíváncsinak.	0.412721
Qua câu chuyện của Schwarzer, thái độ ác cm và thận trọng của gã, chàng có thể nhận thấy trong Lâu đài thậm chí cả những người cấp thấp như Schwarzer cũng ít nhiều được huấn luyện về phép ngoại giao.	Schwarzer elbeszéléséből, a gonoszságnak és az óvatosságnak ebből a keverékéből sejthette, hogy a kastélyban még az ilyen Schwarzer-féle alantasabb rangú embereknek is van bizonyos diplomatikus képzettségük.	0.382893
Người ta không lười biếng, ở văn phòng trung tâm vẫn có người trực lúc nửa đêm, và rõ ràng họ làm việc khẩn trương, bởi vì Fritz đã lên tiếng.	Lustálkodni sem lustálkodhatnak: a központi irodán éjjeli szolgá­latot tartanak. ~~~ És szemlátomást gyorsan dolgoznak, mert Fritz máris jelentkezett.	-0.0166667
Câu trả lời chắc là rất ngắn gọn, ngay lập tức Schwarzer bực bội dập ống nói xuống:	A válasz igen kurta lehetett: Schwarzer dühöngve azonnal lecsapta a kagylót. ~~~ - Nem megmondtam?	0.0721831
- Tôi đã bảo mà.	- ordította.	1.16154
- gã hét lên - Anh ta không phải là nhà đạc điền nào cả, mà chỉ là kẻ bịp bợm, một gã lang thang nếu không phải là xấu hơn thế.	- Nyoma sincs semmiféle földmérőnek, közönséges, hazug csavargó, ha ugyan nem rosszabb.	0.34371
Ngay lúc đó K. sợ Schwarzer, những người nông dân cùng chủ quán và vợ lao vào chàng, vì thế để ít ra cũng tránh được đòn tấn công đầu tiên, chàng vội chui hẳn vào chăn.	K. egy pillanatig attól tartott, Schwarzer, a parasztok, a vendéglős, a vendéglősné, mind azon nyomban rárohannak.	0.439857
Lại có tiếng chuông điện thoại, tiếng chuông réo to một cách đặc biệt đối với K. Chàng lại thận trọng thò đầu ra.	Hogy legalább az első támadás elől kitérjen, egészen a takaró alá bújt. ~~~ Ekkor ismét megszólalt a telefon, K.-nak úgy tetszett, különösen erősen.	-0.015
Mặc dù không ai biết chắc chắn cú điện thoại này liên quan đến K. mọi người đều đứng sững lại, còn Schwarzer thì đi đến chỗ để máy.	Lassan újra kidugta a fejét. ~~~ Bár valószínűtlen volt, hogy a hívás megint K.-ra vonatkozzék, mindnyájan megtor­pantak, és Schwarzer visszament a készülékhez.	0.0572829
Gã nghe một lúc lâu rồi khẽ lên tiếng:	Végighallgatott valami hosszabb tájékoz­tatást, majd halkan így szólt:	0.104651
- Nghĩa là nhầm ạ?	- Szóval tévedés?	1.01842
Thật là khó xử cho tôi.	Nagyon kellemetlenül érint.	0.276923
Ngài chánh văn phòng ấy à?	Maga a hivatalfőnök telefonált?	0.268966
Thật là lạ lùng.	Különös, különös.	0.255
Tôi phải giải thích sao đây cho ngài đạc điền?	Hogy magyarázzam meg a földmérő úrnak?	0.192308
K. chăm chú lắng nghe.	K. fölfigyelt.	1.14
Nghĩa là Lâu đài đã khẳng định chàng là người đạc điền.	Szóval a kastély kinevezte földmérőnek.	0.102439
Việc này một mặt bất lợi cho chàng, vì nó chúng tỏ Lâu đài đã biết hết về chàng, họ đã nhận ra tương quan lực lượng và mỉm cười chấp nhận cuộc chiến: mặt khác, nó cũng có lợi vì qua đó chàng rút ra được kết luận là người ta đã coi thường mình nên chàng sẽ tự do hơn so với lúc đầu chàng hy vọng.		-0.3
Còn nếu họ tưởng bằng việc nghiễm nhiên thừa nhận chàng là người đạc điền có thể làm cho chàng sợ thì họ đã nhầm: chàng chỉ hơi chờn chợn một chút, tất cả chỉ có thế!	Ez egyfelől kedvezőtlen volt rá nézve, mert arra vallott, hogy a kastélyban mindent tudnak róla, fölmérték az erőviszonyokat, és mosolyogva fölvették a harcot.	0.212583
K. quay người tránh đi khi Schwarzer rụt rè đi đến bên chàng.	Másfelől viszont kedvező is volt, mert azt következtette belőle, hogy alábecsülték, és több szabadsága lesz, mint amennyit eleve remélhetett.	-0.0375
Người ta thuyết phục chàng chuyển sang phòng chủ quán, nhưng K. không chịu, chỉ uống một ngụm nước làm cho dễ ngủ mà người chủ quán đưa, rồi đón lấy chậu rửa cùng xà phòng và khăn mặt từ tay vợ người chủ quán.	Ha pedig azt hiszik, hogy földmérőségének ezzel a szellemi szempontból kétségkívül túlzott elismeré­sével tartósan megfélemlíthetik: nos, akkor tévednek, éppen csak beleborzongott egy kicsit, ennyi volt az egész.	0.257971
Chàng cũng không cần phải đề nghị họ giải tán, vì mọi người đã ra ngoài, mặt cúi gằm xuống để sáng hôm sau chàng không nhận ra.	K. leintette Schwarzer félénk közeledését; unszolták, telepedjék át a kocsmáros szobájába, de erre nem volt hajlandó, csak egy korty altató italt fogadott el a kocsmárostól, meg mosdótálat, szappant és törülközőt a kocsmárosnétól, s nem is kellett külön kérnie, hogy ürítsék ki az ivót, mert máris tódultak kifelé, félresunyt fejjel, nehogy másnap rájuk ismerjen.	-0.134266
Đèn tắt, cuối cùng thì sự yên tĩnh đã đến.	A lámpát el­oltották, végre békességben volt.	0.28125
K. ngủ thiếp đi cho đến sáng, chỉ một hai lần có con chuột cống đến quấy rầy giấc ngủ của chàng.	Mélyen aludt reggelig, csak egyszer-kétszer zavarta meg álmát könnyedén egy-egy surranó patkány.	0.248936
Sau bữa ăn sáng mà theo lời người chủ quán thì Lâu đài sẽ thanh toán tất cả. ~~~ K. muốn đi vào làng ngay.	A reggeli után, melyet, mint a vendéglős mondta, teljes ellátásával együtt a kastély fizet, K. nyomban a faluba akart menni.	-0.00405405
Chủ quán, người mà cho đến lúc ấy chàng chỉ trao đổi vài lời xã giao cần thiết do sự đối xử của anh ta hôm qua, cứ quanh quẩn bên chàng đến nỗi cuối cùng thương tình chàng đã bảo ngồi xuống cạnh mình.	A vendéglős azonban, akivel, tekintettel tegnapi viselkedésére, mindeddig csupán néhány múlhatatlanul szükséges szót váltott, addig kuncsorgott körülötte, hogy végül is megesett rajta a szíve, és leültette pár percre maga mellé.	0.298649
- Tôi chưa quen ngài bá tước, - K. nói.	- Még nem ismerem a grófot - mondta K. - Azt mondják, a jó munkát jól megfizeti, igaz?	0.833566
- Người ta bảo nếu làm việc tốt thì được trả tiền cao, có đúng thế không?	Ha az ember ilyen messze elkóborol az asszonytól meg a családtól, legalább haza akar vinni valamit.	0.282353
Con người ta nếu xa gia đình, vợ con tha phương cầu thực thì ít ra cũng muốn mang về nhà được một cái gì đó.		-0.3
- Về việc ấy xin ngài đừng lo, tôi chưa nghe nói có ai than phiền là họ trả tiền ít.	- Efelől ne legyen gondja az úrnak; semmi olyasféle panaszt nem hallani, hogy rossz volna a fizetség.	0.463296
- Tôi cũng không phải là người nhút nhát đâu. ~~~ - K. nói, - tôi có thể phát biểu thẳng ý kiến mình với chính ngài bá tước.	- Nem vagyok ijedős ember - jegyezte meg K. - Megmondom én a véleményemet akár egy grófnak is; de persze sokkal jobb, ha békén meglehetünk az urakkal.	0.135592
Nhưng tất nhiên tốt nhất là chúng ta sống yên ổn với các vị đó. ~~~ Chủ quán ngồi đối diện với K. trên mép cửa sổ mà không dám chuyển chỗ ngồi cho thoái mái hơn.	A vendéglős, K.-val szemközt, az ablakpárkányon ült, kényelmesebben nem mert elhelyez­kedni, s egész idő alatt K.-t bámulta szorongó, nagy barna szemével.	-0.0293919
Suốt thời gian đó anh ta chỉ chăm chú nhìn chàng với đôi mắt to, màu nâu đầy vẻ lo lắng.		-0.3
Và mặc dù trước đó anh ta cứ quanh quẩn bên chàng, bây giờ lại như thể muốn bỏ chạy.	Először odatolakodott hozzá, de most mintha a legszívesebben elszaladt volna.	0.209589
Anh ta sợ chàng hỏi về ngài bá tước chăng?	Attól félt, hogy kikérdezik a gróf felől?	0.256098
Hay là anh ta sợ K. là một "ông lớn" không đáng tin cậy?	Vagy attól, hogy az "úr", akinek K.-t tartotta, nem elég megbízható?	0.268966
K. nghĩ tốt nhất là nói tránh sang việc khác.	K. úgy vélte, jobb lesz másra terelni a szót.	0.557143
Chàng nhìn đồng hồ rồi nói:	Az órára pillantott, azt mondta:	0.280645
- Không lâu nữa những người phụ việc của tôi sẽ đến, anh có thể sắp xếp nghỉ cho họ được không?	- Nemsokára megjönnek a segédeim; el tudod itt helyezni őket?	0.283254
- Tất nhiên, thưa ông! ~~~ - anh ta trả lời.	- Nyilván, uram - hangzott a válasz.	0.204545
- Thế họ không ở với ông trong Lâu đài à?	- De hát nem veled laknak a kastélyban?	0.539048
Anh ta dễ dàng từ chối khách như thế đấy, nhất là với K., bằng mọi giá anh ta muốn chuyển chàng vào Lâu đài hay sao?	Ilyen könnyen lemondott a vendégekről, s kivált K.-ról, akit mindenáron a kastélyba költöz­tetett volna?	0.235294
- Điều đó còn chưa chắc chắn, - K. nói, - trước hết tôi cần phải biết công việc ra sao.	- Az még nem biztos - mondta K. - Előbb tudnom kell, miféle munkáról van szó.	0.892839
Nếu cần phải làm việc ở đây thì hợp lý nhất là tôi sống ở dưới này.	Ha például itt lent kell dolgoznom, sokkal ésszerűbb, ha lakni is idelent lakom.	0.267123
Tôi e rằng cuộc sống ở trên Lâu đài không thích hợp với tôi.	Meg tartok attól is, hogy fönt a kastélyban nem lenne kedvemre való az élet.	0.295588
Tôi luôn muốn được tự do.	Szeretem, ha mindig szabad vagyok.	0.3
- Ông chưa biết Lâu đài rồi, - chủ quán nói nhỏ.	- Nem ismered a kastélyt - mondta halkan a kocsmáros.	0.807157
- Tất nhiên không nên nói mò, — K. nói. ~~~ - Tôi chỉ biết ở Lâu đài người ta hiểu cần phải chọn một nhà đạc điền như thế nào cho mình.	- Persze nem szabad vaktában ítélni - mondta K. - Egyelőre csak annyit tudok a kastélyról, hogy értenek hozzá, milyen földmérőt válasszanak maguknak.	0.056646
Nhưng chắc là họ còn có những ưu điểm khác nữa.	De bizonyára vannak egyéb jó tulajdonságaik is.	0.241304
Chàng đứng dậy để giải thoát cho người chủ quán đang bặm môi, bồn chồn lo lắng.	Fölállt, hogy a nyugtalan, ajkát rágó kocsmáros megszabaduljon tőle.	0.194118
Thật là không dễ gì làm cho con người này tin được.	Ennek az embernek igazán nem volt könnyű megnyerni a bizalmát.	0.294737
Một bức chân dung sẫm màu viền khung đen ở trên tường đập vào mắt K. khi chàng bước ra cửa.	Elmenőben K.-nak föltűnt a falon egy sötét keretes, sötét arckép.	0.133846
Chàng đã thấy nó từ chỗ nằm hôm qua, nhưng vì ở xa chàng không nhận ra bức ảnh, cứ tưởng người ta đã lấy ảnh đi rồi, không có gì ở đó nữa mà chỉ nhìn thấy mặt sau của bìa giấy còn lại.	Már fekhelyéről észrevette, de messze volt tőle, nem tudta jól kivenni, s azt hitte, a képet kivették a keretből, nem maradt ott, csak a hátsó papírlemez, azt látni.	0.189474
Bây giờ chàng mới rõ đó là bức ảnh chụp nửa thân của một người đàn ông trạc độ năm mươi tuổi.	Most azonban kiderült, hogy valóban kép, egy körül­belül ötvenes férfi mellképe.	0.185185
Đầu ông ta trễ cúi thấp xuống ngực như thể cái trán to, nặng và cái mũi khoằm nhọn đã kéo đầu ông ta xuống.	Feje oly mélyen a mellére csuklott, hogy a szeme szinte alig látszott; mintha súlyos, nagy homloka, s erős, horgas orra húzta volna le a fejét.	0.2825
Do tư thế của cái đầu, bộ râu quai nón trên cằm bị ấn dẹt vào, tòe ra mềm mại.	Körszakálla állán a fejtartás miatt benyomódott, lejjebb lazán folyt le.	0.228169
Tay trái của ông ta luồn sâu hết mức vào bộ tóc dày, nhưng không thể nào lôi cái đầu lên cao hơn.	Bal keze erőteljesen túrt bele dús hajába, de fejét nem bírta följebb emelni.	0.172603
- Ai đây?	- Ki ez?	0.921429
- K. hỏi - Có phải bá tước không?	- kérdezte K. - A gróf?	1.37143
Chàng đứng trước bức ảnh, không quay về phía người chủ quán.	A kép előtt állt, egy pillanatra sem fordult hátra, a kocsmáros felé.	0.272308
- Không phải, - người chủ quán trả lời, - đây là quan phòng thành.	- Nem - felelte a kocsmáros. ~~~ - A várnagy.	0.244737
- Đúng là các ông có vị quan phòng thành đẹp mã ở Lâu đài, - K. nói.	- Igaz, ami igaz: szép várnagyuk van a kastélyban - mondta K. - Kár, hogy a fia úgy félre­sikerült.	0.698684
- Tiếc là con trai ngài không được như thế.	- Nem - mondta a kocsmáros.	0.441071
Không phải đâu, - chủ quan nói rồi kéo K lại gần hơn thì thầm vào tai chàng.		-0.3
- Schwarzer hôm qua nói quá lên đấy, bố anh ta chỉ là người giúp việc quan phòng thành thôi, ông ta cũng chỉ là một một người hạng bét trong số đó.	Egy kicsit közelebb vonta magához K.-t, úgy súgta a fülébe: - Schwarzer tegnap túlzott; csak alvárnagy az apja, azok közt is az utolsók egyike.	0.482748
K. cảm thấy vào giây phút ấy, chủ quán hệt như một đứa trẻ vậy.	K.-nak ebben a pillanatban olybá tűnt a kocsmáros, mint valami gyerek.	0.253125
- Ồ, một kẻ láo lếu!	- Ó, a gazfickó!	0.73125
- chàng cười, nói.	- mondta nevetve.	0.95625
Nhưng chủ quán không cười theo chàng mà nói:	A kocsmáros azonban nem nevetett együtt vele, hanem azt mondta:	0.24375
- Tuy vậy, bố anh ta cũng là người có quyền thế lắm.	- De azért az ő apja is hatalmas ember.	0.397059
- Thôi đi!	- Menj már!	1.05
- K nói. ~~~ - Đối với anh tất cả mọi người đều có quyền thế.	- szólt K. - Neked mindenki hatalmas ember.	0.0798246
Tôi cũng là người như thế chắc?	Még én is, mi?	-0.192857
- Không, - chủ quán trả lời rụt rè nhưng nghiêm chỉnh.	- Nem - felelte a kocsmáros félénken, de komolyan -, téged nem tartalak hatalmasnak.	0.675098
- Tôi không xem ông là người có quyền thế. ~~~ - Tôi thấy anh có đôi mắt tinh tường đấy.	- Látom, jó szemed van - mondta K. - Hatalmas ugyanis, magunk közt szólva, valóban nem vagyok.	0.118506
- K. nói, - Nói để chúng ta biết với nhau, quả thật tôi không phải là người có quyền thế, vì thế tôi cũng nể sợ quyền lực, có điều tôi không thành thật như anh và không phải lúc nào tôi cũng thừa nhận điều đó.	Ennek következtében valószínűleg éppúgy respektálom a hatalmasokat, akárcsak te, csakhogy én nem vagyok olyan őszinte, mint te, és nem mindig ismerem be.	0.124138
Nói rồi K. vỗ vỗ vào má người chủ quán một cách an ủi, để khơi thêm trong anh ta một chút nhiệt tình với chàng.	Azzal megveregette a vendéglős arcát, vigasztalásul, meg hogy egy kis hajlandóságot keltsen benne maga iránt.	0.247573
Thấy thế cũng mỉm cười.	Erre a vendéglős is elmosolyodott valamicskét.	0.15
Với khuôn mặt mềm mại, gần như không có râu, quả thật trông anh ta như một cậu bé.		-0.3
Nhưng làm sao anh ta lại lấy phải một cô vợ đẫy đà đứng tuổi như vậy?	Puha, még szinte pihés arcával valóban fiatal legényke volt.	0.186207
