Nhật Ký Anne Frank	Anne Frank naplója ~~~ 	0.741667
Các nhân viên làm việc với ông Otto đã coi ông là người công bằng và ân cần.	Apám már harminchat éves, anyám pedig huszonöt éves volt, amikor házasságot kötöttek.	0.292771
	Margot nővérem 1926-ban született Frankfurt am Mainban.	-0.3
	Én 1929. június 12-én jöttem a világra, s mert zsidók vagyunk, 1933-ban - Hitler uralomra jutásának évében - Hollandiába emigráltunk, ahol apám a Travies R. T.-nél kapott igazgatói állást.	-0.3
	Ez a vállalat szoros kapcsolatban áll az ugyanazon épületben működő Kolen & Co. céggel, amelynél apának is van érdekeltsége.	-0.3
	Itt Hollandiában sokat izgultunk a hazai események miatt, mert Németországban rekedt rokonainkra is alkalmazták a hitleri zsidótörvényeket.	-0.3
Đối với Anne Frank, các năm đầu sống tại thành phố Amsterdam là thời gian hạnh phúc.	1938-ban két nagybátyám az üldözések elől elmenekült és szerencsésen kikerült Amerikába.	0.296703
Trong miền ngoại ô vui tươi này, các người trong gia đình đều quên đi quá khứ Đức mà dần dần mang đặc tính Hòa Lan với chị Margot hơn Anne 3 tuổi, là một thiếu nữ thông minh và xinh đẹp, nhưng Anne nhậy cảm, duyên dáng và nói chuyện bộc trực hơn.	Ebben az időben jött a házunkba öreg, hetvenhárom éves nagyanyám. ~~~ 1940-ben azután véget értek a Hollandiában töltött nyugalmas idők: előbb kitört a háború, majd jött a kapituláció, a németek bevonultak Hollandiába, és elkezdődött a zsidók üldözése.	-0.0109756
Anne ưa thích phim ảnh, chuyện thần thoại Hy Lạp và các bạn bè.	Viseljenek a zsidók sárga csillagot! ~~~ Szolgáltassák be kerékpárjaikat!	-0.00661765
	Nem utazhatnak villamoson!	-0.3
Thủ bút của Anne	Nem járhatnak autón!	0.268421
	Csak délután három és öt óra között vásárolhatnak és akkor is csak olyan boltokban, amelyekre ki van írva: “Csak zsidók számára!” Este nyolc után nem járhatnak az utcán!	-0.3
	Még a kertjükben, sőt ismerőseik körében sem tartózkodhatnak!	-0.3
	Nem mehetnek színházba, moziba és egyéb szórakozóhelyekre!	-0.3
	Nyilvánosan nem sportolhatnak, nem mehetnek uszodába, tenisz-, hoki- és más sportpályákra!	-0.3
	Tilos átlépniök a keresztények házának küszöbét!	-0.3
	Zsidó gyermekek csak zsidó iskolába járhatnak!	-0.3
	És még mennyi szégyenletes, megalázó rendelkezés!	-0.3
	Ilyen körülmények között kellett most élnünk.	-0.3
	Hol ezt tiltották meg, hol azt. ~~~ Jopie barátnőm egyre hajtogatta: “Már alig merek lélegzeni, mert attól félek, ez is tilos...” Szabadságunkat alaposan megnyirbálták, de hát azért kibírtuk valahogy...	-0.3
		0.3
	1942 januárjában meghalt a nagymama.	-0.3
	Senki sem sejti, mennyit gondolok rá és hogy mennyire szerettem.	-0.3
	1934-ben beírattak a Montessori-intézetbe.	-0.3
	Az óvoda után iskolába is odajártam.	-0.3
	A VI/B osztályban az igazgatónő tanított; az év végén majd megszakadt a szívem, amikor búcsút kellett vennem tőle. ~~~ Mind a ketten zokogtunk.	-0.3
	1941-ben csakúgy, mint Margot nővérem, a zsidó líceumba kerültem.	-0.3
	Ő a negyedik, én meg az első osztályba.	-0.3
	Négy tagú családunknak mindmáig viszonylag jól ment a sora.	-0.3
	És ezzel eljutottam a mai napig.	-0.3
	1942. június 20, szombat	-0.3
		0.3
	Drága Kittym!	-0.3
	Nos, kezdjük el. ~~~ Itt kellemes csend van; apa és anya elment hazulról, Margot pedig néhány fiatalemberrel egy barátnőjénél pingpongozik.	-0.3
	Az utóbbi időben magam is igen sokat pingpongoztam.	-0.3
	Játék után, különösen nyáron, amikor nagyon felhevülünk a sok ugrálástól, be szoktunk térni valamelyik fagylaltozóba, melyet zsidók is látogathatnak.	-0.3
	Ilyen fagylaltozók a Delphi és az Oase.	-0.3
	Pénz sem kell hozzá. ~~~ Az Oaseban mindig akad olyan barátunk vagy imádónk, aki fagylalttal kínál meg, annyival, hogy egy hét alatt sem tudnánk elfogyasztani.	-0.3
	Azt hiszem, kissé meglep Téged, Kittym, a tény, hogy kislány létemre imádókról beszélek.	-0.3
	Sajnos, nemigen térhetünk ki előlük a mi iskolánkban.	-0.3
	Egy fiú megkérdi például, hogy biciklijén hazakísérhet-e, mire igent mondok, s egymás mellett karikázva beszélgetni kezdünk.	-0.3
	Tíz esetből kilencben biztosra vehetem - és ez számomra elég kellemetlen -, hogy az illető fiú nyomban belém szeret és nem tágít mellőlem.	-0.3
	Idővel persze lelohad ez a szerelem, főleg, mert nem sokat törődöm a perzselő pillantásokkal, hanem vidáman tovább pedálozok.	-0.3
	A fiúk sokszor már szinte túlságba mennek és arról fecsegnek, hogy “beszélnek a papámmal”; erre nagyot kanyarodom a géppel, s leesik a táskám.	-0.3
	A fiatalúr ilyenkor udvariasan leszáll a bicikliről, felveszi, én pedig máris másra terelem a szót.	-0.3
	Persze, ártatlan próbálkozásokról van szó, de akad olyan udvarlóm is, aki kezet szeretne csókolni, vagy belém karolni.	-0.3
	Ezek aztán alaposan megjárják, mert olyankor leszállok a gépről és lemondok a további kíséretről.	-0.3
	Adom a sértettet, alaposan odamondogatok neki s kijelentem, hogy fel is út, le is út. ~~~ Nahát!	-0.3
	Ezzel leraktam barátságunk alapjait, drága Kittym.	-0.3
	A viszontlátásra holnap.	-0.3
	A Te Anned	-0.3
		0.3
		0.3
	1942. június 21, vasárnap	-0.3
		0.3
Vào tháng 5 năm 1940, quân đội của Hitler tràn qua miền đất Hòa Lan trung lập.	Drága Kittym! ~~~ Az egész I/B reszket az izgalomtól. ~~~ Ennek az az oka, hogy tanári konferencia előtt állunk.	-0.103704
	A fél osztály fogadásokat köt, hogy ki bukik meg és ki megy át.	-0.3
Gia đình Frank cũng như toàn thể sắc dân Do Thái trở thành nạn nhân của một hệ thống chính trị đàn áp và khủng bố.	Miep de Jong meg én kinevetjük a mögöttünk ülő fiúkat, Wimet és Jacques-ot, mert egész zsebpénzüket fogadásokba fektették.	0.285
	“Te átmégy”, “Szó sincs róla”, “Hát persze” - ilyeneket hallunk kora reggeltől késő estig.	-0.3
Đầu tiên, chế độ Quốc Xã cấm đoán các người Do Thái không được ký các hợp đồng thương mại, sau đó các cuốn sách do người Do Thái viết ra bị đốt bỏ, rồi tiếp theo là các đạo luật nghiêm trị các cuộc hôn nhân giữa người Do Thái và người Đức.	Még Miep csendért esdeklő pillantásai meg az én dühkitöréseim sem tudják elnémítani a két fiút. ~~~ Véleményem szerint az osztály negyedrészét meg kellene buktatni, akkora a tudatlanság, de hát a tanárok kiszámíthatatlanok, most pedig - remélem - kivételesen jóindulatúak lesznek. ~~~ Magamat és a barátnőimet nem féltem. ~~~ Mi majd csak átcsúszunk. ~~~ Csupán a számtan osztályzatomban nem bízom. ~~~ Na, de majd meglátjuk. ~~~ Addig pedig bátorítjuk egymást. ~~~ Tanáraimmal és tanárnőimmel igen jó viszonyban vagyok. ~~~ Szám szerint kilencen vannak, hét férfi és két nő. ~~~ Kepler, az öreg számtantanár egy ideig igen dühös volt rám, mert sokat fecsegtem. ~~~ Egyik figyelmeztetés a másikat követte.	-0.246167
Người Do Thái không được phép vào các thư viện, công viên, bờ biển, rạp chiếu bóng v.v.	Végül büntető feladatot kaptam: fogalmazványt kellett készítenem “a folyton csörgő szarkáról”.	0.290722
	Vajon mit lehet írni egy szarkáról?	-0.3
	Mindegy - gondoltam.	-0.3
	- Majd csak lesz valahogy. ~~~ Feljegyeztem hát naptáramba a csörgő szarka megírásának határidejét és azontúl igyekeztem csendben lenni.	-0.3
	Aznap este, amikor elkészültem a leckémmel, eszembe jutott a büntető feladat.	-0.3
	Rágtam a töltőtollam végét és arra gondoltam, nem nagy művészet valamit összehalandzsázni, aztán jó hosszúra nyújtani.	-0.3
	Pedig én szeretném meggyőzően bebizonyítani, hogy mennyire fontos a beszéd.	-0.3
	Ez pedig nem is olyan könnyű.	-0.3
	Addig-addig tépelődtem, míg sikerült teleírnom a kötelező három oldalt.	-0.3
	Nagyon meg voltam elégedve magammal. ~~~ Azzal érveltem, hogy bár fecsegni asszonyi tulajdonság, igyekszem majd kevesebbet beszélni, de végleg abbahagyni nem tudom, mert a mamám talán még nálamnál is bőbeszédűbb, örökölt tulajdonságokról pedig nehéz leszokni.	-0.3
	Érveim Kepler tanár urat alaposan megnevettették, de mert a következő órán is fecsegtem, ismét büntető feladatot kaptam.	-0.3
	Ezúttal “a javíthatatlan csörgő szarkáról” kellett írnom.	-0.3
	Ezt is elkészítettem, s a tanáromnak két teljes órán keresztül nem lehetett oka panaszra.	-0.3
	A harmadik óráján azonban újból megsokallta fecsegésemet, s szólt: “Anne, írj büntető feladatot »a hápogó kacsáról«”.	-0.3
	Ezen aztán az egész osztály kacagott.	-0.3
	Mit tehettem, én is velük nevettem.	-0.3
	Úgy éreztem, hogy harmadszorra cserbenhagy a találékonyságom, s nem lesz új tréfás ötletem.	-0.3
	Pedig szerettem volna valami egészen eredetit kieszelni.	-0.3
Tại Hòa Lan vào tháng 9/1941, chị Margot và Anne bị chuyển qua ngôi trường học gồm toàn học sinh Do Thái.	A véletlen segítségemre sietett. ~~~ Barátnőm, Sanne, aki jó verselő, felajánlotta, hogy rímbe szedi feladatomat.	-0.00138889
	Ujjongtam a boldogságtól.	-0.3
	Kepler tanár úr büntetni akart ezzel az ostoba dolgozattal, de most megtréfálom, mégpedig alaposan.	-0.3
	A vers elkészült és pompásan sikerült.	-0.3
	A kacsamamáról, a hattyúpapáról meg három kicsinyükről szólt; az apjuk agyonverte őket a csőrével, úgy unta a sok hápogást.	-0.3
Tới tháng 4 năm sau, mọi người Do Thái nhận được lệnh phải mang ngôi sao 6 cánh màu vàng trên y phục, họ không được phép dùng điện thoại, bị cấm đi xe đạp...	Kepler tanár úr szerencsére érti a tréfát. ~~~ A verset megjegyzéseivel fűszerezve más osztályokban is felolvasta. ~~~ Azóta beszélhetek akármennyit, nem kapok többé büntető feladatot, sőt Kepler egyre tréfálkozik velem. ~~~ Anned ~~~  ~~~  ~~~ 1942. június 30, kedd	-0.216093
		0.3
	Drága Kittym!	-0.3
	Borzasztó ez a meleg.	-0.3
	Csak úgy folyik rólam a verejték.	-0.3
	Pedig mindenhová gyalog járok ebben a hőségben.	-0.3
	Csak most jöttem rá, milyen nagyszerű intézmény a villamos, főként a nyitott kocsi, de hát ezt az élvezetet nem nekünk, zsidóknak tartják fenn.	-0.3
Vào 8 giờ sáng ngày 6 tháng 6 năm 1944, đài BBC loan tin quân đội Đồng Minh đổ bộ lên bờ biển Normandy.	Jó nekünk gyalogosan is. ~~~ Tegnap a déli szünetben elmentem a fogorvoshoz a Jan de Luykenstraatra, ami jó messzire esik az iskolánktól.	-0.0137755
Hy vọng đã lóe lên trong căn phòng bí mật.	Úgy elfáradtam, hogy délután majd elaludtam a padban.	0.26
	Szerencsére a fogorvos nővére olyan kedves volt hozzám, s innivalóval kínált meg.	-0.3
Có thể đây là năm chiến thắng và giải phóng?	A komp az egyetlen közlekedési eszköz, amelyet még igénybe vehetünk.	0.211765
	A Joseph Israels rakparton állandóan közlekedik egy kis bárka, s a révész készségesen átvisz, ha megkérjük rá.	-0.3
Nếu như vậy, Anne mơ mộng trở lại trường học trong khóa học tới?	Bizonyos, hogy nem a hollandokon múlik, hogy annyi sok rosszban van részünk.	0.278261
Vài ngày sau, Anne kỷ niệm ngày sinh thứ 15.	Bárcsak vége volna már az iskolaévnek!	0.244737
	A húsvéti szünidő alatt ellopták a biciklimet, anyámét pedig apa ismerős keresztényeknek adta oda megőrzésre.	-0.3
	Szerencsére rohamléptekkel közeledik a szünidő; még egy hét és szabad vagyok, mint a madár.	-0.3
	Tegnap reggel kedves meglepetés ért.	-0.3
	Éppen a bicikligarázs előtt jártam, amikor valaki utánam kiáltott.	-0.3
Thế nhưng khúc cuối bi đát đã tới vào buổi sáng ngày thứ Sáu, tức là ngày 4 tháng 8, sau khi các người ẩn núp đã trải qua 761 ngày dài lâu và đau khổ.	Visszafordultam. ~~~ Jóképű fiút pillantottam meg, akit tegnap este láttam először Éva nevű barátnőmnél. ~~~ Láthatóan zavarban volt, majd hozzám lépett és bemutatkozott. ~~~ Harry Goldbergnek hívják.	-0.156678
	Kissé meglepődtem, nem tudtam elképzelni, mit akar, de hát ez azonnal kiderült.	-0.3
( Có tám người cùng sống trong một nơi giam hãm nhỏ xíu là Otto và Edith Frank, cha mẹ Anne, chị cả Margot, nha sĩ Fritz Pfeffer, ông bà Van Pels và con trai Peter của họ).	Harry csak arra kért, hogy elkísérhessen az iskolába. ~~~ - Ha úgyis erre van dolgod, velem jöhetsz - válaszoltam s együtt mentünk tovább. ~~~ Harry már tizenhat éves és mindenről nagyszerűen el lehet vele beszélgetni.	-0.113605
	Ma reggel újra megvárt és ez úgy látszik ezentúl mindennap így lesz. ~~~ Anned ~~~  ~~~ 	-0.3
	1942. június 30, kedd ~~~ 	-0.3
Vào khoảng 10 giờ 30 sáng, một chiếc xe quân đội Đức ngừng lại trước tòa nhà số 263 đường Prinsengracht và các cảnh sát mặc thường phục với một cảnh sát mặc sắc phục dẫn đường chạy vào tòa nhà.	Drága Kittym! ~~~ Hidd el, a mai napig nem tudtam időt szakítani az írásra. ~~~ Csütörtökön egész délután ismerősöknél voltam, pénteken vendégeink érkeztek, s ez így ment máig. ~~~ Harryval ezen a héten nagyon összebarátkoztunk. ~~~ Sokat mesélt nekem az életéről.	-0.207059
	Egyedül érkezett annak idején Hollandiában élő nagyszüleihez.	-0.3
Chúng chĩa súng vào Victor Kugler, bắt anh phải dẫn tới tủ sách giả và chúng ra lệnh cho anh mở lối vào.	Apja és anyja Belgiumban lakik. ~~~ Eddig egy Fanny nevű kislánynak csapta a szelet, akit jól ismerek; maga a lagymatagság és az unalom.	-0.0151376
	Amióta Harry megismert, rájött, hogy Fanny társaságában elálmosodik.	-0.3
Một lúc sau, tám người Do Thái lẩn trốn đã bị bắt.	Eszerint én valamiféle ébresztőszer vagyok számára.	0.271698
	Ja, senki sem tudhatja, mi mindenre nem alkalmas.	-0.3
Một xe tải bít bùng đã chở họ cùng với Kugler và Johannes Kleimann đi mất.	Szombaton nálunk aludt Jopie, vasárnap azonban Liesnél volt, s én rettentően unatkoztam.	0.28481
	Harryt estére vártam, de hat órakor felhívott: ~~~ 	-0.3
	- Itt Harry Goldberg.	-0.3
	Kérem szépen, beszélhetnék Annéval?	-0.3
	- Itt Anne beszél.	-0.3
	- Szervusz, Anne, hogy vagy?	-0.3
Tới xế chiều, hai người thư ký là cô Miep Gies và cô Bep Voskujl đã chờ đợi rồi mới dám vào căn phòng bí mật.	- Köszönöm, jól. ~~~ - Sajnálom, hogy ma este nem jöhetek hozzátok, de azért szeretnék veled kicsit beszélgetni. ~~~ Tíz perc múlva az ajtótok előtt leszek.	-0.105085
Bọn Quốc Xã lục lọi khắp nơi.	Jó? ~~~ - Jó, Harry, a viszontlátásra!	0
	- A viszontlátásra, rögtön ott leszek.	-0.3
Trong cảnh hỗn độn này, Cô Miep thu lượm các tờ giấy rải rác trên sàn nhà.	Letettem a kagylót. ~~~ Pillanatok alatt átöltöztem, rendbehoztam a hajam, aztán türelmetlenül vártam az ablaknál.	-0.0128049
	Végre megérkezett “Ő”.	-0.3
Cô đã kiếm được một thứ quý giá hơn cả tiền bạc và nữ trang, đó là tập nhật ký của Anne Frank.	Csodák csodája, nem száguldottam le azonnyomban a lépcsőn, hanem nyugodtan megvártam, míg felcsenget, s csak aztán mentem le.	0.275
Ngày 27 tháng 1 năm 1945, khi quân đội Xô Viết tràn quân qua trại tử thần Auschwitz thì ông Otto Frank đang nằm trong bệnh viện, nhờ vậy ông đã không bị đưa tới phòng hơi ngạt và được giải thoát.	Harry rögtön ajtóstul rontott a házba. ~~~ - Képzeld, Anne, a nagymamám szerint te még igen fiatal vagy ahhoz, hogy barátkozzam veled; azt mondja, járjak inkább de Leureékhez. ~~~ Remélem, tudod, hogy semmi közöm sincs már Fannyhoz? ~~~ - Hogyhogy? ~~~ Tán összevesztetek?	-0.192982
Ông Otto Frank là người duy nhất thuộc nhóm 8 người, còn sống sót từ các trại tử thần, sau đó trở về thành phố Amsterdam, Hòa Lan, rồi trong một lần thăm viếng nơi ở cũ, gặp lại cô Miep Gies, cô này đã trao cho ông một tập giấy viết tay và nói: “Đây là di sản của con gái ông”.	- Szó sincs róla. ~~~ Csak éppen megmagyaráztam neki, hogy úgysem értjük meg egymást, kár tehát együtt járnunk, noha mindig szívesen látom, ha eljön hozzánk, és remélem, ő sem haragszik rám. ~~~ Azt hittem tudniillik, hogy Fanny már egy másik fiúval jár s eszerint beszéltem is vele. ~~~ Sajnos, tévedtem. ~~~ A nagybátyám most azt követeli, hogy kérjek bocsánatot Fannytól. ~~~ Erre pedig nem vagyok hajlandó.	-0.211317
Một tháng sau, 8 người Do Thái lẩn trốn kể trên bị dồn vào toa xe lửa cuối cùng chở các tù nhân từ Hòa Lan tới trại tử thần Auschwitz.	Tehát véget vetettem a barátságnak. ~~~ Igaz, hogy a nagyanyám jobban szeretné, ha Fannyval barátkoznék és nem veled, de ez nekem eszem ágában sincs.	-0.00875912
Đàn ông và đàn bà bị chia cách nhau, họ không bao giờ gặp lại nhau.	Öregembereknek néha igen maradi nézeteik vannak, de én nem igazodom hozzájuk.	0.295833
	Bizonyos fokig rá vagyok ugyan utalva a nagyszüleimre, de nekik is szükségük van rám.	-0.3
	- Ezentúl - folytatta Harry - minden szerda estém szabad, mert a nagyszüleim úgy tudják, hogy faesztergályos tanfolyamra járok.	-0.3
	Titokban azonban a cionista klubot látogatom.	-0.3
Anne và Margot bị đưa tới trại Bergen-Belsen.	Pedig megtiltották, mert ők ellenzik a cionizmust.	0.293617
	Magam sem rajongok érte, de kissé együtt érzek a cionistákkal, s ezért érdekelnek.	-0.3
	Az utóbbi időben azonban ott is nagy a zűrzavar.	-0.3
	Az a tervem, hogy kilépek.	-0.3
Sự nghiên cứu chính xác của Carol Ann Lee từ những tài liệu, những nhân chứng, đã cho ta biết những gì xảy ra sau cuộc lùng bắt những người trốn trong xưởng đó.	Szerdán este megyek oda utoljára. ~~~ A jövő héttől kezdve tehát minden szerdán este, szombaton délután, szombaton este és vasárnap délután, sőt talán máskor is együtt lehetünk. ~~~ - De ha egyszer ellenzik a nagyszüleid. ~~~ Mégsem jöhetsz ide a tudtuk nélkül! ~~~ - Mindegy. ~~~ A szerelembe nem lehet beleszólni.	-0.200578
Sự bắt bớ, cái chết của Anne 15 tuổi và Margot 18 tuổi và Edith, mẹ các cô gái không còn trừu tượng nữa.	Közben elsétáltunk a sarki könyvkereskedésig s találkoztunk Peter Wessellel, aki két másik fiú társaságában volt.	0.297321
Những người thoát nạn từ Auschwitz, cũng gốc Hòa Lan, diễn tả lại nơi mẹ con Edith ở: Buổi sáng sớm lúc 3 giờ rưỡi bị đánh thức dậy để làm một việc hết sức vô lý, đó là xới đất để gom thành đống đất trộn với cỏ.	Peter hosszú ideje először köszönt, aminek igazán nagyon örültem. ~~~ Harryval összesimulva sétáltunk tovább s végül megbeszéltük, hogy másnap este öt perccel hét előtt a kapujukban várok rá. ~~~ Anned ~~~  ~~~  ~~~ 1942. július 3, péntek ~~~  ~~~ Drága Kittym!	-0.237097
Anne phải đi phân phối bánh mì cho bữa ăn tối.	Harry tegnap feljött hozzánk és bemutatkozott a szüleimnek.	0.258
Margot và mẹ bị chọn để làm việc nơi một kho đạn dược Tchèque nhưng cả hai từ chối không bỏ Anne ở lại một mình, lúc đó Anne bị ghẻ lở.	Mindenféle jóval, tortával, bonbonnal, teával, keksszel kínáltam, de egyikünk sem nyúlt hozzá semmihez. ~~~ Se Harrynak, se nekem nem volt kedvem tovább üldögélni.	0
Nhưng sau đó mẹ con lại bị chia rẽ nhau: Anne và Margot bị gởi tới Bergen-Belsen thuộc về miền trung của nước Đức, tại nơi này, giống như 28,000 tù nhân khác, hai cô gái mắc bệnh thương hàn.	Sétálni mentünk, és bizony tíz perccel elmúlt már nyolc óra, amikor hazaértünk. ~~~ Apa nagyon haragudott, szerinte illetlenség ilyenkor hazajönni, ezenkívül zsidóknak nyolc óra után veszedelmes az utcán járni.	-0.00149254
	Megígértem, hogy ezentúl tíz perccel nyolc előtt otthon leszek.	-0.3
	Harry holnapra meghívott otthonukba.	-0.3
	Jopie barátnőm állandóan ugrat vele.	-0.3
	Pedig igazán nem vagyok szerelmes.	-0.3
