VĂN HỌC PHÁP	﻿ ~~~ Jules Verne	-0.01
Cha ông là luật sư ở thành phố biển Nantes.	Sebesen közeledett a jachthoz.	0.113793
	Szélén szürke, tövénél fekete uszonyaival vadul csapkodta a hullámokat, míg farkával nyílegyenesen kormányozta magát.	-0.3
	Ahogy közeledett, elővillant mohóságtól villogó, kidülledt szeme, s mikor hátára fordult, nagyra nyitott szája négy sor fogat tárt fel.	-0.3
	Feje széles volt, s úgy illeszkedett törzséhez, mint kettős kalapács feje egy nyélhez.	-0.3
	John Mangles nem tévedett, ez a hal valóban a cápák család­jának az a legfalánkabb példánya volt, melyet az angolok mérleghalnak, a provánsziak meg zsidóhalnak neveznek.	-0.3
Từ nhỏ, cậu bé J. Verne đã say mê biển và những con tàu thủy.	A Duncan utasai és matrózai élénk figyelemmel kísérték a cápát.	0.290625
Hồi 11 tuổi, đã có lần cậu định trốn sang Ấn Độ bằng cách xin làm thủy thủ thiếu niên trên một chiếc thuyền buồm.	Az állat hamarosan a horog közelében volt; hátára fordult, hogy könnyebben megragadhassa, majd a hatalmas csalétek eltűnt roppant torkában.	0.3
Nhưng cha cậu đã quyết định cậu phải nối nghiệp cha điều hành một văn phòng luật sư ở thành phố quê hương.	Ezután rögtön nagyot rántott a kötélen, s ezzel saját magát kapatta horogra, s a matrózok a fővitorlarúd végére erősített kettős csigával a magasba emelték a hatalmas állatot.	0.184426
Sau khi tốt nghiệp trường trung học, J. Verne được cha gửi lên học Trường Luật ở Paris.	A cápa érezve, hogy kiragadták természetes közegéből, vadul viaskodott. ~~~ De megbirkóztak vele.	-0.00483871
	Kötelet hurkoltak a farkára, ezzel meggátolták a mozgásban.	-0.3
Tuy nhiên, ở đây, cậu đã say mê thơ văn, âm nhạc và sân khấu hơn.	Pillanatok múlva már át is emelték a korláton, és a fedélzetre vetették.	0.295714
Và vì vậy, sau đó, tuy đã tốt nghiệp và hành nghề luật sư theo ý cha, chàng thành niên J. Verne lại lao vào sáng tác văn học.	Az egyik matróz - ugyancsak elővigyázatosan - melléje lépett, és egy erőteljes bárdcsapással levágta az állat hatalmas farkát.	0.282787
J. Verne cũng đồng thời cần mẫn nghiên cứu, tìm hiểu các môn khoa học tự nhiên, thường xuyên đến thư viện quốc gia để đọc sách, đi nghe các buổi thuyết trình, hoặc sưu tập những kiến thức về địa lý, thiên văn, hàng hải, lịch sử kỹ thuật và các phát minh kỹ thuật.	A halászat véget ért, nem kellett tartaniuk többé a szörnyetegtől; kielégült a matrózok bosszúja, de nem a kíváncsiságuk. ~~~ Ugyanis minden hajón él a szokás, hogy kiürítik az elejtett cápa gyomrát.	-0.0828947
Về sau, từ những say mê ấy, chính J. Verne đã nảy ra ý định kết hợp văn học với khoa học, và với những kiến thức tích lũy được, ông là người đầu tiên mở đường viết “tiểu thuyết về khoa học”.	A matrózok tudják, mily falánk, és mily kevéssé finnyás állat a cápa, így hát meglepetésre várnak, s várakozásuk nem mindig hiábavaló. ~~~ Lady Glenarvan nem akart jelen lenni ennél a visszataszító vizsgálatnál, és visszatért a hátsó fedélzetre.	-0.00945946
Mùa thu năm 1862, lúc ấy J. Verne 34 tuổi, ông hoàn thành cuốn tiểu thuyết đầu tay, mang tựa đề “5 tuần lễ trên khinh khí cầu” nói về những khám phá địa lý giả tưởng ở châu Phi được thực hiện từ trên một khinh khí cầu do ông “thiết kế chế tạo” ra.	A cápa még zihált; tíz láb hosszú volt, és súlya több mint hatszáz font.4 Egyáltalán nem rendkívüli ez a nagyság és ez a súly, de ha nem is fajának óriásaként tartják számon a pörölycápát, azért csak a legveszedelmesebbek közé tartozik. ~~~ Néhány bárdcsapással minden további ceremónia nélkül felnyitották a hatalmas halat.	-0.0194946
Sau đó, nhà văn đã cho ra đời tiếp những cuốn tiểu thuyết khác: “Cuộc du hành vào lòng đất (1864), “Những cuộc du hành của thuyền trưởng Hatteras (1864 - 1865)... Những tác phẩm ấy ngay sau khi ra đời đã làm cho J. Verne trở thành nhà văn nổi tiếng.	A horog mélyen belehatolt a gyomrába, ami egyébként teljesen üres volt, úgy látszik, az állat régóta nem jutott harapnivalóhoz, és a csalódott matrózok már hajították volna vissza a tengerbe az állat maradványait, mikor a vitorlamester valami vaskos, az egyik bélbe betokosodott tárgyra figyelt fel. ~~~ - Nahát! ~~~ - kiáltott fel. ~~~ - Ez meg mi? ~~~ - Valami szikladarab - felelte az egyik matróz. ~~~ - Biztosan nehezéknek kapta be. ~~~ - Ugyan!	-0.216388
“Những đứa con của thuyền trưởng Grant” là cuốn tiểu thuyết thứ 5 và là một trong những tác phẩm hay nhất của J. Verne.	- mondta egy másik. ~~~ - Egész egyszerűen láncos golyó, ami a gyomrába fúródott, és még nem tudta megemészteni. ~~~ - Hallgassatok már!	-0.126415
Tiểu thuyết được in ra lần đầu tiên trong “Tạp chí giáo dục và giải trí” ở Pháp từ giữa năm 1866 đến đầu năm 1868, và đầu năm 1868 đã được xuất bản thành sách với tựa đề: Phần I: Nam Mỹ, Phần II: Nước Úc.	- szólt közbe Tom Austin, a hajó másodparancsnoka. ~~~ - Nem látjátok, hogy ez az állat megrögzött iszákos volt, először megitta a bort, és hogy semmit se veszítsen belőle, lenyelte a palackot is. ~~~ - Micsoda? ~~~ - kiáltott fel lord Glenarvan.	-0.173883
Phần III: Thái Bình Dương...	- Palack van a cápa gyomrában?	0.267857
 ~~~ Bạn đọc hồi hộp theo dõi cuộc hành trình của hai đứa con đi tìm cha bị mất tích.	- Valódi palack - felelte a vitorlamester. ~~~ - De látni rajta, hogy nem most került ki a pincéből.	-0.153448
Người cha ấy là thuyền trưởng Grant, một người Scotland yêu nước, không cam chịu để nước Anh nô dịch quê hương Scotland của mình.	- Nos, Tom - mondta lord Edward -, húzzák ki óvatosan; a tengeren talált palackokban gyakran vannak értékes okmányok. ~~~ - Gondolja?	-0.0315126
Theo ông, những lợi ích của xứ sở Scotland không thể phù hợp với lợi ích của người Anh, và ông đã quyết định thành lập một vùng di dân Scotland trên một hòn đảo ở Thái Bình Dương, để được hưởng quyền độc lập tự do.	- kérdezte Mac Nabbs őrnagy. ~~~ - Azt hiszem; mindenesetre megtörténhetik. ~~~ - Ó, nem vonom kétségbe - felelte az őrnagy -, talán valóban titkot őriz ez is.	-0.214912
Chính phủ Anh đã ngăn trở việc làm của ông.	- Mindjárt megtudjuk - mondta Glenarvan. ~~~ - Nos, Tom?	-0.003125
Tuy nhiên thuyền trưởng Grant đã lựa chọn một đoàn thủy thủ và ra đi thực hiện ý đồ của mình...	- Íme - felelte Tom, és felmutatott egy formátlan tárgyat, amit nagy nehezen előhúzott a cápa belsőrészei közül.	0.294393
 ~~~ Huân tước Glenarvan, một người cùng chí hướng với thuyền trưởng Grant, tình cờ lượm được trên biển một bức thư để trong chai báo tin tàu của thuyền trưởng Grant bị đắm và yêu cầu được cứu giúp.	- Helyes - mondta Glenarvan -, mosassa le ezt a rondaságot, aztán hozzák be a társalgóba. ~~~ Tom engedelmeskedett, és a különös körülmények között talált üveg hamarosan ott állt a társalgó asztalán.	-0.177926
Vốn là những người nhân hậu và độ lượng, vợ chồng huân tước Glenarvan đã quyết định đưa chiếc tàu “Duncan” của mình đi tìm cứu thuyền trưởng Grant.	Az asztal körül ott ült Glenarvan lord, Mac Nabbs őrnagy, John Mangles kapitány, és - mivel úgy mondják, a nők mindig kíváncsiak egy kicsit - közéjük telepedett lady Helena is. ~~~ A tengeren minden eseményszámba megy. ~~~ Pillanatnyi csend lett. ~~~ Minden tekintet ezt a törékeny tárgyat fürkészte.	-0.130556
	Vajon valami szerencsétlenség titkát rejti magában, vagy unatkozó hajós bízta a hullámokra érdektelen üzenetét?	-0.3
Nhưng, bức thư bị nước biển ăn mờ, nội dung đoán đọc được không hoàn toàn chính xác.	Tudniuk kellett, hányadán állnak, és Glenarvan nyomban neki is látott a palack vizsgálatának.	0.269663
Vì thế, vợ chồng huân tước Glenarvan cùng nhà bác học địa lý Paganel, hai đứa con của thuyền trưởng Grant và đoàn thủy thủ tàu “Duncan” đi cứu đã phải vượt qua bao nhiêu thử thách hiểm nghèo, đi Nam Mỹ, vòng qua Úc, sang Thái Bình Dương mới tìm được thuyền trưởng Grant...	A helyzet megkívánta óvatossággal működött, akár egy vizsgálóbíró, aki valami súlyos ügy sajátos mozzanatait bogozza; és jól tette, mert gyakran a legjelentéktelenebb nyom vezet fontos felfedezésre. ~~~ Mielőtt belülről megvizsgálta volna, Glenarvan előbb kívülről vette szemügyre a palackot.	-0.00848057
 ~~~ Chủ đề tư tưởng trong “Những đứa con của thuyền trưởng Grant” cũng là chủ đề tiến bộ xuyên suốt bộ sách “Những cuộc du lịch lạ thường”.	Karcsú nyaka volt, vastag száján még ott lógott egy rozsdától kikezdett drót; igen vastag, több atmoszféra nyomást is kiálló oldala félreérthetetlenül champagne-i eredetről tanúskodott.	-0.0116071
Đọc nó, ta thấy như rơi vào một thế giới khác hẳn với những luật lệ và những đặc điểm của lối sống xã hội tư sản.	Ezekkel az üvegekkel az aï-i vagy épernay-i vincellérek kettétörhetnek egy széklábat is anélkül, hogy a palackon bármiféle repedés nyoma látszana.	0.284444
Những con người ở đấy trong sạch về đạo đức, lành mạnh về tâm hồn và thể xác, có chí hướng, không vong ơn bội nghĩa, không tính toán cá nhân.	Ez a palack tehát bízvást kiállhatta egy hosszú vándorút viszontagságait. ~~~ - A Cliquot pezsgőgyárból való palack - állapította meg az őrnagy.	-0.0228261
Đoàn thám hiểm kiên trì khắc phục mọi khó khăn trở ngại, vững tin rằng sự nghiệp của mình sẽ thành công.	S mivel feltehetően szakértő volt, állítását minden ellenvetés nélkül elfogadták.	0.178571
Họ đoàn kết tương trợ nhau vượt qua hoạn nạn với tinh thần là lành đùm lá rách, tình bạn của họ được củng cố qua những thử thách khắc nghiệt.	- Kedves őrnagy - felelte Helena -, nem fontos, miféle palack ez, ha nem tudjuk, kitől jön. ~~~ - Megtudjuk azt is, kedves Helenám - mondta lord Edward -, de azt máris mondhatjuk, hogy messziről jön.	-0.00828221
Kẻ ác bao giờ cũng bị vạch trần và trừng trị; chính nghĩa bao giờ cũng chiến thắng, ước mơ tốt đẹp trở thành hiện thực.	Nézzék csak a falait borító megkövesedett anyagokat, melyek a tengervízben rakódtak le rajta!	0.138202
Hình tượng của các nhân bật trong tác phẩm được khắc họa sâu sắc khiến người đọc nhớ mãi.	Ez a palack hosszú ideig hányódott az óceánban, mielőtt elnyelte a cápa gyomra.	0.172
Chẳng hạn, Jacques Paganel - một bác học người Pháp, một “tín đồ” của khoa học, một bộ bách khoa toàn thư sống, luôn luôn lạc quan tin tưởng, ngay cả trong những lúc nguy kịch nhất.	- Én is így gondolom - felelte az őrnagy -, ez a törékeny edény hosszú utat tehetett meg kő­burkolata oltalmában. ~~~ - De kitől jöhet? ~~~ - kérdezte lady Glenarvan.	-0.113357
Cùng với ông là huân tước Glenarvan, một người Scotland yêu nước và vợ của ông, một người nhân hậu, độ lượng, đã cố gắng làm tất cả lao động kiểu mẫu trên hòn đảo Lincoln, cách đảo Tabor 150 hải lý... ~~~ 	- Várj, kedves Helena, várj; türelmesnek kell lenni az efféle palackokkal. ~~~ Csaknem biztos vagyok benne, hogy a palack maga felel majd kérdéseinkre.	-0.253333
Tiểu thuyết “Những đứa con của thuyền trưởng Grant” có nội dung phong phú, sâu sắc, rất sinh động và hấp dẫn.	És Glenarvan kapargatni kezdte a palack száját védő kemény anyagokat; hamarosan előtűnt a dugó; a tengervíz ezt is ugyancsak kikezdte.	0.3
Tuy nhiên, để phù hợp với hoàn cảnh của chúng ta hiện nay, trong khi dịch, chúng tôi đã lượt bớt đi một số đoạn cho tập sách khỏi phải dầy quá.	- Kellemetlen - mondta Glenarvan -, mert ha valami irat van a palackban, hát vajmi rossz állapotban lehet. ~~~ - Félő, hogy így van - felelte az őrnagy.	-0.0320611
Rất mong được bạn đọc thông cảm và góp cho những ý kiến để những lần xuất bản sau, bản dịch sẽ được hoàn chỉnh hơn, phục vụ bạn đọc tốt hơn.	- Még azt is hozzátenném - mondta Glenarvan -, hogy ez a rosszul zárt palack bizonyosan hamar elmerült volna, még szerencse, hogy elnyelte a cápa, és elhozta nekünk a Duncan fedélzetére.	0.3
Trong năm 1985 này, nhiều nước trên thế giới tổ chức kỷ niệm lần thứ 80 ngày mất của văn hào J. Verne (1905 - 1985).	- Kétségtelen - felelte John Mangles -, noha jobb lett volna, ha nyílt tengeren fogjuk ki, pontosan meghatározott hosszúsági és szélességi fokon.	0.403606
Để góp phần thiết thực vào việc tưởng nhớ và ghi nhận công lao to lớn của của văn hào, chúng tôi xin được trân trọng giới thiệu với bạn đọc một trong những tác phẩm hay nhất của ông “Những đứa con của thuyền trưởng Grant”.	Ez esetben ugyanis a légmozgás és a tengeráramlatok irányának tekintetbevételével kiszámíthattuk volna addig megtett útját; de egy ilyen postással, az ilyen cápákkal sohasem lehet tudni, hisz úsznak ezek szél ellen, ár ellen is! ~~~ - Majd meglátjuk - felelte Glenarvan.	-0.003
	E szavakkal igen óvatosan kihúzta a dugót, s a társalgóban erős tengerillat áradt szét.	-0.3
PHẦN I	- Nos?	0.2
	- kérdezte lady Helena valódi női türelmetlenséggel.	-0.3
	- Igen - mondta Glenarvan -, nem tévedtem!	-0.3
 ~~~  ~~~  ~~~ 	Papírok vannak benne!	-0.375
 ~~~ CHƯƠNG 1 ~~~ 	- Okmányok!	-0.1
CON CÁ BÚA	Okmányok!	0.3
	- kiáltott fel lady Helena. ~~~ - Csakhogy a nedvesség kikezdte a papírokat, lehetetlen kiszedni őket, az üveg falához tapadtak - felelte Glenarvan.	-0.3
	- Törjük össze - javasolta Mac Nabbs.	-0.3
	- Jobb szeretném épségben megőrizni - felelte Glenarvan.	-0.3
	- Én is - mondta az őrnagy. ~~~ - Kétségtelenül az lenne a legjobb - mondta lady Helena -, de a palack tartalma értékesebb, mint maga a palack, így helyesebb feláldozni az utóbbit az előbbiért.	-0.3
	- Csak az üveg nyakát üsse le lordságod - mondta John Mangles -, így sértetlenül kivehetjük az okmányt.	-0.3
	- Rajta, rajta, kedves Edward!	-0.3
	- kiáltott fel lady Glenarvan.	-0.3
	Másként nem tehettek, és lord Glenarvan kénytelen-kelletlen rászánta magát, hogy leüsse az értékes üveg nyakát.	-0.3
	De a palackra kövült gránitkemény burkolat csak kalapácsnak engedett.	-0.3
	Csakhamar darabokra hullott az asztalon, és több egymáshoz tapadt papírszelet bukkant elő.	-0.3
	Glenarvan óvatosan kihúzta, majd szétválasztotta őket, és miközben maga elé teregette valamennyit, lady Helena, az őrnagy és a kapitány kíváncsian vették körül.	-0.3
 ~~~ 	II.	-0.05
Ngày 26 tháng 7 năm 1864, một chiếc tàu buồm lộng lẫy băng băng lướt trên sóng kênh Bắc Cực theo hướng gió Đông - Bắc đang thổi mạnh.	A három okmány ~~~ A tengervízben félig szétmállott papírdarabokon csak néhány szó maradt, elmosódott sorok megfejthetetlen maradványai.	-0.0147727
Trên cột buồm trước của tàu phất phới lá cờ Anh, còn trên lá cờ hiệu màu xanh da trời nơi đỉnh cột buồm cao nhất nổi lên hai chữ thêu kim tuyến “E” và 3G”.	Glenarvan lord néhány percig figyelmesen vizsgálta őket, minden irányban megforgatta; a fény felé tartotta, szemügyre vette minden épségben maradt részét, majd barátaira nézett, akik aggodalmasan figyelték.	0.260345
Chiếc tàu buồm ấy mang tên “Duncan” và người chủ của nó là huân tước Edward Glenarvan, hội viên quan trọng nhất của câu lạc bộ thuyền buồm nổi tiếng khắp vương quốc liên hiệp Anh.	- Három különböző okirattal van dolgunk, valószínűleg egyazon okmánynak három nyelvre fordított példányai; az egyik angolul, másik franciául, a harmadik pedig németül. ~~~ A néhány épségben megmaradt szó világosan bizonyítja, hogy nem tévedek. ~~~ - De legalább van valami értelme ezeknek a szavaknak?	-0.116832
Trên boong tàu “Duncan” có huân tước Glenarvan với người vợ trẻ là huân tước phu nhân Helena và người anh họ của huân tước - thiếu tá Mac Nabbs.	- kérdezte lady Glenarvan. ~~~ - Nehéz bármit is mondani, kedves Helena; az okmányokon szereplő szavak nagyon is hiányosak. ~~~ - De talán kiegészítik egymást - mondta az őrnagy.	-0.0504975
Mới đây không lâu, ngoài biển khơi, cách vịnh Fort of Clyde vài dặm, đã diễn ra cuộc chạy thử chiếc tàu buồm này và bây giờ chiếc tàu đang quay trở lại cảng Glasgow.	- Biztosan - felelte John Mangles -, hiszen nem valószínű, hogy a tengervíz azonos helyen kezdte volna ki a három papirost, és ha egybevetjük az egyes mondattöredékeket, végül megfejtjük az értelmüket.	0.286517
	- Így is teszünk - mondta lord Glenarvan -, de dolgozzunk módszeresen.	-0.3
	Vegyük először az angol szöveget.	-0.3
	Az iraton az alábbi sorrendben ezek a sorok és szavak voltak:	-0.3
	62                              Bri                                      gow	-0.3
	sink                                                                       stra	-0.3
Nơi chân trời hiện rõ đảo Arran.	                aland	0.291892
	skipp            Gr	-0.3
	                                        that monit                of long	-0.3
	and                                                               ssistance	-0.3
Khi ấy, người thủy thủ trực phiên cho biết có một con cá to nào đó đang bơi sau tàu “Duncan”.	                  lost ~~~ - Hát ennek ugyan nincs sok értelme - mondta csalódottan az őrnagy.	-0.00147059
	- Bárhogy is van - felelte a kapitány -, az bizonyos, hogy angolul van írva.	-0.3
	- Kétségtelen - mondta lord Glenarvan -, a sink, aland, that, and, lost szavak épségben marad­tak; a skipp nyilván skipper akar lenni, és szó van egy bizonyos Gr... nevű úrról, aki talán valami szerencsétlenül járt hajó kapitánya.	-0.3
Thuyền trưởng John Mangles lập tức ra lệnh báo cho huân tước Glenarvan biết và huân tước, có thiếu tá Mac Nabbs đi cùng, đã lên ngay tầng lái.	- Tegyük még hozzá - mondta John Mangles -, hogy a monit és ssistance szótöredékek értelme is világos.	0.442105
- Anh cho biết, theo anh đó là con cá gì?	- De hát ez már valami! ~~~ - kiáltott fel lady Helena.	0.183516
	- Sajnos - mondta az őrnagy -, közben egész sorok hiányoznak.	-0.3
	Hogyan tudhatnánk meg az elpusztult hajó nevét, a hajótörés helyét?	-0.3
