VOLTAIRE	VOLTAIRE	1.8
 ~~~ Chương XXI TÀU TỚI GẦN BỜ BIỂN PHÁP, HAI NGƯỜI VẪN ĐÀM LUẬN ~~~ 	Hogyan fogadták Candide-ot és Cacambot Paraguayban a jezsuiták?	-0.115
Chương XXII BIẾN CỐ XẢY ĐẾN CHO HAI NGƯỜI Ở NƯỚC PHÁP	TIZENÖTÖDIK FEJEZET.	-0.259091
 ~~~ Chương XXIII CHÀNG NGY THƠ VÀ MARTIN TỚI MIỀN DUYÊN HẢI ANH RỒI BỎ ĐI NGAY ~~~ 	Hogyan ölte meg Candide a kedves Kunigunda bátyját?	-0.160417
Chương XIV GẶP LẠI CÔ PAQUETTE TRONG TAY MỘT TU SĨ	TIZENHATODIK FEJEZET.	-0.128571
 ~~~ Chương XXV ĐI DU THUYỀN ĐẾN THĂM LÃNH CHÚA POCOCURENTÉ, NHÀ QUÝ TỘC THÀNH VENISE ~~~ 		-0.3
Chương XXVI CHÀNG NGY THƠ VÀ MARTIN DÙNG BỮA VỚI SÁU NGƯỜI NGOẠI QUỐC	Milyen kalandjuk volt utasainknak két leánnyal, két majommal	0.205263
 ~~~ Chương XXVII TRONG CUỘC HÀNH TRÌNH TỚI CONSTANTINOPLE, CHÀNG NGY THƠ GẶP LẠI NAM TƯỚC VÀ PANGLOSS ~~~ 		-0.3
Chương XXVIII BIỂN CỐ XẢY RA CHO CHÀNG NGY THƠ, CUNÉGONDE, MARTIN, PANGLOSS… ~~~ 		-0.3
Chương XXIX CHÀNG NGY THƠ TÁI NGỘ CUNÉGONDE ~~~ 	és az Oreillons-nevezetű vademberekkel?	-0.0230769
Chương XXX KẾT LUẬN	TIZENHETEDIK FEJEZET.	0.271429
 ~~~ NIÊN BIỂU TÓM TẮT CUỘC ĐỜI VÀ TÁC PHẨM CỦA VOLTAIRE ~~~  ~~~  ~~~  ~~~ 	Candide és lakája Eldorádóba érkeznek; mit látnak ott?	-0.20463
 ~~~ LỜI NHÀ XUẤT BẢN ~~~ 	TIZENNYOLCADIK FEJEZET.	-0.1
 ~~~ Từ khi ra đời, Candide hay chủ nghĩa lạc quan (Candide ou l’optimisme) đã gắn liền với tên tuổi của Voltaire và trở thành một trong những tác phẩm kinh điển cả về văn chương lẫn triết lý.		-0.3
Chính vì lẽ đó, tác phẩm được đưa vào danh mục Tủ sách Tinh hoa Tri thức Thế giới do Quỹ dịch thuật Phan Chu Trinh và Nhà xuất bản Tri thức triển khai.		-0.3
Qua tìm hiểu, chúng tôi được biết ngay từ năm 1928, ở Việt Nam, Candide đã được Nguyễn Văn Hiếu chuyển ngữ.		-0.3
Tuy nhiên, bản dịch này hiện chỉ tồn tại ở dạng vi phim ở Thư viện Quốc gia.	Mit láttak Eldorádóban? ~~~ TIZENKILENCEDIK FEJEZET.	-0.105
Bản dịch thứ hai là của Tế Xuyên dưới tiêu đề Candide - Chàng Ngây Thơ, được dịch ở miền Nam trước năm 1975.	Mi történt velök Surinamban s hogyan kötött Candide ismeretséget Martinnal?	0.371357
Và bản thứ ba là của Vũ Đức Phúc và Lê Tư Lành, in chung trong Vonte, Zađich - Truyện chọn lọc, Nxb Văn học, 1980-1981.		-0.3
Cho tới nay, chúng tôi vẫn chưa có điều kiện tiếp cận với bản dịch đầu tiên của Nguyễn Văn Hiếu.		-0.3
Tuy nhiên, với khoảng thời gian gần một thế kỷ kể từ khi được dịch, chúng tôi e rằng bản dịch ấy có lẽ không còn phù hợp với độc giả hiện nay.		-0.3
Bản dịch thứ ba đã cho phép độc giả tiếp cận với tác phẩm của Voltaire với sự chính xác về ngôn ngữ và những chú giải hết sức cẩn thận.		-0.3
Đây cũng là bản dịch khá nổi tiếng, nhất là đối với các độc giả miền Bắc.		-0.3
Tuy nhiên, chúng tôi đã chọn bản dịch của Tế Xuyên bởi chính cái duyên và “tinh thần Voltaire” của nó, dẫu cho đâu đó, khi được đối chiếu với bản gốc, vẫn còn những sai sót (và có lẽ đó là điều khó tránh khỏi với bất kỳ bản dịch nào!)		-0.3
Chẳng hạn, có một số câu sai về ý, đôi chỗ dịch giả bỏ sót hoặc lược bớt.		-0.3
Với những chỗ như vậy, để bản thảo được hoàn thiện, trong quá trình biên tập, chúng tôi đã mạn phép tham khảo bản dịch của Vũ Đức Phúc và Lê Tư Lành.		-0.3
Chúng tôi xin chân thành cảm ơn, và rất mong hai ông thể tất cho sự “tiền trảm hậu tấu” này!		-0.3
Cuốn sách được biên tập dựa trên nguyên tác tôn trọng tối đa nguyên bản bản dịch.		-0.3
Đối với các địa danh, chúng tôi để nguyên cách phiên âm theo lối cũ nhằm giữ lại không khí cổ của câu chuyện.		-0.3
Ngoài ra, chúng tôi có chỉnh sửa những từ địa phương theo chuẩn tiếng Việt, bổ sung các chú thích (những chú thích có ghi ND là của dịch giả), và đặc biệt là dịch bổ sung đối với các phần bị lược bỏ (được in nghiêng trong cuốn sách) và có thêm tiểu sử tác giả.		-0.3
Xin trân trọng giới thiệu tới độc giả tác phẩm Candide - Chàng Ngây Thơ cùng Lời giới thiệu của nhà nghiên cứu văn học Cao Việt Dũng.		-0.3
Nxb Tri thức ~~~  ~~~  ~~~ 	HUSZADIK FEJEZET.	-0.16
 ~~~  ~~~ GIỚI THIỆU TÁC GIẢ VÀ TÁC PHẨM ~~~  ~~~  ~~~ 	Mi történt Candide-dal és Martinnal a tengeren?	-0.209211
 ~~~ VOLTAIRE (1694-1778)	HUSZONEGYEDIK FEJEZET.	0
 ~~~ Voltaire (tên thật là François-Marie Arouet) sinh tại Paris (1694-1778) là văn hào Pháp đã sống một cuộc sống sôi nổi, có tính ham thích tìm hiểu những gì mới lạ và những trạng thái xã hội đương thời.		-0.3
Ông viết rất nhiều, đủ loại: tiểu thuyết, triết lý, truyện ngắn, kịch bản và thơ.	Candide és Martin Franciaország partjai felé közelednek és folytatják az eszmecserét. ~~~ HUSZONKETTEDIK FEJEZET.	-0.0171875
Với một giọng văn châm biếm, ông nói lên những bất bình trước sự kỳ thị tôn giáo, trước sự xâm phạm tự do cá nhân; cuốn Correspondance (Thư tín) của ông gồm đến 18.000 bức thư.		-0.3
Vì thái độ không xu thời, ông đã bị các nhà quyền quý thù oán, muốn làm hại; đã có hồi ông phải trốn tránh ở nhà một phụ nữ có thế lực là bà du Châtelet ở Cirey trong một thời gian.		-0.3
Ông du lịch ngoại quốc khá nhiều, nhất là ở nước Anh, một nước mà ông tin tưởng là có chế độ xã hội hoàn thiện hơn nước Pháp; ông học văn chương Anh, viết sách bằng Anh ngữ để phát biểu tư tưởng.		-0.3
Cuốn Candide - Chàng Ngây Thơ của ông nhằm mục đích trả lời cho triết thuyết của Rousseau về Thượng đế và nhất là để phản đối chủ trương của triết gia Leibniz, theo đó mọi sự trên đời đều sẽ càng ngày càng hoàn thiện hơn, nên con người phải lạc quan.		-0.3
Ông đưa ra một nhân vật chính, có tính tình chất phác, quá lạc quan, thật thà đến mức ngây thơ nên người ta phải gọi là “chàng Ngây Thơ”.		-0.3
Chàng trải qua bao nhiêu tai biến, hoạn nạn mà vẫn cứ khờ khạo, tin vào lời của thầy mình là triết gia Pangloss dạy rằng cứ lạc quan, thế gian sẽ hoàn thiện.		-0.3
Chàng đã gặp bao nhiêu ngang trái, bao nhiêu bất công, nghịch cảnh, bị hoạn nạn, gian nan, chìm nổi song vẫn không tìm được hạnh phúc mà chàng đặt vào một người đẹp, người yêu tha thiết của chàng.		-0.3
Lưu lạc vào một thế giới hoàng kim (xứ Eldorado, một xứ tưởng tượng) chàng lấy về được ngọc vàng châu báu kim cương, đủ thành một tài sản đưa chàng lên địa vị người giàu mạnh nhất thế giới; vậy mà, đến khi tìm được người đẹp, thì nàng hết nhan sắc, trở thành nô lệ, từng bị bán đi bán lại nhiều lần; cuộc sống sóng gió của nàng đã làm cho nàng hết đẹp, lại còn sinh tính nóng nảy, cục cằn.		-0.3
Lúc này đã hết tiền, chàng chỉ có thể mua một miếng vườn để cùng vợ và các bạn cũ sống đời an phận thủ thường.		-0.3
Cuốn Candide khai thác các thực tại xã hội, chiến tranh chết chóc, động đất, dịch hạch, một thuỷ sư đô đốc bị xử bắn, một nữ tài tử chết không có quan tài, một công nhân bị chủ chặt tay chân.		-0.3
Bao nhiêu bất công trong một chế độ phong kiến tàn ác.	Mi történt Candide-dal és Martinnal Franciaországban?	0.266038
Tác giả đưa ra một bài học: sống trên đời, nên bác bỏ các thuyết lý viển vông, quá cao xa, nên sống thực tế và trông vào sự làm việc mới tạo được hạnh phúc.		-0.3
Cần nói thêm rằng cuốn Candide xúc phạm đến nhiều nhà quyền quý, nên tác giả khi xuất bản phải ký một biệt hiệu khác, chứ không ký là Voltaire, vì sợ bị trả thù.		-0.3
Ông lo xa cũng đúng vì cuốn Candide ngày 2 tháng Ba năm 1759 bị hội đồng Genève tố cáo và ra lệnh hỏa thiêu (đem đốt ở nơi công cộng).		-0.3
VIẾT SỰ NGY THƠ ~~~  ~~~ 	HUSZONHARMADIK FEJEZET.	-0.115
Cao Việt Dũng		-0.3
 ~~~ Candide rời khỏi thiên đường: đó là motif lặp lại ít nhất hai lần trong Candide.	Candide és Martin angol partokhoz érkeznek; mit látnak ott?	0.0627273
Thiên đường đầu tiên chính là lâu đài của ngài nam tước Thunder-ten-tronckh xứ Westphalie, nơi hội tụ sự vĩ đại đáng kể của trần thế (hóa thân là ngài nam tước), tình yêu nồng nàn (với nàng Cunégonde xinh đẹp) và tri thức toàn vẹn (ở tiến sĩ Pangloss, người thầy của Candide) - “Chàng kết luận rằng sau cái diễm phúc được sinh ra là nam tước Thunder-ten-tronckh, đến cái diễm phúc bậc nhì là được sinh ra là cô Cunégonde; kế đến diễm phúc bậc ba là được nhìn thấy cô suốt ngày và sau chót diễm phúc bậc tư là được nghe những lời thuyết giảng của Pangloss tiên sinh, triết gia giỏi nhất trong tỉnh và do đó là triết gia giỏi nhất hoàn cầu” (tr.30). ~~~ Thiên đường thứ hai, xứ Eldorado khó đến khó rời bên Nam Mỹ, là biểu tượng của tiền bạc.		-0.3
Vấn đề Candide phải đối mặt là những thiên đường đó không bền vững, lâu đài của ngài nam tước là nơi chàng không thể ở (vì bị đuổi đi), Eldorado là nơi chàng không muốn ở và tự nguyện rời đi.		-0.3
Cho đến cuối truyện, một thiên đường khác khiêm tốn hơn nhiều lần lại xuất hiện, và lần này thì chúng ta không biết Candide ở đó trong bao lâu; nhiều khả năng là vĩnh viễn, như việc kết thúc tác phẩm tại đó gợi ý. Có thể nói rằng Candide phải rời khỏi các thiên đường vì đức tính “ngây thơ” nằm ngay trong cái tên của chàng (“candide” trong tiếng Pháp là tính từ của “candeur”, dùng để chỉ phẩm chất ngây thơ và thuần khiết của một tâm hồn), còn sở dĩ chàng vẫn tiếp tục đến được các thiên đường sau này là nhờ phẩm chất thứ hai đặc trưng của chàng, “lạc quan” (nhan đề đầy đủ của tác phẩm là Candide ou l’optimisme, “Candide hay chủ nghĩa lạc quan”).		-0.3
Điều đáng ngạc nhiên là chủ đề kép mang đầy tính đạo đức này lại được xử lý dưới ngòi bút của một nhà văn như Voltaire, một người không mấy có danh tiếng về cả “ngây thơ” lẫn “lạc quan”. ~~~ * ~~~ 		-0.3
Sự bi quan mà Voltaire dành cho cuộc đời nói chung bắt nguồn từ những sự kiện mà chính ông vấp phải.		-0.3
Khi còn trẻ, ông đã bị tống ngục Bastille vì viết các tác phẩm châm biếm đả kích quan Nhiếp chính thời đó, và sẽ nhiều lần nữa quay trở lại nơi đây, đến năm 1726 lại vì xích mích với hiệp sĩ de Rohan mà bị nhà quý tộc cho người lấy gậy đánh đập ngay trên phố, sau đó còn phải lưu vong sang Anh.		-0.3
Bi quan với con người và với xã hội vẫn chưa phải là tất cả, Voltaire còn bi quan cả với thiên nhiên.		-0.3
Năm 1759 khi Voltaire cho in Candide (các chuyên gia về Voltaire thống nhất cho rằng tác phẩm được viết một năm trước đó) cũng là khi triết gia mới tậu được cơ ngơi ở Genève và bắt đầu thực sự biết đến cảnh thoải mái về vật chất và thực hiện được “giấc mơ khu vườn” đã có trong đầu từ lâu nay (chúng ta hiểu vì sao “thiên đường thứ ba” trong Candide nhất thiết phải có khu vườn!)		-0.3
Tuy nhiên, trong cảnh điền viên đó, những tiếng vọng bi thảm từ thế giới bên ngoài dội về vẫn rất mạnh mẽ: hai thảm họa diễn ra liền trong hai năm: động đất lớn ở Lisbonne cuối năm 1775 và những viễn cảnh kinh hoàng của cuộc chiến tranh Bảy năm từ Đức lan tới.		-0.3
Cuộc động đất là nguồn gốc cho bài thơ dài thuộc loại nổi tiếng nhất trong sự nghiệp sáng tác văn chương của Voltaire (ngoài các vở kịch và những tác phẩm văn xuôi giống như Candide, Zadig hay Memnori), và cũng được tái hiện trong Candide, được viết không lâu sau khi xảy ra sự kiện (các chương IV, V, VI của tác phẩm), nơi Candide mất đi nhà từ thiện Jacques và đồng thời tiến sĩ Pangloss bị treo cổ.		-0.3
Giọng văn của Voltaire cũng không bao giờ ngây thơ.	HUSZONNEGYEDIK FEJEZET.	-0.104348
Ngay trong Candide, ông cũng dành cả một chương dài (chương XXII) để đả kích cay độc thành phố Paris và như thể nhân tiện, tính sổ với một số đối thủ của mình, tiến sĩ triết học Gauchat (“Có cả trăm cuốn sách viết cẩu thả mà không cuốn nào lại cẩu thả bằng sách của Gauchat, tiến sĩ triết học” - tr.150), một tác giả tên là Truble (“Ông ta đã viết ra tất cả những điều mà ai cũng biết”), và đặc biệt, nhà báo Fréron nhận được cả một loạt những lời phỉ báng thực thụ: ~~~  ~~~ “Đó là một kẻ xấu miệng, hắn sống bằng nghề nói xấu tất cả các vở kịch, tất cả các diễn viên. ~~~ Hắn oán ghét ai thành công, như kẻ hoạn quan ghét kẻ còn biết thụ hưởng; hắn là con rắn độc trong văn chương, sống trong nọc độc và bùn lầy.		-0.3
Hắn là kẻ “bán văn” vô loại.	Raquette és Giroflée barát története.	0.283784
- Thế nào là kẻ “bán văn” vô loại?	HUSZONÖTÖDIK FEJEZET.	0.0521739
- Nó là một kẻ viết cho đầy giấy, một con rắn độc, kiểu như tên Fréron” (tr.148).		-0.3
Voltaire từng viết cả một vở kịch để chế nhạo riêng Fréron.	Látogatás Pococuranté őnagyméltóságánál, a velencei nemesnél.	0.286567
Đến đây chúng ta nên nói một chút về nhân vật đặc biệt của lịch sử văn chương và báo chí Pháp này.		-0.3
Fréron (1718-1776), từng dạy học rồi bỏ nghề và bỏ luôn cả dòng tu của mình (dòng Tên), gia nhập hội Tam điểm, làm nghề báo và dành rất nhiều tâm trí và thời gian trong sự nghiệp để phản đối và bài xích Voltaire.		-0.3
Fréron không ít lần vào ngục vì thời đó viết báo chuyên để chỉ trích là một việc rất nguy hiểm (nhất là khi tờ báo quá thành công, có quá nhiều độc giả).		-0.3
Tuy nhiên Fréron cũng gây dựng được hai tờ báo rất lớn, không ngừng công kích các nhà triết học nói chung và Voltaire nói riêng, thậm chí cả công trình Bách khoa toàn thư đồ sộ cũng đã có lúc suýt đổ sập vì những lời phản đối của Fréron, vốn rất có uy thế và nhiều quan hệ thời đó.		-0.3
Ngày nay nhìn lại, cuộc đối đầu giữa Voltaire và Fréron thường được coi là cuộc chiến giữa hai bộ óc tuyệt vời nhất của thế kỷ XVIII, một bên là triết gia lừng danh, bên kia là nhà phê bình lớn nhất của thế kỷ.		-0.3
Một bài thơ nổi tiếng của Voltaire viết đại ý nếu có một con rắn cắn Fréron thì nó sẽ lăn ra chết chứ không phải Fréron; Fréron đáp lại sự khiêu khích đó như sau: “Trong câu chuyện này sẽ không có gì là lạ nếu Voltaire chính là con rắn.		-0.3
Quả thực với tôi ông ta đã lăn ra chết vì tức tối và một phần nhỏ vì nọc độc của tôi.” Candide là thêm một cơ hội nữa để đối thủ lớn của Voltaire bị đưa ra chế nhạo thậm tệ, những lời lẽ rất dễ khiến người phát ngôn phải ra tòa dưới hệ thống luật pháp hiện đại.		-0.3
Về sự “xấu tính” (và do đó, không ngây thơ trong trắng) của Voltaire, người ta còn có thể kể rất nhiều câu chuyện.		-0.3
Chẳng hạn như chỉ vì một cuộc tranh chấp một đống củi giữa hàng xóm tại Ferney mà Voltaire sẵn sàng tố cáo Charles de Brosses thiếu trung thực và trong suốt năm năm tiến hành một chiến dịch chống de Brosses, khiến cho nhà thông thái không thể vào được Viện Hàn lâm.		-0.3
Voltaire nhất định không phải là một Candide.	HUSZONHATODIK FEJEZET.	-0.0818182
Voltaire, đó là một người theo chủ thuyết bi quan (giống như nhà thông thái Martin trong Candide) đem lạc quan ra để bàn; là một người không chút ngây thơ, ông lại đặt tên cho một trong các nhân vật sẽ được hậu thế nhớ nhất từ ông là “chàng Ngây Thơ”. ~~~ *		-0.3
 ~~~ Thế nhưng, con người Voltaire phức tạp hơn một số tính từ.	Candide és Martin együtt vacsorálnak hat idegennel; kik ezek az idegenek?	-0.00223881
Là một người có thể gọi là xấu tính, hay để bụng, nhưng đồng thời ông cũng lại chấp nhận đón một nữ hậu duệ nghèo đói của nhà thơ Corneille về Ferney nuôi nấng (cũng chính vì chuyện này mà Voltaire chịu sự chỉ trích của Fréron, người cho rằng triết gia chỉ làm vậy vì mục đích tốt đẹp cho danh tiếng của mình).		-0.3
Ông cũng đứng ra bênh vực Giulio Cesare Vanini, người bị kết tội chết vào năm 1619 vì viết một tác phẩm triết học, và nhất là đã thành công trong việc cứu mạng Jean Calas, một người theo đạo Tin lành ở Toulouse bị kết án giết con trai mình vì anh ta có ý định cải đạo.		-0.3
Vụ việc này kéo dài từ năm 1762 đến năm 1766, và cuối cùng nghị viện Paris đã quyết định gỡ tội cho Calas.		-0.3
Và không ai phủ nhận được vai trò của Voltaire trong công trình Bách khoa toàn thư, biểu tượng của phong trào Ánh sáng tại Pháp, cũng như một thái độ nhất quán chống lại những điều tầm thường, chống thế lực thần quyền cũng như thế quyền đương thời.		-0.3
Giai đoạn Voltaire viết Candide (cuối những năm 1750, như đã nói ở trên) nằm ở khoảng giữa cuộc lưu vong dài đằng đẳng của triết gia (từ 1750 đến 1778 - ông trở về Paris trong vinh quang, giống như một người bị lưu đày vĩ đại sau này, Victor Hugo, và chết ngay sau đó; người ta nói rằng ông chết vì kiệt sức trước vinh quang của chính mình).		-0.3
Cuộc lưu vong của Voltaire còn cay đắng ở chỗ nó là một cuộc lưu vong “đúp”: ngoài việc bị hắt hủi khỏi nước Pháp, ông còn không có chỗ đứng bên cạnh một người từng một thời là bạn thân của mình, vua Frédéric II nước Đức, đành chọn một nơi trung gian là Thụy Sĩ để sống (Lausanne, Genève, Ferney).		-0.3
Một đòn đánh mạnh thêm nữa vào tình cảm của Voltaire là cái chết của người bạn thân, bà du Châtelet (1749).		-0.3
Trong thời gian lưu vong đó, Voltaire còn phải chứng kiến từ xa sự thay đổi của đời sống trí thức Paris: một thế hệ mới đầy tài năng đã xuất hiện, đó là những người như Diderot, d’Holbach, d’Alembert và Rousseau, những người tuy ông có nhiều liên lạc và cộng tác, nhưng mối quan hệ không phải lúc nào cũng tốt đẹp.		-0.3
Các mốt mới lên ngôi: tác phẩm của văn hào Anh Richardson (tác giả Pamela, một trong những người đầu tiên của văn học theo chủ nghĩa lãng mạn, mà cộng hưởng tại châu u là Goethe và Rousseau), nhạc Ý và kịch tư sản.		-0.3
Các sáng tác văn học của Voltaire không thể không có phần lỗi thời trong bối cảnh ấy.		-0.3
Voltaire là một người lưu vong chung thân, ngay cả khi đã có cơ ngơi ở Genève thì ông vẫn thấy như thể mình bị cắt đứt khỏi các giá trị phổ quát.		-0.3
Thực sự là không có thiên đường nào dành cho Voltaire cả. ~~~ *	HUSZONHETEDIK FEJEZET.	-0.279545
 ~~~ Candide luôn có mặt trong tất cả các tuyển tập tác phẩm văn xuôi của Voltaire.		-0.3
Bênh cạnh Zadig, Memnon, Micromégas, đó là tác phẩm lừng danh nhất của ông, nhiều khi được đánh giá là tác phẩm văn chương giàu tính triết học nhất mà Voltaire từng viết.		-0.3
Tuyển tập tác phẩm gần đây nhất của tủ sách La Pléiade, được tập hợp dưới cái tên “Romans et contes” (tiểu thuyết và truyện) có 26 tác phẩm, thì Candide được xếp thứ 11, nghĩa là ở vào khoảng giữa, và cũng thường được coi là được viết vào giai đoạn Voltaire đạt đến đỉnh cao của tài năng.		-0.3
Có thể coi đó là một “tiểu thuyết”, một “truyện”, hoặc xét về dung lượng, một “truyện vừa” theo như cách gọi của ngày nay.		-0.3
Nhưng thực tế rất khó xếp thể loại cho Candide cũng như rất nhiều tác phẩm văn học khác của Voltaire, được viết ra trước khi các phương thức sắp xếp theo thể loại trở thành quy phạm, khi mà tiểu thuyết cũng chỉ mới ra đời và còn chưa được dành cho một vị trí mặt tiền.		-0.3
Vấn đề này từng làm đau đầu các chuyên gia về Voltaire, và trong lịch sử các tuyển tập Voltaire đã có rất nhiều khác biệt (để chỉ dẫn ra đây một số lần xuất bản quan trọng: bản của anh em nhà Cramer, 1776, cũng là bản toàn tập cuối cùng in khi Voltaire còn sống; bản của Bouillon, 1778; bản quan trọng của Kehl, 1784; và các bản hiện đại của Van Tieghem năm 1930, bản của Groos năm 1932, bản của Bénac năm 1949 và bản của Pomeau các năm 1961 và 1966).		-0.3
Ở đây sẽ không đi sâu vào vấn đề văn bản và các thay đổi về lựa chọn tác phẩm cho tuyển tập, cũng như thứ tự sắp xếp của chúng, nhưng cũng cần nhấn mạnh Voltaire trước hết là một triết gia (tác phẩm nổi tiếng nhất của ông ngày nay có lẽ là Từ điển triết học), ông còn là một nhà viết kịch danh tiếng, một nhà thơ, và, điều này không thể bỏ qua, một nhân vật lớn của thế kỷ XVIII. ~~~ * ~~~ 		-0.3
Là một triết gia có sáng tác văn học (điều này cũng không khác mấy ở Diderot, tuy rằng ở Rousseau thì rất khác), các tác phẩm của Voltaire theo lẽ tất nhiên có một số đặc điểm liên quan nhiều đến triết học.		-0.3
