NGỌN HẢI ĐĂNG NƠI CUỐI TRỜI	﻿ ~~~ JULES VERNE	-0.16875
Cho đến một ngày kia, trong một lần đi săn thú để có thịt tươi cải thiện bữa ăn, toán bảo vệ hạ được một con nai đã bị thương do một viên đạn mà ai đó đã bắn vào nó trước khi bị toán bảo vệ bắt được.		-0.3
Sự việc này đem đến một nỗi lo ngại: trên hoang đảo này đã có người ngoài họ, mà những người này lại có súng.		-0.3
Những người đó là ai, người lương thiện hay kẻ bất lương?	Az Elgor-öbölben ~~~   7.	-0.242308
Câu trả lời đến ngay sau đó với cái chết của hai nhân viên bảo vệ là Felipe và Moriz.	A barlang	-0.6
Họ bị hạ sát trong khi đang thi hành nhiệm vụ, bởi một băng cướp có vũ trang; bọn chúng khoảng 12 tên, tên cầm đầu là Kongre, một tên cướp khét tiếng ở vùng biển này.		-0.3
Chỉ còn lại một mình tổ trưởng Vasquez đối mặt với một băng cướp có số lượng đông hơn gấp nhiều lần.		-0.3
Anh sẽ phải hành động ra sao để có thể tự bảo vệ mình, đồng thời vẫn hoàn thành nhiệm vụ bảo vệ "Ngọn hải đăng nơi cuối trời” nhằm tránh cho các tàu bè qua lại eo biển khỏi gặp hiểm nguy.		-0.3
Xin mời bạn đọc xem diễn biến câu chuyện qua hơn 200 trang sách dưới đây.	  8. ~~~ Javítják a Maule-t ~~~   9.	-0.296296
CHƯƠNG1	Vásquez	0.266667
 ~~~ 	10.	-0.05
LỄ KHÁNH THÀNH	A hajótörés után	0.264706
 ~~~ 	11.	-0.05
	A roncsfosztogatók	-0.3
 ~~~ 	12.	-0.05
	Az öbölkijáratánál	-0.3
* * *	13.	0.3
	Három nap	-0.3
 ~~~ 	14.	-0.05
	A Santa Fé ágyúnaszád ~~~ 15.	-0.3
	Befejezés	-0.3
		0.3
		0.3
	1.	-0.3
Mặt trời sắp lặn đằng sau những quả đồi phía tây.	A felavatás ~~~ A nap lenyugodni készült a nyugati láthatáron kirajzolódó dombok mögött.	-0.03
Thời tiết rất tốt.	Szép volt az idő.	0.176471
Về phía trước, mặt biển như hòa vào bầu trời ở phía đông và đông-bắc, những đám mây nhỏ còn phản chiếu những tia nắng cuối cùng, những tia nắng mà chẳng mấy chốc nữa sẽ chìm vào bóng hoàng hôn, một hoàng hôn rất dài ở một nơi có vĩ độ năm mươi lăm độ của nam bán cầu.	Szemközt, keleten és északkeleten, ahol a tenger összeolvadt az égbolttal - néhány felhőcske verte vissza az utolsó napsugarakat, amelyek hamarosan átadták helyüket a déli félteke ötven­ötödik szélességi fokán igen hosszan tartó alkonyat árnyainak.	0.22
Đúng vào lúc đĩa mặt trời vừa khuất hẳn dưới đường chân trời thì một phát đại bác vang lên trên tuần dương hạm Santa-Fé, và lá cờ của nước Cộng hòa Argentina được kéo lên đỉnh cột buồm sau, nó phần phật cuộn bay trong gió biển.	Mikor a napkorongnak már csak a karimája látszott, a Santa Fé naszád leadott egy ágyúlövést és tatvitorlájának csonkarúdjára felhúzták a szélben kibomló argentin lobogót.	0.134731
Cùng lúc đó một chùm tia sáng tỏa lan rực rỡ từ đỉnh ngọn hải đăng được xây cách vịnh Elgor, nơi tuần dương hạm Santa-Fé thả neo, một tầm súng.	Ugyanebben a pillanatban éles fény gyúlt az Elgor-öböltől - amelyben a Santa Fé ágyúnaszád horgonyzott - puskalövésnyire épült világítótorony tetején.	0.276
Hai người gác đèn cùng đám thợ tụ tập trên bãi cát còn thủy thủ đoàn thì tập họp trên boong trước của chiến hạm, tất cả cùng reo vang chào đón chùm tia sáng đầu tiên được thắp lên ở nơi bờ biển xa xôi này.	Két őr, a parton összegyűlt mun­kások és a hajó orrába tóduló legénység hosszan tartó éljenzéssel üdvözölték az első fényt, mely e messzi parton fellobbant.	0.157692
Hai phát đại bác nữa lại vang lên như đáp lại những tiếng reo hò đó, những tiếng nổ đập vào những ngọn núi xung quanh vang dội trở lại nhiều lần.	Két újabb - a környék erős visszhangjaitól megsokszorozott - ágyúlövés felelt nekik.	0.0214286
Những lá cờ trên chiến hạm lại được hạ xuống đúng theo nghi thức hải quân; và sự im lặng lại bao trùm lên hòn đảo “đa quốc gia” nằm đúng ở nơi gặp nhau của hai biển lớn Đại Tây dương và Thái Bình dương.	Ekkor, a hadihajók szabályzatának megfelelően, bevonták a naszád zászlaját, és újra csend borult az Államok-szigetre, ahol az Atlanti- és a Csendes-óceán vize találkozik.	0.177439
Sau đó, đám thợ bước lên boong của chiếc Santa-fé và như vậy trên bờ chỉ còn lại ba người để làm công việc gác đèn.	A munkások azon nyomban felszálltak a hadihajóra, s a parton csak a három őr maradt.	0.0828947
Một người gác đang làm nhiệm vụ trong phòng, hai người kia chưa về nơi nghỉ ngay mà còn dạo bước chuyện trò dọc theo bờ biển. ~~~ - Anh Vasquez này!	Míg egyikük az őrséget látta el, a másik kettő nem indult azonnal szálláshelyére, hanem a part mentén sétálva beszélgetett.	-0.0225
- Người trẻ nói - ngày mai chiếc tuần dương hạm mới nhổ neo chứ...	- Nos, Vásquez - szólt a fiatalabb -, a naszád holnap indul.	0.642671
 ~~~ - Đúng thế Felipe - Vasquez đáp - và tao hy vọng là chuyến đi về này được suôn sẻ.	- Igen, Felipe - felelte Vásquez -, és remélem, nem lesz kellemetlen az átkelése a kikötőig.	0.261176
- Có xa không anh Vasquez?...	- Hol van az még, Vásquez!...	0.728571
- Chuyến đi bao xa thì trở về cũng y như thế.	- Oda-vissza egyformán messze, Felipe.	0.708333
- Chưa chắc thế đâu - Felipe vừa cười vừa đáp.	- Hát ebben nem kételkedem - vágta rá Felipe nevetve.	1.09369
- À này - Vasquez tiếp - đôi khi lúc đi, thời gian lâu hơn lúc về trừ trường hợp gió không được ổn định lắm!... ~~~ Nhưng nói cho cùng một ngàn rưỡi hải lý cũng không phải là xa nếu như con tàu có máy móc ngon lành và chuyến đi thuận buồm xuôi gió.	- Pedig, fiam - folytatta Vásquez -, néha több idő kell az odaúthoz, mint a visszaúthoz, hacsak nincs jó széljárás... Végül is ezerötszáz mérföld meg sem kottyan egy jó gépekkel, és meg­felelő vitorlázattal felszerelt hajónak.	-0.00446266
- Và nếu như thuyền trưởng chiếc Lafayate lại rành đường đi nữa thì hẳn là...	- Meg aztán, Vásquez, Lafayate kapitány jól ismeri az utat... ~~~ - Amely teljesen egyenes, fiam.	0.246512
 ~~~ - Thì tàu cứ việc thẳng đường mà đi, lúc đi đã theo hướng nam, như vậy lúc về ta cứ hướng bắc mà tiến, và nếu gió cứ tiếp tục thổi từ đất liền ra thì ta cứ men theo bờ biển mà đi, cứ như đi trên con sông mà thôi.	Idefelé délnek vette az irányt, most északnak kell tartania, hogy visszatérjen; és ha a szél továbbra is a szárazföld felől fúj majd, akkor a part fedezé­kében úgy hajókázhat, mintha folyóvízen haladna.	-0.0318653
- Nhưng con sông đó chỉ có một bờ - Felipe tiếp.	- De olyan folyón, melynek csak egy partja van - felelte Felipe.	0.738009
- Mặc, miễn là có gió, tốt nhất là luôn luôn được gió thổi.	- Ha az a jobbik part, akkor nincs jelentősége, és ha a szelet onnan kapjuk, akkor az a jobbik!	0.442647
- Đúng thế - Felipe nhận xét - nhưng nếu gió cứ luôn đổi chiều thì...	- Igaz - helyeselt Felipe -, de ha megfordul a széljárás...	0.925472
 ~~~ - À, nếu thế thì không may rồi, tao mong rằng gió sẽ không thổi ngược và nếu được như thế chỉ trong vòng nửa tháng là nó có thể băng qua một ngàn rưỡi hải lý để đến buông neo trong cảng Buenos Aires... Thí dụ, nếu gió thổi từ phương đông lại thì... ~~~ 	- Az már balszerencse, Felipe, és remélem, a Santa Fének nem lesz benne része. ~~~ Két hét alatt ledolgozhatja azt az ezerötszáz mérföldet, és újra lehorgonyozhat a Buenos Aires-i kikötő­ben... Ha például a szél kelet felől fújna...	-0.181867
- Nhưng nếu gió không thổi từ đất liền ra nữa mà thổi từ biển vào thì làm sao tìm ra nơi trú bão!	- ...tehát nem a szárazföld felől, hanem a tenger felől, akkor nem találna olyan kikötőt, ahol menedékre lelhet!	0.457895
- Đúng như mày nói.	- Ahogy mondod, fiam.	0.868421
Từ mũi đất lửa hay còn gọi là Paragonie, không nơi nào có bến ghé.	A Tűzföldön vagy Patagóniában egyetlen útba eső kikötő sincs.	0.257143
Lúc đó chỉ còn cách là lao thẳng ra biển, nếu không muốn đâm vào bờ!	A nyílt tengerre kell kihajóznia, ha nem akar a parthoz csapódni.	0.213559
- Nhưng anh Vasquez này, tôi cho là trời sẽ vẫn tiếp tục tốt như thế này đấy!	- De, végül is, Vásquez, szerintem tartós lesz a jó idő. ~~~ - Szerintem is, Felipe.	0.107
- Tao cũng đồng ý với mày, hiện vẫn mới là ngày đầu của mùa biển lặng kéo dài đến ba tháng nữa mà... 3 tháng nữa cũng dài đấy chứ... ~~~ 	Már majdnem a nyár kezdetén vagyunk... Három hónap áll előttünk, s az nem kevés...	-0.131013
- Và thế là công việc trên đảo đã hoàn tất vừa khớp với thời tiết nhỉ.	- Bizony, jókor fejezték be a munkálatokat - felelte Felipe.	0.42
- Ừ. Chúng ta đang ở vào đầu tháng Chạp.	- Tudom, fiam, tudom, december elején.	0.642857
Thời tiết mùa này tốt như tháng Sáu ở Biển Bắc.	Ami olyan, mint az északi tengerészek számára a június eleje.	0.283636
Mùa này rất hiếm khi xảy ra những cơn bão xoáy.	Ebben az évszakban ritkábbak az olyan széllökések, amelyek éppoly könnyen futtatnak zátonyra egy hajót, mint ahogy a kalapodat verik le!...	-0.164706
Còn khi chiếc Santa Fé đã vào đến bến rồi thì dù cho có gió, có bão đi nữa cũng mặc.	Különben is, ha a Santa Fé egyszer a kikötőben van, akkor fújhat szél, tombolhat vihar, ameddig jólesik!	0.613553
Chẳng phải lo sợ hòn đảo cùng với ngọn hải đăng này chìm xuống đáy đại dương!	Nem kell tartanunk attól, hogy szigetünk világítótornyostul elsüllyed.	0.205714
- Nhất định là thế rồi.	- Úgy van, Vásquez.	0.742105
Nhưng sau khi đã báo cho ở nhà biết tin tức thì bao lâu sau con tàu mới trở ra đây cùng với những người thay thế cho bọn mình?	Egyébként is, mikor a naszád majd hírt ad rólunk, és visszatér a váltással...	0.076
- Ba tháng nữa, chú em ơi!	- Három hónap múlva, Felipe...	0.753846
- Và họ sẽ tìm ra đúng đảo này đấy chứ? ~~~ - Tất nhiên rồi.	- Helyén fogja találni a szigetet...	0.181579
Và với chúng ta trên đảo nữa chứ - Vasquez đáp trong khi xoa hai tay vào nhau, đoạn ông đưa tẩu thuốc lên miệng rít một hơi dài và nhả khói mù mịt - Mày biết không, chúng ta đang ở một nơi không phải là trên boong một con tàu mà mưa bão có thể đẩy tới, đẩy lui, và nếu có là một con tàu đi nữa, thì nó cũng đang neo đậu chắc chắn ở cái đuôi của châu Mỹ, không thể trôi đi đâu cả.	- Velünk együtt - felelte Vásquez a kezét dörzsölgetve, miután nagyot szippantott pipájából, amelynek füstje sűrű felhőbe burkolta. ~~~ - Nos, fiam, ez itt nem hajó, amelyet a szélrohamok ide-oda dobálhatnak, de ha mégis hajónak vesszük szigetünket, akkor is jól oda van horgo­nyozva Amerika csücskéhez, és nem fog egyhamar elszabadulni a vasmacskájáról.	0.0111357
Cho dù vùng biển này có hiểm trở đi nữa, cho dù người ta đồn đại nhiều chuyện về vùng biển ở mũi HoRn này đúng là như vậy!	Hogy ez a vidék nem a legjobb, aláírom! ~~~ Hogy a Horn-fok tengereinek rossz híre van, szent igaz!	-0.0889535
Và cho dù tàu thuyền bị đắm nhiều ở hòn đảo Đa Quốc gia này, hay cho dù bọn cướp xác tàu đắm không thể tìm ra nơi nào dễ làm giàu hơn nơi đây, và còn nhiều điều nữa!	Hogy az Államok-szigeten már nem is számolják a hajótöréseket, és a roncsfosztogatók nem találhatnak ennél jobb helyet a vagyonszerzésben, azt is meg kell hagyni!	0.238816
Nhưng mọi chuyện rồi sẽ phải thay đổi, Felipe ạ!	De mindez meg fog változni, Felipe!	0.075
Giờ đây hòn đảo Đa Quốc gia đã có ngọn hải đăng của nó, không cơn bão nào có thể thổi tắt đèn!	Most már van világítótornya az Államok-szigetnek, még a világ négy tájáról egyszerre fújó szélvihar sem tudná kioltani!	0.272477
Các tàu thuyền qua đây nhờ nó mà nhận ra đường đi, nhờ nó mà tránh được nguy cơ va vào các tảng đá ở mũi Santa-jean, ở mũi San-Diegos hay mũi Fallows, ngay cả trong những đêm trời tối đen như mực!...	A hajók idejében észre fogják venni, és módo­síthatják útirányukat!... ~~~ A fény majd elvezeti őket a San Juan-fok, a San-Diegos- vagy a Fallows-földnyelv mellett még a legsötétebb éjszakákon is!... ~~~ Mi tartani fogjuk a jelzőlámpát, s ebben nem lesz hiba!	-0.111579
Chính chúng ta là những người thắp đèn và nó sẽ hoạt động ngon lành trơn tru.	Hallani kellett volna Vásquezt, mekkora hévvel beszélt, bajtársát azonban nem tudta meg­nyugtatni.	0.268235
Vasquez nói lên những điều ấy bằng tất cả nhiệt tình không chỉ để trấn an mà còn nhằm làm giảm bớt những căng thẳng trong những tuần lễ sắp đến trên hoang đảo này, những ngày sẽ không gặp được một đồng loại nào từ đây cho đến ngày cả ba được thay thế bằng toán khác.	Felipe ugyanis talán kevésbé könnyedén fogta fel a hosszú heteket, amelyeket e lakatlan szigeten kell eltölteniük, távol embertársaiktól, egészen addig, amíg mindhármójukat fel nem váltják.	0.0983607
Để chấm dứt câu chuyện, Vasquez nói thêm:	Befejezésképp Vásquez hozzátette:	0.208333
 ~~~ - Này chú mày, bốn mươi năm qua, tao đã lăn lộn trên mọi vùng biển của cựu lục địa cũng như tân lục địa, khi thì làm thợ học việc, lúc làm thủy thủ, lúc thì chỉ huy tàu.	- Látod, fiam, negyven év alatt az Ó- és az Újvilág szinte minden tengerét bejártam mint hajósinas, matróz, fedélzetmester.	-0.0134615
Giờ đây khi sắp về hưu tao chỉ muốn làm anh gác đèn pha, và đèn pha nào mày biết không? ~~~ Gác cái đèn nào nằm ở tận cùng trái đất.	S most, hogy eljött a visszavonulás ideje, nem álmodhattam volna jobb elfoglaltságról, mint hogy egy világítótorony őre legyek, és nem is akárhol, hanem a világ végén álló világítótoronyban!...	-0.0464789
Và thực tế là trên hoang đảo này, ở xa đất liền, xa cái văn minh, tên gọi này mới đúng làm sao!	Valóban, a kifejezés találó volt, hisz a torony a sziget távoli peremén állt, oly messze minden lakott és lakható területtől...	0.250485
- À này Felipe - Vasquez vừa nói tiếp, vừa lấy tay gõ chiếc tẩu thuốc đã tắt vào lòng bàn tay kia - mấy giờ thì mày thay cho Moriz?	- Mondd, Felipe - folytatta Vásquez, miután tenyerén megütögette időközben kialudt pipáját -, mikor váltod fel Morizt?	0.746903
- Mười giờ.	- Tízkor.	1.15
- Tốt lắm, và đến hai giờ thì đến lượt tao thay chú mày cho đến sáng.	- Jó, akkor hajnali kettőtől napfelkeltéig én veszem át az őrséget.	0.5
- Đúng thế.	- Rendben van, Vásquez.	0.878571
Còn bây giờ thì tốt hơn hết là hai chúng ta đi ngủ.	Azt hiszem, legjobban tennénk, ha aludni mennénk.	0.241304
- Ừ, thì đi.	- Takarodó, Felipe, takarodó!	0.578571
Vasquez và Felipe cùng leo lên khu đồi thấp có tường xây chung quanh, chính giữa là ngọn hải đăng; cả hai đi vào chỗ ở dành cho đội gác. ~~~ Cánh cửa khép lại ngay sau khi họ vào.	Vásquez és Felipe felkapaszkodott a kis épületegyütteshez, melynek közepén állt a világító­torony, bement a lakóhelyiségbe, s az ajtó bezárult mögöttük.	0.0620536
Một đêm yên tĩnh trôi qua.	Az éjszaka nyugodtan telt el.	0.277778
Vào lúc trời gần sáng, Vasquez tắt ngọn hải đăng đã cháy gần suốt mười hai tiếng.	Napfelkeltekor Vásquez eloltotta a tizenkét órája meggyújtott fényt.	0.189706
Thủy triều ở vùng biển này nói chung yếu nhất là dọc theo duyên hai châu Mỹ và châu Á trông ra Thái Bình dương.	A csendes-óceáni árapály, főleg Amerika és Ázsia partjai mentén, általában igen gyenge, ezzel szemben az atlanti erősen érzékelhető még Magellánia távoli területein is.	0.180508
Trái lại, ở chung quanh Đại Tây dương, thủy triều rất mạnh và mạnh chỉ dội vùng biển Magellan xa xôi.	A tenger felé vonuló ár ezen a reggelen hat órakor indult meg, s hogy ezt kihasználja, az ágyúnaszádnak már hajnalban ki kellett volna futnia.	0.254464
Ngày hôm đó, thủy triều bắt đầu rút từ lúc sáu giờ sáng và chiếc tuần dương hạm phải chuẩn bị máy móc từ sáng sớm để có thể lợi dụng hiện tượng đó.		-0.3
Nhưng vì chưa chuẩn bị xong nên thuyền trưởng quyết định chờ đến tối lúc thủy triều lên mới ra khỏi vịnh Elgor.	De az előkészületeket még nem fejezték be teljesen, és a kapitány azt tervezte, hogy csak az esti dagállyal hajózik ki az Elgor-öbölből.	0.297638
Chiến hạm Santa-fé của hải quân Cộng hòa Argentina là một con tàu có trọng tải hai trăm tấn, sức máy là một trăm sáu mươi mã lực, được chỉ huy bởi một thuyền trưởng và một phó thuyền trưởng.	Az Argentin Köztársaság hadihajója, a kétszáz tonnás, százhatvan lóerős Santa Fé, amelyen a kapitány és másodtisztje ötvenfőnyi legénységnek parancsolt, a Río de la Plata torkolatától a Le Maire-szorosig tartotta ellenőrzése alatt az atlanti partvidéket.	0.25514
Thủy thủ đoàn dưới quyền gồm năm mươi người trong đó có cả lính thợ.	Ebben az időben még nem léteztek cirkálók, torpedórombolók és egyéb gyorsjáratú hajók.	0.278049
Tàu có nhiệm vụ canh phòng đường biển kéo dài từ cửa sông Rio de la Plata đến eo biển Lemaire trên Đại Tây dương.	Hajócsavarja segítségével a Santa Fé sem tett meg kilenc mérföldnél többet óránként, de ez a sebesség elegendő volt a patagón és a tűzföldi partok ellenőrzéséhez, hisz’ csak halászhajók jártak erre.	0.233417
Vào thời kỳ này, các công xưởng hải quân chưa thể đóng được những con tàu có tốc độ lớn như các tàu tuần tra, tàu phóng lôi và một số loại khác.	Ebben az évben az ágyúnaszád feladata abban állt, hogy segédkezzen a Le Maire-szoros bejá­ratánál épülő világítótorony munkálataiban, amelyet az argentin kormány építtetett.	0.281595
Vì vậy, chiếc Santa-fé nói trên chỉ di chuyển với tốc độ tối đa là chín hải lý một giờ.	Fedélzetén szállították oda a szükséges felszerelést és személyzetet ehhez a munkához, amelyet most fejeztek be egy ügyes Buenos Aires-i mérnök tervei alapján.	0.138
Với tốc độ này tàu cũng đủ sức tuần tra vùng biển này nơi đa số các thuyền, tàu qua lại nơi đây đều là thuyền đánh cá.	A Santa Fé már csaknem három hete horgonyzott az Elgor-öbölben.	-0.075
Năm nay, chiếc Santa-fé có nhiệm vụ đôn đốc công trình xây dựng ngọn hải đăng ở cửa vào của eo biển Lemaire. ~~~ Tàu phải chuyên chở đám thợ xây cùng các vật liệu mà công trình đòi hỏi.	Miután partra szállították a négyhavi élelmet, s megbizonyosodtak arról, hogy az új torony őrei a váltásig nem szen­vednek hiányt semmiben, Lafayate kapitány a szigetre küldött munkásokat készült haza­szállítani.	-0.00294118
Tất cả công việc trên đã được hoàn tất một cách tốt đẹp nhờ theo kế hoạch của một kỹ sư giỏi của Thủ đô Buenos-Aires.	Ha néhány előre nem látható körülmény nem késlelteti a munkálatokat, a hadihajó­nak már egy hónapja vissza kellett volna térnie anyakikötőjébe.	0.291367
Thế là chiếc Santa-fé buông neo ở cuối vịnh Elgor đã ba tuần lễ. ~~~ Sau khi đã chuyển lên bờ lương thực dự trữ cho bốn tháng, sau khi đã bảo đảm không còn thiếu thứ gì cho tổ gác đèn cho đến ngày có nhóm khác ra thay thế, thiếu tá Lafayate dự định đưa toán thợ trở về ngay cả nếu như có tình huống bất ngờ xảy đến, làm trì hoãn việc hoàn tất công trình.	Mindent egybevetve, Lafayate kapitánynak nem kellett tartania semmitől a pihenőkikötőben, hiszen az öböl teljesen védve volt az északi, a déli és a nyugati szelektől.	-0.0909615
Từ một tháng nay, chiếc Santa-fé đã lo chuẩn bị để quay về đất liền.	Egyedül a nyílt tengeri viharok lehettek volna veszélyesek.	0.176786
Tóm lại, trong suốt thời gian neo đậu ở đây, thiếu tá Lafayate không có gì phải lo ngại cho tàu vì tàu đang ở trong vịnh rất an toàn, chỉ có biển động mới làm ông lo ngại.	Azonban a tavasz enyhének bizonyult, és most, a nyár kezdetén joggal lehetett remélni, hogy a magellán vizek nyugalmát legfeljebb átmenetileg zavarhatja meg rossz idő.	0.243506
Tuy nhiên, về mùa xuân, ở vùng biển này, thời tiết ôn hòa và giờ đây mới bắt đầu sang mùa hạ, người ta có lý do để hy vọng sẽ không có thay đổi gì lớn về thời tiết ở khu vực này.		-0.3
Bây giờ là bảy giờ sáng, thiếu tá Lafayate và viên thuyền Phó là Riegal ra khỏi ca-bin của họ nằm ở phần trên đuôi tàu.	Hét óra volt, amikor Lafayate kapitány és Riegal másodtiszt kiléptek a naszád hátsó hídja alatti kabinjukból.	0.587847
Các thủy thủ đã hoàn tất công việc lau rửa sàn tàu, những xô nước rửa cuối cùng vừa được trút qua các lỗ thoát nước.	A szolgálatban levő matrózok éppen végeztek a híd felmosásával, s már csak az összesöpört víz csordogált ki a víztorkokon.	0.265
Cùng lúc đó, viên hạ sĩ quan cũng đã thu xếp xong các công việc chuẩn bị sẵn sàng cho lúc nhổ neo.	Ez idő alatt a fedélzetmester intézkedett, hogy mindent készítsenek elő az induláshoz.	0.224096
Mặc dầu giờ xuất phát sẽ vào buổi chiều nhưng mọi việc hầu như đã hoàn tất: buồm đã được kéo ra khỏi bao, các ống thông gió, các la bàn đã được lau chùi bóng lộn, chiếc xuồng lớn đã được kéo lên, còn chiếc xuồng nhỏ thì vẫn còn bập bềnh trên sóng.	Bár csak délután fogják felszedni a horgonyt, kivették tokjaikból a vitorlákat, megtisztogatták a szélfogókat, a tájolóház és a rácsok réz­bevonatát, felhúzták a nagycsónakot tartóira, míg a kisebbik - amelyre még szüksége volt a legénységnek - a vízen maradt.	0.265613
Khi mặt trời đã lên cao, lá cờ hiệu được kéo lên đỉnh cột buồm sau.	Mikor a nap felkelt, a lobogót felhúzták a tatvitorla csonkarúdjára.	0.24
Bốn mươi lăm phút sau, bốn tiếng chuông được vang lên từ phía mũi tàu và các thủy thủ đã sẵn sàng bên cạnh các hàng súng ở mạn tàu.	Háromnegyed órával később négyszer megkongatták a hajó orrában levő harangot, amire az őrségre beosztott matrózok szolgálatba léptek.	0.270677
Sau khi ăn sáng cùng nhau, hai sĩ quan cùng đi lên tháp chỉ huy để xem tình hình thời tiết. ~~~ Sau khi thấy trời quang, biển lặng, họ ra lệnh cho viên hạ sĩ quan cùng lên bờ.	A két tiszt együtt reggelizett, azután visszamentek a hátsó hídra, hogy megvizsgálják a föld felől fújó szélnek köszönhetően meglehetősen tiszta égboltot, majd kiadták a parancsot a fedélzetmesternek, hogy szállítsák őket partra.	-0.042
Suốt cả buổi sáng hôm đó, thuyền trưởng muốn xem xét lại lần cuối ngọn hải đăng và những công trình phụ của nó, là nơi ở của tổ gác và kho chứa lương thực và chất đốt, sau cùng là kiểm tra lại máy móc trên ngọn hải đăng, xem có vận hành tốt không.	Ezen a délelőttön a kapitány még egyszer meg akarta tekinteni a világítótornyot és a toldalék­épületét, amely az őrök szálláshelyének, az élelmiszer- és tüzelőraktárnak adott helyet, vala­mint meg akart győződni a gépek megfelelő működéséről.	0.260816
Bước lên bờ, ông thiếu tá đi cùng viên hạ sĩ quan đến khu xây dựng xung quanh ngọn hải đăng.	Elsőtisztje társaságában tehát partra szállt, s a világítótorony felé vette útját.	0.243529
Mọi người đều tỏ vẻ lo ngại cho ba người gác đèn sắp phải sống trong cảnh cô đơn buồn chán trên đảo.	Útközben a három férfi sorsán töprengtek, akikre az Államok-sziget komor magánya vár.	0.182143
- Ở đây gay đấy - thiếu tá nói - những con người dũng cảm này phải xem như luôn phải đương đầu với nghịch cảnh để sống còn, đấy là cuộc sống của người thủy thủ thời xưa và việc gác hải đăng bây giờ đối với họ chỉ là một sự nghỉ ngơi tạm thời mà thôi.	- Nem lesz könnyű dolguk - mondta a kapitány - Mindenesetre nem szabad elfelejteni, hogy ezek a jóemberek mindig is kemény életet éltek, hiszen többségük tengerész volt. ~~~ Számukra viszonylagos nyugalmat jelent majd ez a szolgálat.	0.0291014
- Đương nhiên là như thế rồi - thuyền phó Riegal lên tiếng - nhưng có sự khác nhau giữa việc gác hải đăng ở một nơi nhiều tàu thuyền qua lại, dễ liên lạc với đất liền và việc gác hải đăng ở nơi hoang đảo cô quạnh, tàu thuyền chỉ thấp thoáng ở xa.	- Bizonyára - felelte Riegal. ~~~ - De más dolog egy olyan világítótornyot őrizni, amely a forgal­mas partokon van, ahonnan könnyen elérhető a szárazföld, és megint más egy lakatlan szi­geten élni, amelyet a hajók csak tájékozódási pontnak használnak, és a lehető legmesszebb­re elkerülnek.	0.0389242
- Tôi đồng ý với ông về điều đó.	- Belátom, Riegal.	0.683333
Vì vậy cho nên cứ ba tháng lại phải thay tổ gác một lần.	Éppen ezért jön három hónap múlva a váltás.	0.186667
Ba người này, Vasquez, Felipe và Moriz sắp bắt đầu nhiệm vụ trong giai đoạn ít gay go nhất.	Vásquez, Felipe és Moriz a legenyhébb évszakban lép szolgálatba.	0.742857
