Trên Sa Mạc Và Trong Rừng Thẳm	﻿ ~~~ HENRYK SIENKIEWICZ	-0.0652174
Tuy nhiên, trong sự phản ánh và đánh giá lịch sử của nhà văn có nhiều điểm cần được xem xét lại.		-0.3
Điều cần lưu ý hơn cả có lẽ là cách nhìn nhận của nhà văn về phong trào khởi nghĩa của các tín đồ Hồi giáo Xuđan dưới sự lãnh đạocủa Mahơđi.		-0.3
Để hiểu rõ vấn đề này, ta cần đi ngược dòng lịch sử vùng Đông Phi, nhất là lịch sử Xuđan.		-0.3
H. Sienkievicz đã không nhìn nhận được bản chất và ý nghĩa tích cực của cuộc khởi nghĩa, đánh giá phong trào cũng như bản thân các lãnh tụ của cuộc khởi nghĩa một cách thiếu thiện cảm.		-0.3
Nhưng điều đó không cản trở bạn đọc yêu thích cuốn sách, bởi vì là một tác phẩm văn học rất hấp dẫn, và giá trị của món quà mà văn hào tặng cho các bạn trẻ (và không chỉ cho các bạn trẻ) vẫn mãi mãi là tuyệt diệu! ~~~ Trên Sa Mạc Và Trong Rừng Thẳm ~~~ 		-0.3
Henryk Sienkiewicz	Mészáros István	0.3
		0.3
		0.3
 ~~~ 	I.	0
 ~~~ Chương 1: ~~~ 		-0.3
 ~~~ -E m biết không, Nen, - Xtas Tarcôpxki nói với cô bạn gái người Anh bé nhỏ của mình.	- Hallottad, Nel - szólt Staś Tarkowski barátnőjéhez, a kis angol leánykához -, tegnap zabtjék (rendőrök) jöttek, s letartóztatták Smain felügyelő feleségét és három gyermekét.	-0.0732759
- Hôm qua, cảnh sát đã tới bắt vợ viên quản lí Xmainơ cùng với ba đứa con của mụ ta, chính cái mụ Phátma đã mấy lần tới văn phòng của ba anh và ba em đấy. ~~~ - E ~~~ 	Azt a Fatmét, aki már néhányszor bent járt az irodában apádnál meg az enyémnél is.	-0.210127
Còn Nen, cô bé đẹp như một bức tranh, thì ngước cặp mắt màu lục nhạt của mình lên nhìn Xtas và hỏi vẻ vừa ngạc nhiên vừa sợ hãi: ~~~ 	Olyan volt ez a kicsi Nel, mint egy gyönyörű kép, ahogy most Staśra emelte zöldes szemecskéjét, s félig csodálkozva, félig félelemmel kérdezte:	-0.00882353
- Thế họ bắt bà ta bỏ tù à, anh?	- Bezárták a börtönbe?	0.7625
- Không, nhưng họ không cho phép mụ ta đi khỏi Xuđan.	- Nem, de nem engedik el Szudánba.	0.425
Đồng thời có một nhân viên tới đây để canh không cho mụ ta rời một bước khỏi Port Xaiđơ.	Egy hivatalnokot rendeltek mellé, aki vigyáz rá, hogy ki ne mozduljon Port Saidból.	0.415602
- Sao vậy hả anh?	- Miért?	1
Xtas, cậu thiếu niên vừa hết tuổi mười bốn, tuy rất yêu mến cô bạn gái tám tuổi của mình, song vẫn xem đó chỉ là một đứa bé non nớt, liền nói với vẻ mặt rất kiêu: ~~~ 	A tizennégy éves Staś nagyon szerette a nyolcéves játszótársát, de még kisgyereknek tartotta, ezért öntelt képpel felelte:	-0.0819328
- Khi nào lớn như anh, em sẽ biết không những chỉ mọi chuyện xảy ra dọc kênh đào này, từ Port Xaiđơ đến Xuê(1) mà còn cả trên toàn bộ đất Ai Cập nữa.	- Ha olyan idős leszel, mint én, te is tudni fogsz mindent, ami nemcsak a csatorna mentén Port Saidtól Szuezig, hanem egész Egyiptomban történik.	0.461538
Thế em không biết gì về Mahơđi hay sao?	Hát semmit sem hallottál Mahdiról?	0.229412
- Em nghe nói là ông ta xấu xí và không ngoan.	- Hallottam, hogy csúnya és illetlen.	0.651429
Cậu bé mỉm cười thương hại.	A fiú szánakozva elmosolyodott.	0.26129
- Hắn ta có xấu xí hay không thì anh không biết.	- Hogy csúnya-e, azt nem tudom.	0.503571
Những người dân Xuđan thì quả quyết rằng hắn ta đẹp tuyệt vời.		-0.3
Nhưng bảo kẻ đã giết hại ngần ấy ngườ i là “không ngoan” thì chỉ có thể là một cô nhóc con tám tuổi mặc váy ngắn mà thôi. ~~~ Đấy, chỉ ngắn tới đầu gối là cùng.	A szudániak azt mondják, hogy gyönyörű, de csak egy nyolcesztendős, rövid szoknyás kislány képes illetlennek nevezni valakit, aki annyi embert lemészárolt.	-0.00971223
- Ba em bảo thế, ba em biết giỏi nhất.	- Apuska mondta, pedig ő a legjobban tudja!	0.617544
- Ba bảo em thế vì nói cách khác thì em không hiểu nổi.	- Azt csak azért mondta, mert másképp nem értetted volna meg.	0.544643
Giá nói với anh thì ba em đã chẳng bảo thế.	Nekem másképp mondta volna.	0.0777778
Mahơđi còn tệ hơn cả một bầy cá sấu.	Mahdi gonoszabb, mint egy sereg krokodilus.	0.261538
Hiểu chưa?	Érted?	0.1125
“Không ngoan!” Hay thật!	Szép kis „illetlenség”.	0.289286
Nói như với bọn trẻ con mới đẻ ấy.	Ezt csak a pólyás babáknak mondják.	0.24
Song chợt nhìn thấy vẻ mặt xịu đi của cô bé, Xtas liền nín bặt, sau đó nói tiếp:	De látva a kislány borús arcocskáját, elhallgatott, majd így szólt:	0.195455
 ~~~ - Nen, em biết đấy, anh đâu muốn nặng lời với em.	- No, nem akartalak bántani, Nel, leszel még te is tizennégy éves.	0.0987179
Sẽ đến lúc cả em nữa cũng sẽ mười bốn tuổi.		-0.3
Anh cam đoan với em như thế.	Ezt biztosra ígérem.	0.185714
- Thế cơ!	- Az ám!	0.9375
- Cô bé đáp với cái nhìn đầy lo lắng.		-0.3
Nhưng nếu như trước đó Mahơđi tiến được vào Port Xaiđơ và ăn thịt em mất thì sao nào?	- szólt a kislány aggodalmaskodó tekintettel - de addig Mahdi betör Port Saidba, és megesz!	0.440512
- Mahơđi không phải là kẻ ăn thịt người, nên hắn không ăn thịt dân chúng mà chỉ giết hại họ thôi.	- Mahdi nem emberevő, tehát nem eszik emberhúst. ~~~ Az embereket csak meggyilkolja.	-0.05
Hắn cũng chẳng tiến nổi tới Port Xaiđơ, mà nếu như hắn có tiến vào được và muốn giết em, thì trước hết hắn phải đấu với anh đã.	Port Saidba sem tör be, de ha betörne is, és téged meg akarna ölni, előbb velem gyűlne meg a baja.	0.229064
Lời tuyên bố đó cùng với tiếng không khí được hít mạnh vào mũi Xtas không hứa hẹn một điều gì tốt lành cho Mahơđi, đã khiến Nen yên tâm về sự an toàn của bản thân mình.	Ez a kijelentés, valamint az a Mahdi számára baljós süvöltés, ahogyan Staś a levegőt orrába szívta, teljesen megnyugtatta Nelt saját biztonsága felől.	0.208333
- Em biết, - cô bé nói, - anh chẳng chịu nộp em đâu, phải không?	- Tudom - ismerte el -, te nem hagynád, hogy bántsanak.	0.6875
Thế nhưng tại sao người ta lại không cho bà Phátma rời khỏi Port Xaiđơ?	De miért nem engedik el Fatmét Port Saidból?	0.369919
- Bởi vì mụ ta là em họ của Mahơđi. ~~~ Chồng mụ ta, gã Xmainơ hứa với chính phủ Ai Cập ở Cairô rằng y sẽ tới Xuđan, nơi Mahơđi đang ở, để xin tự do cho tất cả những người u bị rơi vào tay hắn.	- Mert Fatme Mahdi unokahúga, Smain pedig, a férje azt ígérte az egyiptomi kormánynak Kairóban, hogy elmegy Mahdihoz Szudánba s rábírja, bocsásson szabadon minden európai foglyot.	-0.00271084
- Cái ông Xmainơ ấy là người tốt hả anh?	- Akkor hát Smain jó?	0.425
- Khoan đã nào.	- Várj csak!	0.95
	A te apád is meg az enyém is nagyon jól ismerik Smaint, egyáltalán nem bíztak benne, s Nubar pasát is figyelmeztették, hogy ne higgyen neki.	-0.3
	De a kormány ráállt, hogy Smaint küldjék ki, s ő immár fél esztendeje Mahdinál van.	-0.3
Ba em và ba anh, những người hiểu rõ Xmainơ, hoàn toàn không tin hắn ta chút nào, và đã khuyên pasa(2) Nubarơ chớ có tin y. Nhưng chính phủ vẫn đồng ý cử Xmainơ đi, và thế là đã nửa năm nay Xmainơ ở tịt chỗ Mahơđi.	A foglyok pedig nemcsak hogy nem jöttek haza, hanem jelentés érkezett Kartúmból, hogy a mahdisták egyre kegyetlenebbül bánnak velük, Smain pedig a rengeteg pénzt zsebre vágta, a kormányt jól becsapta, és teljesen Mahdihoz pártolt, aki kinevezte emírré.	0.288
Tù binh không những không được thả về mà lại có tin từ Khactum cho biết rằng, bọn Mahơđi đối xử với họ ngày một tàn tệ hơn, còn lão Xmainơ thì sau khi cuỗm tiền của chính phủ đã phản bội.	Azt mondják, hogy abban a véres csatában, melyben Hicks tábornok is elesett, Smain volt Mahdi tüzérségének vezére, s ő tanította meg a mahdistákat az ágyúval bánni, mert azelőtt nem értettek hozzá.	0.262903
Hắn hoàn toàn ngả hẳn về phía Mahơđi và đã được phong tước emia2.	Most pedig Smain azon töri a fejét, hogy feleségét és gyermekeit kiszabadítsa Egyiptomból.	0.260526
Người ta còn nói rằng, trong trận đánh khủng khiếp mà tướng Hicxơ bị tử trận, chính Xmainơ đã chỉ huy pháo binh của quân Mahơđi, và hình như chính hắn là kẻ đã dạy cho bọn Mahơđi cách sử dụng đạ i bác, loại vũ khí mà trước đó, vốn là những kẻ mọi rợ, chúng hoàn toàn không biết đến.		-0.3
Bây giờ, lão Xmainơ đang muốn đưa vợ con thoát khỏi Ai Cập, cho nên khi mụ Phátma, con người ngay từ đầu hẳn đã biết mọi chuyện mà Xmainơ làm, muốn bí mật chuồn khỏi Port Xaiđơ, thì chính phủ liền bắt giữ mụ ta cùng các con mụ lạ i.	Amikor Fatme, aki nyilván előre tudta, mire készült Smain, gyermekeivel együtt meg akart szökni Port Saidból, a kormány elfogatta.	0.122727
- Nhưng chính phủ sẽ được gì ở bà Phátma và lũ con của ba ta hở anh?	- No és mi haszna a kormánynak Fatméből és a gyerekeiből?	0.444444
- Chính phủ sẽ nói với Mahơđi: “Hãy trả cho chúng ta các tù binh của ngươi, chúng ta sẽ trả mụ Phátma cho ngươi...” Câu chuyện tạm bị gián đoạn vì lúc này Xtas chợt chú ý đến những con chim đang bay từ phía Êchtum Om Pharagơ về phía hồ Mendalê.	- A kormány majd azt mondja Mahdinak: „Add vissza a foglyokat, s mi kiadjuk Fatmét...” ~~~ A beszélgetés itt egyelőre megszakadt, mert Staś figyelmét egy madárraj foglalta le, mely Ehtum om Farag felől a Manzalai-tó irányába repült.	-0.034507
Chúng bay khá thấp, trong bầu không khí trong vắt trông rõ mấy con bồ nông với chiếc cổ cong gập lại sát lưng đang khoan thai vỗ những đôi cánh khổng lồ.	A madarak elég alacsonyan húztak, a tiszta levegőben világosan fel lehetett ismerni néhány pelikánt, amint hátukra hajtott nyakkal, lassan lengetik óriási szárnyukat.	0.288535
Xtas dõi theo đường bay của chúng, em ngẩng đầu lên, chạy mươi bước dọc theo bờ kênh, vừa chạy vừa vung vẩy đôi tay.	Staś mindjárt utánozni kezdte röptüket, hátraszegte fejét, s szökdécselve futott a gáton néhány lépést, miközben széttárt karjait lengette.	0.274419
- Nhìn kìa anh, có cả chim hồng hạc đang bay nữa kìa!	- Nézd, flamingók is repülnek!	0.55
- Nen bỗng kêu lên.	- kiáltotta Nel.	0.975
Xtas đứng sững ngay lại, vì quả thực phía sau đàn bồ nông, nhưng cao hơn chúng một tí, có thể trông thấy hai đoá hoa lớn màu hồng và màu đỏ thắm dường như đang treo lơ lửng trên nền trời xanh thẳm.	Staś nyomban megállt, mert a pelikáncsapat mögött, valamivel magasabban, csakugyan mintha két óriási, bíborban játszó, rózsaszínű virág függött volna a kék égbolton.	0.208537
- Hồng hạc!	- Flamingók!	1.27692
Chim hồng hạc!	Flamingók!	0.175
- Chiều chiều chúng nó thường bay về tổ của chúng trên vùng đảo đấy, - cậu bé thốt lên.	- Ezek estére visszatérnek a szigetekre, a fészkükbe. ~~~ Hej, ha puskám volna!	0.0254902
- Ôi, giá mà anh có khẩu súng nhỉ.	- Miért lőnéd le őket?	0.630435
- Anh bắn chúng nó làm gì cơ?	- A nők nem értenek ehhez.	0.653571
- Phụ nữ không thể hiểu được những chuyện ấy đâu.	De menjünk tovább, talán többet is látunk.	0.164286
Nhưng thôi, chúng mình đi tiếp đi, có thể sẽ trông thấy chúng nhiều hơn nữa chăng.	Azzal kézen fogta a kisleányt, s elindultak a gáton a Port Said mögötti első csatornaállomás felé.	0.29
Vừa nói em vừa dắt tay cô bé; cả hai đi về phía bến tầu đầu tiên trên kênh đào tiếp sau cảng PortXaiđơ.	A szerecsen Dinah, a kis Nel hajdani dajkája követte őket.	-0.045283
Theo sau lưng chúng là bà Đina, một phụ nữ da đen, ngày trước từng là nhũ mẫu của cô bé Nen.	A Manzalai-tó vizét a csatornától elválasztó töltésen haladtak.	0.147692
Họ đi dọc bờ đập ngăn nước hồ Mendalê với kênh đào, trong kênh lúc ấy đang có một chiếc tầu thuỷ lớn chạy bằng hơi nước của Anh được hoa tiêu dẫn đi.	A csatornán éppen akkor siklott tova egy hatalmas angol gőzhajó, melyet a révkalauz kormányzott.	0.0233333
Chiều xuống.	Estére járt az idő.	0.225
Mặt trời hãy còn cao nhưng đã ngả về phía hồ. ~~~ Làn nước lợ mằn mặn của hồ loang loáng ánh sáng và lung linh phản chiếu muôn sắc cầu vồng.	A nap még elég magasan állt ugyan, de már a tó felé vette útját, melynek arányló sós vize a pávatoll minden színében játszott.	-0.0282178
Bên bờ phía Ả Rập, trải dài đến hút tầm mắt là sa mạc trơ trụi, câm lặng, chết chóc, đầy vẻ hằn thù.	Az arab parton, ameddig a szem ellátott, vészjósló, fakósárga, kihalt homoksivatag terült el.	0.205618
Giữa bầu trời thuỷ tinh dường như chết cứng và cái mênh mông vô bờ bến của mặt cát gợn sóng không hề có một dấu hiệu gì của sự sống.	Az élettelen, szinte üvegszerű égbolt és a végtelen, fodros homoktenger között nyoma sem volt élőlénynek.	0.154369
Trong lúc trên mặt kênh đào cuộc sống đang sôi sục, thuyền bè tấp nập, vang rộn tiếng còi tầu, và trên hồ Mendalê hàng đàn hải âu và vịt trời đang nhộn nhịp đảo chao trong ánh mặt trời, thì phía bên kia, phía bờ Ả Rập lại giống hệt như xứ sở của cái chết.	Míg a csatornán pezsgett az élet, nyüzsögtek a csónakok, gőzhajók szirénái hasogatták a levegőt, a Manzalai-tó felett pedig sirály- és vadkacsacsapatok villóztak a napfényben - addig az arab part mintha a halál birodalma lett volna.	0.207373
Chỉ khi mặt trời xuống thấp dần và ngày càng ngả sang màu đỏ thì mặt cát mới dần dần nhuốm màu tim tím, màu tím của những mầm cây non trong các khu rừng Ba Lan về mùa thu.	Csak mikor a nap hanyatlani kezdett s egyre vörösebbé vált, öltött lilás színt a sivatag homokja, mint amilyenben a lengyel erdőkben ősszel az avar pompázik.	0.221379
Trong khi đi về phía bến tầu, bọn trẻ còn trông thấy vài con chim hồng hạc nữa mà chúng vui sướng ngắm không chán mắt.	A kikötő felé lépegetve láttak még néhány flamingót, s boldogan gyönyörködtek bennük, de ekkor Dinah kijelentette, hogy Nelnek haza kell mennie.	0.276563
Sau đó, bà Đina nói rằng đã đến lúc phải quay về nhà. ~~~ Ở Ai Cập ban ngày thường nóng nực (thậm chí cả trong mùa đông), nhưng ban đêm lại rất lạnh, mà sức khoẻ của Nen thì lại đòi hỏi phải hết sức giữ gìn, nên ông Rôlixơn, cha của cô bé, không cho phép cô ở lại trên bờ nước sau khi mặt trời lặn.	Egyiptomban a gyakran még télen is perzselő nappalokat a nap leáldoztával hűvös este követi, mivel pedig Nel egészségi állapota óvatosságot követelt, édesapja, Rawlison úr nem engedte meg, hogy naplemente után a parton tartózkodjék.	-0.0306818
Họ bèn quay trở về thành phố. ~~~ Vila của ông Rôlixơn nằm ngay rìa thành phố, gần bờ kênh đào.	Visszafordultak hát a város felé, melynek szélén, a csatorna közelében állt Rawlison villája, s mire a nap a tó vizébe merült, már otthon is voltak.	-0.0509709
Khi mặt trời lặn xuống biển, họ đã về tới nhà.	Csakhamar meg­érke­zett Staś édesapja, Tarkowski mérnök is, akit szintén meghívtak estebédre.	0.0964286
Một lát sau, kĩ sư Tarcôpxki, cha của Xtas, được mời đến dự bữa cơm, cũng tới, và thế là cả nhà, cùng với cô Oliviơ, cô gia sư người Pháp của Nen, ngồi vào bàn ăn.	Mikor tehát mind­nyájan együtt voltak, Nel francia tanítónőjével, Olivier kisasszonnyal együtt asztalhoz ültek.	0.114545
Đã từ nhiều năm nay, ông Rôlixơn, một trong các giám đốc của công ti kênh đào Xuê, và ông Vlađixlap Tarcôpxki, kĩ sư trưởng của công ti này, kết thân với nhau.	Rawlison, a Szuezi Társaság egyik igazgatója és Władyslaw Tarkowski, a Társaság főmér­nöke, már hosszú évek óta a legszorosabb barátságban éltek.	0.248276
Cả hai đều goá vợ: bà Tarcôpxca, vốn dòng dõi người Pháp, đã mất ngay từ khi Xtas vừa chào đời, nghĩa là hơn mười ba năm về trước, còn mẹ của Nen thì qua đời vì bệnh phổi tại Hêluankhi cô bé mới lên ba.	Mindketten özvegyek voltak, de míg a francia származású Tarkowska asszony akkor halt meg, mikor Staś a világra jött, tehát már több mint tizenhárom éve, addig Nel édesanyja lassú sorvadásban, Heluánban hunyt el, éppen mikor leánykája hároméves volt.	0.281081
Ở Port Xaiđơ, hai ông bố goá vợ sống trong hai ngôi nhà cạnh nhau, và do công việc của mình, ngày nào họ cũ ng gặp nhau.	A két jóbarát egymás tőszomszédságában lakott Port Saidban, s foglalkozásuk is naponta összehozta őket.	0.435294
Nỗi bất hạnh chung khiến họ xích lại gần nhau hơn và làm cho tình bạn vốn có càng thêm bền chặt.	A közös balsorsban még közelebb kerültek egymáshoz, s még szorosabbra fűződött régi barátságuk.	0.272165
Ông Rôlixơn yêu Xtas như con đẻ, còn ông Tarcôpxki thì sẵn sàng nhảy vào lửa và lao xuống nước vì cô bé Nen.	Rawlison úgy megszerette Staśt, mintha édesfia lett volna, Tarkowski pedig tűzbe-vízbe ment volna a kis Nelért.	0.265049
Sau khi kết thú c công việc hàng ngày, phút nghỉ ngơi thú vị nhất đối với họ là được trò chuyện về bọn trẻ, về việc giáo dục và về tương lai của chúng.	Napi munkájuk végeztével, az esti pihenés óráiban az volt legkedvesebb szórakozásuk, hogy a gyerekekről, neveltetésükről és jövőjükről beszélgettek.	0.258
Trong những câu chuyện đó, ông Rôlixơn thường khen ngợi năng khiếu, nghị lực và lò ng can đảm của Xtas, còn ông Tarcôpxki thì lại say sưa với khuôn mặt thiên thần ngọt ngào của Nen.	Az ilyenfajta beszélgetések során Rawlison rendszerint Staś okosságát, ügyességét és erélyességét magasztalta, míg Tarkowski a bájos kis Nel angyali arcocskájáért és jóságáért lelkesedett.	0.292105
Và cả hai điều ấy đều là sự thật.	Egyiknek is, másiknak is igaza volt.	0.218182
Tuy hơi kiêu căng và hơi khoác lác một chút, nhưng Xtas học rất giỏi và các thầy giáo ở trường học dạy tiếng Anh tại Port Xaiđơ, nơi cậu bé học, đều công nhận rằng em có những năng khiếu khác thường.	Staś kissé elbizakodott volt, szeretett hencegni, ámde kitűnően tanult, s a Port Said-i angol iskola tanárai gyakran dicsérték rendkívüli tehetségét.	0.283417
Nếu nói về lòng dũng cảm và tính tháo vát thì em được thừa hưởng ở người cha, vì ông Tarcôpxki có được những đức tính ấy ở trình độ cao, và cũng chính nhờ có chúng mà ông đã vươn tới cương vị cao cấp hiện tại.	Bátorságát és talpraesettségét édesapjától örökölte. ~~~ Tarkowski ugyanis bővében volt e szép tulajdonságoknak, s főleg ezeknek köszönhette jelenlegi magas állását.	-0.0625
Năm 1863(4), ông đã chiến đấu suốt mười một tháng liền không ngơi nghỉ, sau đó ông bị thương, bị bắ t, rồi bị đầy đi Xibia, ông chạy trốn về Ba Lan rồi thoát ra nước ngoài.	1863-ban tizenegy hónapon át körömszakadtáig harcolt. ~~~ Később megsebesült, fogságba esett, Szibériába száműzték, de Oroszország legmélyebb belsejéből megszökött, s sikerült külföldre menekülnie.	-0.00625
Trước khi tham gia khởi nghĩa, ông đã tốt nghiệp kĩ sư, nhưng sau đó, ông còn dành thêm một năm nữa để nghiên cứu thuỷ lực học.	Mikor a felkelés zászlaja alá állt, már kész mérnök volt, de most még egy esztendőt vízi építészeti tanulmányainak szentelt.	0.255738
Rồi sau đó, ông tìm được việc làm ở kênh đào, và chỉ trong vài năm, khi người ta đã đánh giá được sự am tường công việc, nghị lực cùng tính cần cù của ông, ông được nhậ n cương vị kĩ sư trưởng cao quý ấy.	A Szuezi-csatorna építésénél kapott állást, s néhány év múlva, miután szaktudását s kitartó szorgalmát megismerték, elnyerte a magas főmérnöki tisztet.	0.145098
Xtas được sinh ra, nuôi dưỡng và lớn đến năm mười bốn tuổi ngay tại hải cảng Port Xaiđơ trên kênh đào, nên các kĩ sư, bạn đồng nghiệp của cha em, thường gọi em là “đứa con của sa mạc”.	Staś Port Saidban született, s ott nevelkedett a csatorna mellett, ott érte meg tizennegyedik életévét. ~~~ Apjának mérnök társai ezért a sivatag gyermekének nevezték.	-0.0496815
Khi đang đi học, thỉnh thoảng, trong những dịp nghỉ hè hay nghỉ lễ, em lại được cùng với cha hoặc ông Rôlixơn tham gia các chuyến đi công vụ của họ từ Port Xaiđơ đến tận Xuê để kiểm tra công việc trên bờ kênh cùng việc nạo vét lòng kênh.	Később, már iskolás fiú korában, a szünidők alatt gyakran elkísérte apját vagy Rawlison urat távoli kirándulásokra, a csatorna mentén Port Saidtól egészen Szuezig, mert a mérnököknek időnként hivatalból ellenőrizniük kellett a gátépítési és kotrási munkálatokat.	0.383333
Em quen hết thảy mọi người, từ các kĩ sư và nhân viên thuế quan, đến công nhân, những người Ả Rập và người da đen.	Ismert is mindenkit, a szakosztály minden tisztviselőjét, mérnökét és munkását, arabokat és négereket egyaránt.	0.254054
Em “lùng sục” khắp nơi mọi chốn, tại bất cứ nơi nào đặt chân tới, và dần dần tiến hành những chuyến đi dài dọc theo bờ kênh, đi thuyền trên hồ Mendalê và nhiều lần bơi thuyền ra khá xa.Em đã từng vượt sang phía bờ Ả Rập, và nhảy đại lên lưng một con ngựa của ai đó, hoặc nếu thiếu ngựa thì lạc đà hay thậm chí cả lừa cũ ng được, đóng vai một tay kị sĩ dũng cảm của sa mạc.		-0.3
Tóm lại, nói như ông Tarcôpxki, em “chui rúc” khắ p mọi nơi, và hễ rảnh rỗi một chút ngoài giờ học là lại lần ngay ra bờ nước.	Mindenütt ott lábatlankodott, mindenüvé befurakodott, kirándult a töltésen jó messzire, csónakázott a Manzalai-tavon, s néha bizony nagyon is mélyen bemerészkedett.	0.261702
Người cha không ngăn cản chuyện đó, vì ông hiểu rằng, việc chèo thuyền, cưỡi ngựa và sự tiếp xúc thường xuyên với không khí trong lành sẽ củng cố thêm sức khoẻ của đứa trẻ, đồng thời phát triển tính tháo vát của nó.	Átkelt az arab partra, s ha megkaphatta bárkinek a lovát vagy a tevéjét vagy akár csak a szamarát, legott felpattant rá, sivatagi harcosnak képzelte magát, s - ahogy Tarkowski mondta - ficánkolt, mint egy vad csikó.	0.217617
Xtas cao và khoẻ hơn nhiều so với những đứa trẻ cùng tuổi, và chỉ cần nhìn vào cặp mắt cậu bé cũng có thể dễ dàng đoán được rằng, nếu lâm vào một chuyện hiểm nguy nào đó thì chắc hẳn cậu bé sẽ dễ phạm sai lầm do quá hăng hái hơn là vì khiếp sợ.	Általában minden szabad idejét a vízparton töltötte. ~~~ Édesapja nem is ellenezte ezt, mert tudta, hogy az evezés, a lovaglás, általában a szabad levegőn való tartózkodás erősíti szervezetét, s növeli, kifejleszti talpraesettségét.	-0.0351351
Mới mười bốn tuổi đầu, em đã là một trong những tay bơi lội giỏi nhất ở Port Xaiđơ, điều này không phải là chuyện xoàng,bởi dân Ả Rập và người da đen vốn bơi lội giỏi như cá.	Staś valóban magasabb, erősebb volt a korabeli fiúknál, s elég volt a szemébe nézni, hogy az ember meggyőződjék róla, ez a fiú bármilyen baj esetén inkább vakmerőségével követhet el hibát, mintsem félénkségével.	0.289447
Trong khi nhả đạn vào lũ vịt trời và ngỗng trời Ai Cập bằng khẩu súng săn cỡ nhỏ, cậu bé đã rèn luyện cho mình có được cánh tay và con mắt bắn trăm phát trăm trúng.	Tizennégy éves korában Port Saidban a legjobb úszók egyike volt, ami nagy szó, mert az arabok meg a négerek úgy úsznak, mint a hal.	0.142373
Em ước ao một ngày nào đó sẽ được đi săn các loài thú lớn ở Trung Phi, háo hức lắng nghe chuyện những người Xuđan làm thuê ở vùng kênh đào, những người này đã từng gặp thú dữ và bọn thú da dầy khổng lồ tại quê hương họ.		-0.3
Điều này còn có thêm một cái lợi nữa là vừa nghe chuyện, cậu bé vừa học được ngôn ngữ của họ.	Kicsiny karabélyából mindig golyóval lövöldözött vadkacsákra és egyiptomi ludakra, ily módon a céllövést nagy tökélyre vitte.	0.253636
Kênh đào Xuê không những chỉ đào thông là xong mà còn đòi hỏi phải thường xuyên chăm lo tu sửa, vì nếu không thì chỉ trong vòng một năm thôi, cát từ các sa mạc nằm dọc hai bờ kênh sẽ lấp biến nó đi.	Vágyainak netovábbja az volt, hogy egykor nagyvadra vadászhasson Közép-Afrikában, mohó figyelemmel hallgatta hát a csatornánál dolgozó szudániak elbeszéléseit, akik hazájukban gyakran találkoztak nagyragadozókkal és vastagbőrűekkel.	0.280465
