Jane Austen	Jane Austen
Lizzy sem­mi­vel sem kü­lönb a töb­bi­nél; kö­zel sem olyan szép, mint Jane, és kö­zel sem olyan jó ke­dé­lyű, mint Lydia.	Lizzy không có gi hơn những đứa kia cả, và tôi thấy nó không đẹp bằng nửa Jane, không tươi tắn bằng nửa Lydia, nhưng ông vẫn luôn thương nó hơn cả!
Per­sze ma­gá­nak min­dig Lizzy volt a ked­ven­ce.	- Thế bà cho rằng những đứa kia có gì đáng giới thiệu?
– Mond­ja, Bennet, mi­ért rá­gal­maz­za meg így tu­laj­don gyer­me­ke­it?	- Ông Bennet, làm thế nào mà ông lại có thể sỉ nhục con cái như thế ?
Ab­ban le­li örö­mét, hogy en­gem gyö­tör.	Ông cứ trêu cho tôi bực mình để làm vui thôi.
– Re­mé­lem, túl­éli, és meg­éri még, hogy sok fi­a­tal­em­ber köl­tö­zik er­re a kör­nyék­re, aki­nek négy­ezer font az évi jö­ve­del­me.	- Nhưng tôi mong bà sẽ sớm vượt qua, và tiếp tục sống để thấy nhiều thanh niên có bốn nghìn bảng mỗi năm đến cư ngụ ở vùng này.
– Hi­á­ba jön­né­nek hú­szan is ide, ha nem akar­ja őket meg­lá­to­gat­ni.	- Nếu có hai chục người như thế đến đây nhưng ông không chịu gặp gỡ họ thì cũng vô ích thôi.
Mr. Bennet al­ka­tá­ban oly kü­lö­nös mó­don ke­ve­re­dett a für­ge el­me, a gu­nyo­ros mo­dor, a tar­tóz­ko­dás és a sze­szély, hogy fe­le­sé­ge hu­szon­há­rom évi ta­pasz­ta­lat után sem ér­tet­te meg jel­le­mét.	Cá tính của ông Bennet là sự pha trộn giữa láu lình, trào phúng châm biếm, dè dặt, và thất thường, đến nỗi mấy chục năm sống chung vẫn không đủ cho bà vợ hiểu nổi ông.
2. FEJEZET	Chương 2
Mr. Bennet az el­sők kö­zött tet­te tisz­te­le­tét Mr. Bing­ley­nél.	Ông Bennet là một trong số những người đi thăm viếng Bingley sớm nhất.
– Csak nem kép­ze­led, hogy Mrs. Long ezt meg­ten­né?	- Mẹ không tin bà Long sẽ làm như thế.
Ön­ző, kép­mu­ta­tó nő­sze­mély, nem vá­rok tő­le sem­mi jót.	Bà ta là một con người ích kỉ, đạo đức giả, không tin được.
Mrs. Bennet nem mél­tat­ta fér­jét vá­lasz­ra, de mi­vel nem tu­dott ma­gán ural­kod­ni, egyik lá­nyá­ba kö­tött be­le:	Bà Bennet không màng trả lời, nhưng không thề dằn lòng, bà quay sang mắng các cô con gái.
– Kitty meg­gon­do­lat­la­nul szo­kott kö­hög­ni – je­gyez­te meg az ap­ja –, nem a kel­lő idő­ben.	- Kitty ho không được kín đáo gì cả, ho không đúng lúc.
– Nem szó­ra­ko­zás­ból kö­hö­gök – fe­lel­te Kitty dur­cá­san.	Kitty trả lời một cách khổ sở:
– Mi­kor lesz a kö­vet­ke­ző bál, Lizzy?	- Con đâu có vui gì mà ho như thế chứ.
– Igen, ak­kor!	- Hai tuần nữa.
– ki­ál­tott Mrs. Bennet.	Bà mẹ thảng thốt nói:
– Így hát, drá­gám, le­főz­he­ti a ba­rát­nő­jét, mert ma­ga mu­tat­hat­ja be ne­ki Mr. Bingleyt.	- Vậy thì bà có lợi thế hơn so với bạn của bà, cứ giới thiệu Mr Bingley với con nhỏ.
– Le­he­tet­len, Bennet, le­he­tet­len, hi­szen ma­gam sem is­me­rem.	- Không thể được, ông ạ, không thể được, khi tôi vẫn còn chưa quen biết anh ta.
Mi­ért kí­noz ennyi­re?	Sao ông có thể đùa cợt như thế?
– Lám, ez meg­fon­tolt be­széd.	- Tôi khen bà đã thận trọng.
Két­he­ti is­me­ret­ség va­ló­ban igen rö­vid – ennyi idő alatt nem le­het egy em­bert ki­is­mer­ni.	Ta không thể biết người mà ta mới quen nghĩ gì chỉ sau có hai tuần, Nhưng nếu ta không bạo dạn, người khác sẽ đánh bạo làm.
De ha mi nem vál­lal­juk, lesz más, aki vál­lal­ja.	Dù sao đi nữa bà Long và hai cô cháu cũng muốn thử thời vận.
A le­á­nyok ap­juk­ra bá­mul­tak.	Các cô gái nhìn chằm chằm ông bố.
Mrs. Bennet csak ennyit mon­dott:	Bà Bennet chỉ nói:
– kér­dez­te Mr. Bennet.	- Bà nói thế có nghĩa gì?
– Ta­lán os­to­ba­ság­nak tart­ja a be­mu­tat­ko­zás for­ma­sá­ga­it és je­len­tő­sé­gét?	Bà có nghĩa rằng cách thức giới thiệu và sự căng thẳng trong việc này là vô lý không?
Eb­ben nem ér­tek egyet tel­je­sen ma­gá­val.	Tôi không thể đồng ý với bà về điểm này.
Mi a vé­le­mé­nyed, Mary?	Mary con có ý kiến gì không?
Tu­dom, hogy a kis­asszony so­kat töp­reng, ko­moly köny­ve­ket ol­vas, és ki­vo­na­tot ké­szít be­lő­lük.	Bố biết con thích suy nghĩ chín chắn, thích đọc sách hay, lại hay trích dẫn từ sách vở mà.
Mary va­la­mi na­gyon oko­sat akart fe­lel­ni, de nem tud­ta, mit.	Mary muốn nói điều gì đấy hợp lý, nhưng không thể nghĩ ra.
– Ezt iga­zán saj­ná­lom; de mi­ért nem szólt ne­kem előbb?	- Tôi lấy làm tiệc nghe bà nói như thế, nhưng tại sao bà không nói lúc trước?
Ha dél­előtt tud­tam vol­na, sem­mi eset­re sem lá­to­ga­tom meg.	Nếu sáng nay tôi biết như vậy, chắc chắn tôi đã không đi gặp anh ta.
Kár, hogy így tör­tént; de mi­vel már tisz­te­le­te­met tet­tem ná­la, nem zár­kóz­ha­tunk el az is­me­ret­ség elől.	Thật là vô phúc, nhưng vì tôi đã gặp anh ta, bây giờ chúng ta không thể tránh khỏi mối quen biết này.
A höl­gyek meg­le­pőd­tek – Mr. Bennet ép­pen ezt akar­ta el­ér­ni -; fe­le­sé­ge ta­lán a le­á­nya­in is túl­tett, bár ami­kor az el­ső öröm­ki­tö­rés le­csen­de­se­dett, ki­je­len­tet­te, hogy kez­det­től fog­va ezt vár­ta.	Sự kinh ngạc của các cô gái chính là điều mà ông mong muốn; riêng bà Bennet còn kinh ngạc hơn cả các cô con gái, tuy nhiên sau những khoảnh khắc xáo động là niềm vui; bà cho rằng đấy là việc bà vẫn hằng mong muốn.
– Mi­lyen ked­ves ma­gá­tól, drá­ga Bennet!	- Ông Bennet yêu dấu, ông tốt bụng làm sao!
Tud­tam, hogy vé­gül en­ged a rá­be­szé­lés­nek.	Nhưng tôi biết cuối cùng tôi vẫn phải thuyết phục ông.
Tud­tam, job­ban sze­re­ti ma­ga a lá­nya­it, sem­hogy ilyen is­me­ret­sé­get el­sza­lasszon.	Tôi biết rõ ông rất thương các con, nên ông không thể bỏ qua mối quen biết như thế này.
Ó, mi­lyen bol­dog va­gyok!	Thật là tôi vui quá!
És hogy meg­tré­fált ben­nün­ket!	Ông Bennet quay qua Kitty và nói:
– Nem tu­dom, va­la­ha is meg­há­lál­hat­já­tok-e a jó­sá­gát – vagy akár az enyé­met is.	Mẹ không hiểu các con sẽ đền đáp tấm lòng chăm lo của bố các con ra sao, ngay ngay cả mẹ cũng không biết.
Lydia, szí­vem, bár te vagy a leg­fi­a­ta­labb, biz­tos­ra ve­szem, hogy Mr. Bingley fel­kér tánc­ra a kö­vet­ke­ző bá­lon.	Lydia, mặc dù con là con út, nhưng mẹ tin chắc cậu Bingley sẽ khiêu vũ với con trong buổi dạ vũ sắp tới.
– je­gyez­te meg Lydia ön­tel­ten.	Lydia nói cứng cỏi:
Egész es­te ta­lál­gat­ták, mi­kor fog­ja Mr. Bingley vissza­ad­ni a lá­to­ga­tást, és már azon tű­nőd­tek, mi­kor­ra hív­ják meg va­cso­rá­ra.	Và trong cả buổi tối còn lại họ thi nhau phỏng đoán khi nào Mr Bingley sẽ đến thăm ông Bennet để đáp lễ, và bàn bạc nhau bao giờ thì có thể mời anh đến dùng bữa tối.
3. FEJEZET	Chương 3
Mrs. Bennet hi­á­ba kí­ván­csis­ko­dott: öt le­á­nya se­gít­sé­gé­vel sem bír­ta fér­jét rá­ven­ni, hogy meg­fe­le­lő le­írást ad­jon Mr. Bing­ley­ről.	Tuy thế, qua ông chồng bà Bennet không thể biết được gì nhiều về Mr Bingley, ngay cả với sự trợ giúp của năm cô con gái.
La­dy Lucas igen ked­ve­ző vé­le­ményt adott.	Tin tức bà đưa ra đều rất thuận lợi.
Ki vár­hat­na en­nél töb­bet?	Không có gì có thể tuyệt hơn.
– Ha az egyik lá­nyom rév­be jut Ne­ther­field­ben – mond­ta Mrs. Bennet fér­jé­nek –, és a töb­bi­ek is mind jó fér­jet ta­lál­nak, ak­kor más kí­ván­sá­gom nin­csen.	- Nếu tôi chỉ cần thấy một đứa con gái có cuộc sống hạnh phúc ở Netherfield, thêm bốn đứa kia đều có mối lương duyên tương tự, thì tôi không còn ước ao điều gì nữa.
Mr. Bingley né­hány nap múl­va vi­szo­noz­ta Mr. Bennet lá­to­ga­tá­sát, és kö­rül­be­lül tíz per­cet töl­tött ve­le a könyv­tár­szo­bá­ban.	Vài ngày sau, Bingley đáp lễ chuyến thăm viếng của ông Bennet, và trong mười phút ngồi cùng ông trong phòng đọc sách, anh hy vọng được phép gặp các cô gái, mà anh đã nghe người khác ca ngợi về vẻ đẹp của các cô, nhưng anh chỉ gặp được ông bố.
Ab­ban re­mény­ke­dett, hogy a fi­a­tal höl­gye­ket is üd­vö­zöl­he­ti, mert so­kat hal­lott a szép­sé­gük­ről, de csak ap­juk­kal ta­lál­ko­zott.	Các cô thì may mắn hơn, vì có thể quan sát anh từ của sổ tầng trên, thấy anh mặc một áo choàng màu lam và cưỡi một con ngựa ô.
Kö­zöl­te, hogy más­nap a vá­ros­ba kell utaz­nia, ezért nem fo­gad­hat­ja el meg­tisz­te­lő meg­hí­vá­su­kat stb.	Bà bắt đầu lo rằng anh có thể lượn lờ từ nơi này qua nơi khác mà không chịu định cư ở Netherfield.
Ha­ma­ro­san hí­re ment, hogy Mr. Bingley ti­zen­két höl­gyet és hét urat hoz ma­gá­val.	Chẳng bao lâu, có tin nói rằng Mr Bingley sẽ dẫn theo mười hai quý cô và bảy công tử cùng đến dự.
A le­á­nyo­kat le­han­gol­ta a höl­gyek nagy szá­ma; a bál előt­ti na­pon azon­ban meg­nyu­god­tak, mert ér­te­sül­tek, hogy Mr. Bingley ti­zen­két hölgy he­lyett csak ha­tot ho­zott ma­gá­val Lon­don­ból, öt nő­vé­rét és egy uno­ka­nő­vér­ét.	Các cô gái đau khổ khi nghe số đông phụ nữ đến thế, nhưng đến buổi sáng trước đêm dạ vũ được nghe rằng thay vì mười hai, anh chỉ dẫn đến sáu người từ London, năm chị em và một cô em họ.
Az urak jó­vá­gá­sú fér­fi­nak mi­nő­sí­tet­ték, a höl­gyek ki­je­len­tet­ték, hogy sok­kal csi­no­sabb, mint Mr. Bingley.	Mấy ông thì cho rằng anh có dáng vẻ cân đối, còn các bà thì cho rằng anh còn đẹp trai hơn cả Bingley.
Az ilyen sze­re­tet­re mél­tó tu­laj­don­sá­gok ön­ma­guk­ért be­szél­nek.	Chẳng bao lâu Bingley đã làm quen với mọi người quan trọng trong căn phòng.
Mr. Darcy csak egy for­du­lót tán­colt Mrs. Hursttel, egyet Miss Bing­ley­vel, ki­tért az elől, hogy más höl­gyek­nek is be­mu­tas­sák, és az­tán egész es­te fel-alá jár­kált a te­rem­ben, csak né­ha szólt egy-egy szót sa­ját tár­sa­sá­gá­hoz.	Mr Darcy chỉ khiêu vũ một lần với bà Hurst và một lần với cô Bingley, không muốn được giới thiệu với những phụ nữ khác, sau đấy chỉ đi vòng quanh, thỉnh thoảng nói chuyện với vài người trong nhóm.
Mi­vel ke­vés volt a fér­fi, Elizabeth Bennet két tán­cot kény­te­len volt vé­gig­ül­ni; Mr. Darcy egy ide­ig elég kö­zel állt hoz­zá, úgy­hogy Miss Bennet vé­gig­hall­gat­ta Mr. Bing­ley­vel foly­ta­tott be­szél­ge­té­sét, aki pár perc­re oda­ment a tán­co­lók­tól ba­rát­já­hoz, és őt is tánc­ba hív­ta.	Vì số phụ nữ đông hơn nam giới, Elizabeth Bennet phải ngồi ngoài trong hai bản khiêu vũ, và trong thời gian ấy Darcy nói chuyện với Bingley khi đứng khá gần cô, nên cô nghe lỏm được.
Rossz néz­ni, ahogy így egye­dül, su­tán áll­do­gálsz.	Tớ không thích thấy cậu đứng đây với điệu bộ buồn tẻ như thế.
Sok­kal job­ban te­szed, ha tán­colsz.	Khiêu vũ mà vui với người ta.
Tu­dod, mennyi­re utá­lom a tán­cot, ha nem is­me­rem jól a pá­ro­mat.	Cậu biết tớ ghét khiêu vũ, trừ khi với người đã quen biết đặc biệt.
A nő­vé­re­id el van­nak fog­lal­va, a te­rem­ben pe­dig nincs még egy nő, akit fel­kér­ni nem vol­na szá­mom­ra bün­te­tés.	Chị em của cậu đã có người đi cặp, còn tớ thấy khiêu vũ với những phụ nữ khác trong phòng như là một cực hình.
– ki­ál­tott Bingley.	- Tờ không khó tính như cậu.
De ott ül mö­göt­ted az egyik hú­ga, na­gyon csi­nos, s bi­zo­nyá­ra igen kel­le­mes le­ány.	Cho phép mình nói với bạn nhảy của mình giới thiệu cô ấy với cậu.
– Me­lyik­re gon­dolsz?	- Cậu có ý gì vậy?
– Meg­jár­ja; de nem elég csi­nos ah­hoz, hogy en­gem kí­sér­tés­be ejt­sen; olyan han­gu­lat­ban pe­dig je­len­leg nem va­gyok, hogy a mel­lő­zött fi­a­tal höl­gye­ket fel­ka­rol­jam.	Cô ta trông cũng được, nhưng không đủ xinh để lôi cuốn tớ, còn tớ cũng không thích theo đuổi những phụ nữ đã bị đàn ông khác chán chê.
Mr. Bingley meg­fo­gad­ta a ta­ná­csot, Mr. Darcy pe­dig to­vább­sé­tált.	Bingley nghe theo lời khuyên của bạn.
Elizabeth a he­lyén ma­radt, s nem mond­hat­ni, hogy túl­sá­go­san ba­rát­sá­gos ér­zé­se­ket táp­lált irán­ta.	Darcy bước đi; và Elizabeth ngội yên một chỗ, không còn chút cảm nghĩ thân thiện về anh chàng.
Mrs. Bennet öröm­mel lát­ta, hogy a ne­ther­field­i tár­sa­ság el van ra­gad­tat­va leg­idő­sebb le­á­nyá­tól.	Bà Bennet nhận thấy cả đám người tham dự đều mến cô con gái lớn của bà.
Mr. Bingley két­szer is fel­kér­te tánc­ra, és a nő­vé­rei meg­kü­lön­böz­te­tett fi­gye­lem­mel tün­tet­ték ki.	Bingley đã khiêu vũ với cô hai bản, và cô trở nên nổi bật trong số các em gái.
Jane épp­úgy örült en­nek, mint az édes­any­ja, de a ma­ga nyu­godt mód­ján.	Qua đó Jane cảm thấy hài lòng như bà mẹ, dù theo phong cách trầm lặng hơn.
Elizabeth együtt örült Jane-nel.	Elizabeth cảm nhận được niềm vui của Jane.
Ezért jó han­gu­lat­ban tér­tek vissza Long­bourn­ba – eb­ben a fa­lu­ban él­tek, mint a hely­ség leg­te­kin­té­lye­sebb la­ko­sai.	Cả gia đình phấn khởi quay vể Longbourn, ngôi làng nơi họ cư ngụ, ở đấy họ là những cư dân quan trọng.
Mr. Bennet még éb­ren volt.	Khi về đến nhà họ thấy ông Bennet vẫn còn thức.
Ha jó könyv volt a ke­zé­ben, meg­fe­led­ke­zett az idő­ről; ez al­ka­lom­mal kí­ván­csi­an vár­ta az es­te si­ke­rét is, amely­hez annyi vér­mes vá­ra­ko­zás fű­ző­dött.	Chỉ cần một cuốn sách là ông quên bẵng về thời gian, và vào dịp này ông háo hức muốn biết về buổi tối vốn đã tạo cho mọi người nhiều háo hức tuyệt vời.
Ma­gá­ban azt re­mél­te, hogy fe­le­sé­ge csa­lód­ni fog az ide­gen­ben; de ha­ma­ro­san rá­jött, hogy egé­szen más tör­té­ne­tet kell vé­gig­hall­gat­nia.	Ông đã nghĩ rằng mọi ý kiến của bà vợ về anh chàng xa lạ sẽ là bị thất vọng, nhưng ông đã nghe một câu chuyện khác hẳn.
Min­den­ki el volt tő­le ra­gad­tat­va; Mr. Bingley is na­gyon szép­nek ta­lál­ta, két­szer is tán­colt ve­le!	Mọi người đều khen con bé xinh xắn, riêng chàng Bingley cảm thấy nó khá đẹp, và nhảy với nó hai bản.
Elő­ször Miss Lucast kér­te fel.	Trước tiên, anh ta mời cô Lucas.
Mi­kor azon­ban Jane be­állt a tánc­ba, Mr. Bingley sze­me rög­tön meg­akadt raj­ta.	Anh ta bị Jane nhà ta thu hút sau khi nhảy với nó.
Ér­dek­lő­dött irán­ta, be­mu­tat­tat­ta ma­gát, és fel­kér­te a kö­vet­ke­ző két for­du­ló­ra.	Thế là anh chàng dọ hỏi về con bé, được người ta giới thiệu với nó, rồi mời con bé nhảy tiếp bản thứ hai.
A har­ma­dik tánc két for­du­ló­já­ban Miss King volt a pár­ja, a két ne­gye­dik for­du­ló­ban Maria Lucas, a két ötö­dik­ben megint Jane, a két ha­to­dik­ban Lizzy, ami pe­dig a Boulanger…	Thế rồi bản thứ ba với cô King, bản thứ tư với Maria Lucas, bản thứ năm với Jane lần nữa, bản thứ sáu với Lizzy, rồi nhà Boulanger.
Bár­csak már az el­ső for­du­ló­nál ki­fi­ca­mí­tot­ta vol­na a bo­ká­ját!	Có lẽ cứ kể rằng anh ta bị trật khớp cổ chân trong bản đầu tiên thì hơn.
S mi­lyen bá­jo­sak a nő­vé­rei!	Các chị em của anh ta cũng hấp dẫn.
Éle­tem­ben sen­kin sem lát­tam még ilyen ele­gáns ru­há­kat.	Trong đời tôi chưa từng thấy trang phục nào thanh lịch như loại các cô ấy mặc.
Mond­ha­tom, Mrs. Hurst csip­ke­gal­lér­ja…	Tôi tin chắc dải đăng-ten trên áo bà Hurst…
Hi­he­tet­le­nül ön­telt, ma­ga­san hord­ja az or­rát!	Anh ta chảnh chọe và kiêu kì không ai chịu được.
Pöf­fesz­ked­ve járt-kelt, mint­ha tud­ja is­ten, ki vol­na!	Hắn ta cứ đi lòng vòng đầu này đầu nọ, làm ra vẻ ta đây là nhất!
Bár ma­ga is ott lett vol­na, drá­gám, jól meg­ad­ta vol­na ne­ki!	Tôi ước gì ông có ở đấy để cho anh ta ít lời răn!
Ki nem áll­ha­tom azt az em­bert!	Tôi ghét cay ghét đắng anh ta.
4. FEJEZET	Chương 4
Jane ed­dig csak ó­va­to­san di­csér­te Mr. Bingleyt, de ami­kor négy­szem­közt ma­radt hú­gá­val, be­val­lot­ta, mennyi­re tet­szik ne­ki.	Khi chung quanh không còn ai, Jane thổ lộ với Elizabeth về tình cảm mà cô dành cho anh Bingley, trong khi trước đấy cô có phần thận trọng trong lời khen:
– Hoz­zá még csi­nos is – je­gyez­te meg Elizabeth.	Thật thư thái, với vẻ gia giáo tuyệt vời!
– Na­gyon hí­zel­gő volt rám néz­ve, hogy má­sod­szor is fel­kért.	- Chị cảm thầy hãnh diện khi được anh ấy mời nhảy lần thứ hai.
Ilyen fi­gyel­mes­ség­re nem szá­mí­tot­tam.	Chị không ngờ mình được anh ấy chú ý đến như thế.
De ép­pen ez az egyik nagy kü­lönb­ség köz­tünk.	Nhưng mà đấy là sự khác biệt lớn giữa hai chị em chúng ta.
Té­ged min­dig meg­lep a bók és a fi­gyel­mes­ség, en­gem so­ha.	Chị luôn cảm thấy bất ngờ khi được chú ý đến, còn em thì không bao giờ.
Mi sem ter­mé­sze­te­sebb, mint hogy új­ból fel­kért.	Anh ta có mời chị nhảy thêm cũng là chuyện đương nhiên.
Tet­szet­tek ne­ked már os­to­bább em­be­rek is.	Chị đã từng mến nhiều người ngu xuẩn hơn thế nhiều.
– De ked­ves Lizzy!	- Này Lizzy!
– Tu­dom, hogy így van, s ép­pen ezen cso­dál­ko­zom.	Chính vì vậy mà chị là một người tuyệt vời.
Miss Bingley az öccsé­nél fog lak­ni, ő ve­ze­ti majd a há­zat.	Bà chị sẽ sống cùng anh ấy và giúp cai quản ngôi nhà.
Na­gyon té­ved­nék, ha nem bi­zo­nyul­na igen bá­jos és kel­le­mes szom­széd­nak.	Chị không nhầm khi nói rằng chúng ta sẽ có một người làng giềng thật lôi cuốn như bà ta.
Elizabeth csend­ben hall­gat­ta nő­vé­rét, pe­dig más volt a meg­győ­ző­dé­se.	Elizabeth im lặng nghe, nhưng không cảm thấy thuyết phục.
A két Bingley nő­vér vi­sel­ke­dé­se a bá­lon nem ar­ra val­lott, hogy súlyt vet­nek má­sok tet­szé­sé­re.	Cô thấy cách cư xử của chị em anh Bingley không phải là dễ mến.
Nem is hal­moz­ták el annyi fi­gyel­mes­ség­gel, ami el­ho­má­lyo­sít­hat­ta vol­na íté­le­tét, s ezért nem tu­dott osz­toz­ni nő­vé­re ked­ve­ző vé­le­mé­nyé­ben.	Thật ra hai người phụ nữ này là những người khá tốt, họ không thiếu phần hóm hỉnh khi họ vui và cũng không thiếu khả năng làm vui lòng người khác khi họ muốn.
Mr. Bingley majd száz­ezer font va­gyont örö­költ ap­já­tól, aki föld­bir­to­kot akart sze­rez­ni, de nem ér­het­te meg ter­ve meg­va­ló­su­lá­sát.	Mr Bingley thừa hưởng từ ông bố một gia tài lên đến gần một trăm nghìn bảng.
Fi­á­nak ugyan­ez volt a szán­dé­ka, né­ha kö­rül is né­zett egyik-má­sik gróf­ság­ban.	Ông đã định mua bất động sản, nhưng không kịp mua thì ông qua đời.
Két év sem telt még el, mi­ó­ta Mr. Bingley nagy­ko­rú lett, ami­kor egy vé­let­len aján­lás ar­ra bír­ta, hogy meg­szem­lél­je a ne­ther­field­i kas­télyt.	Bà Husrt cũng thế, vốn đã lập gia đình với nhiều trang phục hơn tài sản, mỗi khi bà muốn bà vẫn sẵn sàng xem ngôi nhà của anh là nơi chốn của bà.
Darcyhoz áll­ha­ta­tos ba­rát­ság fűz­te, éle­sen el­té­rő jel­le­mük el­le­né­re.	Giữa anh và Mr Darcy có tình bạn rất bền vững, mặc dù tính nết hay người trái ngược nhau.
Darcy könnyed, nyílt, haj­lé­kony ter­mé­sze­te mi­att ked­vel­te Bingleyt, bár lel­ki al­ka­tuk nem is le­he­tett vol­na el­len­té­te­sebb, s bár a ma­ga ter­mé­sze­té­vel so­ha­sem lát­szott elé­ge­det­len­nek.	Bingley được Darcy quý mến vì tính xuề xoà, cởi mở, dễ uốn nắn, tuy không có cơ duyên nào khác mang lại sự tương phản hơn so với bản chất của anh, nhưng với chính mình anh không bao giờ lộ vẻ bất mãn.
Bingley fel­tét­le­nül bí­zott Darcy szi­lárd ba­rát­sá­gá­ban, s rend­kí­vül nagy­ra be­csül­te íté­lő­ké­pes­ség­ét.	Bingley tin tưởng vững chắc vào bản ĩnh của Darcy, và đánh giá cao óc phán đoán của bạn mình.
Ket­tő­jük kö­zül Darcy volt szel­le­mi­leg fö­lény­ben – Bingleyt sem mond­hat­ta sen­ki kor­lá­tolt­nak, de Darcy va­ló­ban okos volt.	Về mặt hiễu biết thì Darcy có phần trội hơn Bingley, và tỏ ra khôn ngoan hơn.
Gő­gös, zár­kó­zott, ne­he­zen ki­elé­gít­he­tő, mo­do­ra pe­dig, no­ha ki­fo­gás­ta­lan, nem volt meg­nye­rő.	Darcy vừa kiêu kỳ, kín đáo và cử chỉ của anh không mấy cuốn hút tuy anh được giáo dục rất kỹ lưỡng.
