Tên eBook: Iliad và Odyssey (full prc, pdf, epub)	 ~~~ Fordította: Devecseri Gábor ~~~  ~~~  ~~~  ~~~  ~~~ 	-0.234286
Họ không phải là những đấng toàn năng vô biên, lại còn mang đầy đủ những thói hư tật xấu như con người.	 ~~~ szűntelen és sűrűn tetemek máglyái lobogtak. ~~~ Hosszú kilenc napon át dúlt ott isten lövedéke;	-0.126882
Nhưng điều này lại chính là ý tưởng đột phá vĩ đại: Vũ Trụ mang vẻ đẹp và huyền bí của con người.	 ~~~ végre tizednap a népet Akhilleusz egybehivatta,	-0.21383
Con người chính là trung tâm của vũ trụ.	 ~~~ mert szívére helyezte e tervet a hókaru Héra,	-0.00340909
Cuộc chiến thành Troy được các vị thần bắt đầu, can thiệp và kết thúc, nhưng tới cuộc đại hải trình của Odysseus thì quyền tự quyết định vận mệnh của cá nhân mới là yếu tố chủ đạo.	 ~~~ szánva a szűntelenül hulló danaosz daliákat. ~~~ Majd mikor egybesereglett s együtt volt valamennyi,	-0.226882
Trong quá trình đọc, hẳn quý độc giả sẽ tìm thấy cho mình những trải nghiệm hữu ích từ những tương đồng và dị biệt giữa hiện tại và quá khứ.	 ~~~ szólt, fölemelkedvén köztük, gyorslábu Akhilleusz: ~~~  ~~~ “Azt hiszem, Átreidész, célunktól újra elestünk	-0.297273
Những người Hy Lạp và Trojan kia cũng thấy mặt trời lặn và mọc.	 ~~~ s így mehetünk haza már, ha ugyan kikerüljük a vesztünk; ~~~ 	-0.126786
Họ cũng băn khoăn và suy nghĩ trước quy luật bất biến của cuộc sống: tuổi già, bệnh tật, tình yêu, khát vọng, nô dịch, hạnh phúc… Và chính những người Hy Lạp và Trojan kia cũng hiểu sự hoang tàn và chết chóc của chiến tranh, của nô dịch	mert az akhájt együtt veri most le a harc meg a dögvész. ~~~ Hát csak kérdjünk meg valamely jóst vagy papot, álmok	-0.230882
		0.3
	fejtőjét is akár - hisz az is Zeusztól van, az álom -,	-0.3
		0.3
	hogy megmondja, miért íly bosszús Phoibosz Apollón;	-0.3
		0.3
Với tâm thế đúng mực, chúng ta sẽ thu hoạch được nhiều điều hữu ích từ những tác phẩm cổ điển.	tán nem teljesitett fogadalmak vagy hekatombák ~~~  ~~~ bántják; s hátha juhok, kiszemelt kecskék neki-szálló ~~~ 	-0.226339
	füstjét kapva, kivánja a dögvészt innen elűzni.”	-0.3
	 ~~~ Így szólt és le is ült; mire köztük szólani fölkelt ~~~ 	-0.3
	Kalkhász Thesztoridész, madarak legjobbszavu jósa, ~~~ 	-0.3
	ő, aki tudta, mi van, mi jön el, mi esett meg a múltban, ~~~ 	-0.3
	és ki hajón az akháj sereget Trójába vezette	-0.3
	 ~~~ jóstudományával, mit adott neki Phoibosz Apollón; ~~~ 	-0.3
Vì suy cho cùng, việc mắc kẹt hoàn toàn trong hiện tại hoặc luôn ngoái đầu hoài vọng về quá khứ chỉ dẫn ta vướng vào hết sự vô tri này đến sự vô tri khác.	jóakarón szólalt meg köztük, ilyen szavakat szólt: ~~~  ~~~ “Zeuszkedvelt Akhileusz, felszólítsz, hogy kijelentsem,	-0.293103
Dịch giả Đỗ Khánh Hoan nguyên giáo sư và trưởng ban Anh văn, Đại học Văn Khoa, Viện Đại học Saigon (1964-1979).	 ~~~ messzelövő nagy Apollónnak mi okozta haragját. ~~~ Én hát szólni fogok: de figyelj rám, s tégy nekem esküt,	-0.12
Trước kia, khi còn ở trong nước, ngoài việc giảng dạy văn chương, văn học Anh Mỹ, ông thường chuyển dịch danh tác văn chương hai xứ này.	 ~~~ hogy szóval, vagy akár kézzel megvédeni kész vagy. ~~~ Mert attól tartok, haragudni fog az, ki az összes	-0.158511
Từ ngày ra nước ngoài, định cư ở Canada, ông dành thì giờ tìm hiểu văn nghệ xứ tuyết rừng phong, giới thiệu một số cây bút sáng giá, chuyển ngữ nhiều truyện ngắn giá trị.	 ~~~ argosziak feje, és ki parancsol minden akhájnak. ~~~ Mert hisz erős a király, amikor gyengébbre neheztel: ~~~  ~~~ mert a haragját aznap tán elfojtja magában, ~~~ 	-0.250526
Thêm vào đó, qua tìm hiểu văn học châu Mỹ Latinh, từ 1983 đến nay, ông giới thiệu cây bút đặc sắc.	bosszúját később mégis, míg nem viszi véghez, ~~~  ~~~ őrzi szivében; ezért csak mondd meg, védeni fogsz-e.” ~~~ 	-0.222273
Ông đã xuất bản Văn học Brasil (1997) và dự tính xuất bản bộ Văn học Châu Mỹ Latinh.	Erre a gyorslábú Akhileusz neki válaszul így szólt: ~~~  ~~~ “Bármit tudsz, sose félj, bátran csak, mondd ki a jósszót; ~~~ 	-0.19322
Hai cuốn sử thi Iliad, Odyssey được GS Đỗ Khánh Hoan chuyển ngữ trọn vẹn từ tiếng Hy Lạp.	mert Phoiboszra, akit Zeusz kedvel, s kit te imáddal ~~~  ~~~ kérlelvén, Kalkhász, mutatod fel az isteni végzést, ~~~ 	-0.213679
	senki se tudja, amíg én élek s látok a földön, ~~~ 	-0.3
Mời các bạn đón đọc.	rád a hajók mellett súlyos kezeit fölemelni,	0.122222
Đọc Iliad và Odyssêy của đại thi hào Homer	 ~~~ egy danaosz sem; akár Agamemnónt mondd, aki fennen	0
		0.3
“là một cách trau dồi trí tuệ và đức hạnh”	hirdeti most, hogy az összes akháj közt ő a legelső.” ~~~ 	-0.00283019
	Hát nekibátorodott, s ezt mondta a tisztanevű jós: ~~~ 	-0.3
	“Nem fogadalmak bántják őt és nem hekatombák: ~~~ 	-0.3
	papja miatt haragos, kit semmibevett Agamemnón,	-0.3
		0.3
Bắt đầu từ những nhà truyền giáo cho tới kỷ nguyên toàn cầu hóa và tiếp tục trong tương lai, những ảnh hưởng của văn minh phương Tây tới Việt Nam không chỉ dừng lại ở khoa học cơ bản, mà còn mở rộng đến các ngành khoa học xã hội và nghệ thuật.	mert a leányt ki nem adta, s a díját el se fogadta. ~~~ Látod, ezért ad a Messzelövő kínt, s ád ezután is: ~~~  ~~~ s addig a csúf dögvészt seregünktől messze nem űzi, ~~~  ~~~ míg szerető apjának a szépszemü lányt ki nem adjuk ~~~  ~~~ ingyen, díjtalanul, s Khrűszébe a szent hekatombát ~~~  ~~~ nem hajtjuk: s akkor tán megbékítjük esengve.” ~~~  ~~~ Így szólt és le is ült; de közöttük szólani fölkelt ~~~  ~~~ szélesen országló hős Átreidész Agamemnón, ~~~  ~~~ bosszúsan: feketébe borult kebelét iszonyú düh ~~~  ~~~ duzzasztotta, s olyan volt két szeme, mint lobogó tűz, ~~~  ~~~ és legelőbb is Kalkhászhoz szólt, vészt sugarazva: ~~~  ~~~ “Jósa a rossznak, jót sose mondtál még nekem eddig: ~~~  ~~~ mindig örül szíved, ha a rosszat jósolhatja: ~~~  ~~~ még soha egy jó szót nem szóltál, végbe se vittél: ~~~  ~~~ most is jósolgatva locsogsz az akháji seregben, ~~~  ~~~ hogy csak azért veri őket a Messzelövő e csapással, ~~~  ~~~ mert Khrűszész hajadon-lányáért nagyszerű díjat ~~~  ~~~ át nem akartam venni - hisz őt bírnám szivesebben ~~~  ~~~ otthon, e lányt, ki Klütaimnésztránál több a szivemnek, ~~~  ~~~ törvényes feleségemnél: csöppet se silányabb	-0.29916
Vì vậy, để thực sự khai thác xu hướng này, chúng ta cần tìm hiểu nền tảng và cội nguồn của văn minh phương Tây: Hy Lạp cổ đại.	 ~~~ nála alakja s a termete és esze és kezeműve. ~~~ Mégis visszaadom s önként, ha ez így igazán jobb,	-0.159551
Không hề quá lời khi cho rằng, việc tìm hiểu Hy Lạp cổ đại là một điều kiện tiên quyết nhằm mang lại sự hiểu biết thấu đáo liên quan đến những luận điểm và học thuyết chủ đạo đang chi phối thế giới mà chúng ta đang sống: Lịch Sử và Thần Thoại, Giới Tính và Xác Thân, Tôn Giáo và Hôn Nhân, Chính Trị và Dân Chủ…		-0.3
		0.3
Sau khi đã ra mắt hai tác phẩm được coi là “gối đầu giường” của mọi chính trị gia Cộng Hòa (Plato) và Chính Trị Luận (Aristotle), Alpha Books tiếp tục mang đến hai thiên sử thi kinh điển và là cột trụ của văn minh phương Tây: Iliad và Odyssêy của đại thi hào Homer.		-0.3
Ngay cả những chính trị gia lỗi lạc như Plato, Aristotle hay đến cả bậc quân vương như Alexander Đại Đế cũng xem việc đọc hai tác phẩm này là một cách trau dồi trí tuệ và đức hạnh.	mert hisz népem egészségét akarom s nem a vesztét. ~~~ Csakhogy tiszteletül nekem adjatok újat azonnal,	-0.161053
Thế nhưng lời giới thiệu này rất có thể sẽ gợi nỗi băn khoăn nơi số đông độc giả phổ thông là việc đọc những tác phẩm cổ điển như Iliad và Odyssêy có thực sự mang lại bất kì lợi ích thiết thân nào hay không, khi khoảng cách không gian và thời gian giữa tác phẩm và độc giả cách nhau trùng khơi vời vợi.		-0.6
Câu trả lời ở đây là CÓ.	hogy zsákmánytalan én egyedül ne legyek: nem is illik;	0.09
Iliad và Odyssêy là những bản trường ca của binh lửa và giáo gươm.	 ~~~ hisz látjátok mind, hogy mekkora kincs hagy el engem.” ~~~ 	-0.135849
Ở đó những kẻ nhút nhát và rụt rè trước chiến trận mới chính là đối tượng bị dè bỉu.	Erre az isteni gyorslábú Akhileusz neki így szólt: ~~~  ~~~ “Hírneves Átreidész, legkapzsibb ember a földön,	-0.192453
Nhưng Homer không cổ súy cho chiến tranh mà dùng chiến tranh để thử thách con người và dùng Cái Chết để bộc lộ đức hạnh của họ.	 ~~~ hogy tiszteljünk most adománnyal, büszke akhájok? ~~~ Egyberakott heverő kincsekről nincs tudomásunk.	-0.146392
Aristotle diễn giải bi kịch Hy Lạp là sự kết hợp của số phận và sai lầm cá nhân.	Mert mit a várakból hordtunk ide, szét van az osztva, ~~~ 	-0.117
Nghĩa là một kết cục không vui chỉ thành bi kịch khi phẩm chất trí tuệ và đức hạnh của nhân vật chính phải vượt hẳn người thường.	újra begyűjteni mind a seregtől mégse való már. ~~~ Hát a leányt most add ki az istennek: s mi, akhájok ~~~  ~~~ három-négyszeresen kárpótlunk érte, ha majd Zeusz ~~~ 	-0.216129
	engedi, hogy bástyás Tróját feldúljuk egészen.” ~~~ 	-0.3
Và từ những biến cố đó người ta phát lộ ra những gì đẹp đẽ nhất của mình.	Válaszul őhozzá így szólt a király, Agamemnón: ~~~  ~~~ “Isteni hős Akhileusz, ha derék vagy is, így ne ravaszkodj:	-0.151724
Còn Karl Japers cho rằng ý chí đương đầu và chấp nhận những bóng tối và sụp đổ, những điều sản sinh từ hiểm nguy và nghiêm trọng của cuộc đời vượt quá sự tri nghiệm của con người, chính là tinh thần gây dựng nên văn minh phương Tây.	 ~~~ mert hiszen úgysem jársz eszemen túl, rá se beszélhetsz. ~~~ Azt akarod, hogy ajándékod teneked legyen, én meg ~~~ 	-0.266584
Bên cạnh đó, Iliad và Odyssêy còn là những suy tư và chiêm nghiệm của người Hy Lạp cổ đại về mối quan hệ vừa thân thuộc vừa xa lạ giữa con người và vũ trụ, của linh hồn và thế giới, của bên trong và bên ngoài.	üljek üres kézzel? ~~~ Noszogatsz, hogy a lányt odaadjam? ~~~ Hogyha tehát nékem zsákmányt ad a büszke akháj nép, ~~~  ~~~ mely lelkem kedvére való s föl is ér a leánnyal - ~~~  ~~~ hogyha pedig nem ad, én veszem el, magam elmegyek érte, ~~~  ~~~ vagy tiedet vagy az Aiászét; vagy akár Odüszeuszét,	-0.29127
Phương Tây xem trọng hai bản trường ca này vì chúng là biên niên sử của quá trình tiến hóa của ý thức con người, nhất là ý thức về thời gian.	 ~~~ megfogom és viszem én: s akihez megyek, az haragos lesz. ~~~ Csakhogy minderről később majd újra beszélünk: ~~~  ~~~ most föl! ~~~ a barna hajót vontassuk az isteni vízre, ~~~ 	-0.238095
	rakjunk rá evezőst eleget, hordjunk hekatombát; ~~~ 	-0.3
Điều đặc biệt của quá trình tiến hóa ý thức là nó tiếp tục diễn ra ngay cả khi xác thân đã hoàn tất quá trình biến đổi.	aztán ő maga is, Khrűszész széparcu leánya, ~~~  ~~~ lépjen föl, s legyen egy vezető, ki tanácsbeli férfi,	-0.254717
Chẳng phải thế mà ta luôn coi vóc dáng cơ thể của Achilles là hình mẫu cho nam và Helen cho nữ.	 ~~~ Aiász, Ídomeneusz, vagy az isteni fényes Odüsszeusz,	-0.124528
Cuộc chiến thành Troy có thể coi như dấu chấm hết cho sự ngây thơ còn sót lại từ thuở hồng hoang.	 ~~~ vagy te, te Péleidész, legszörnyűbb férfi a földön,	-0.144444
Nó kết thúc không phải vì kẻ này mạnh hơn kẻ kia, mà vì có kẻ này “láu cá” hơn kẻ kia.	 ~~~ engeszteld meg a Messzelövőt, áldozva, irántunk.”	-0.124528
Người quyết định vận mệnh cuộc chiến không ai khác hơn là Odyssêy.	 ~~~ Görbén fölfele nézve felelt gyorslábu Akhilleusz:	-0.0692308
Nhưng tại sao một kế hoạch rất “thô sơ” như Con ngựa thành Troy lại có thể thành công?	 ~~~ “Jaj, te szemérmetlenség-öltönyü, kapzsiszivű, te,	-0.105263
Bối cảnh bấy giờ là buổi hoàng hôn của ký ức cộng đồng khi mỗi thành viên có thể nhìn thấy được dòng ý thức của người khác, và khái niệm lừa lọc, hay chính xác hơn là che giấu dòng ý thức cá nhân, hoàn toàn không tồn tại, cho đến khi Odysseus xuất hiện.		-0.3
Đó chính là mánh khóe đầu tiên trong lịch sử loài người.	 ~~~ hát hogy akadna akháj, ki szavadra hajolva, utakra ~~~ 	-0.133333
Nhưng điều đặc biệt và thú vị hơn cả là sự tương tác giữa thần và người trong hai thiên sử thi này.	indul még ezután s hevesen küzd férfisereggel? ~~~ Én nem a dárdavető trósz népért jöttem e földre,	-0.0268421
Các thần Hy Lạp mang hình dáng con người, khác với các nền văn minh đương thời khác như Ai Cập hay Mesopotamian.	 ~~~ harcot vívni velük: nem vétett énnekem egy sem. ~~~ Nem hajtották el soha ökreim és paripáim,	-0.136047
Họ không phải là những đấng toàn năng vô biên, lại còn mang đầy đủ những thói hư tật xấu như con người.	 ~~~ és az erősrögü, férfinövesztő Phthía vidékén ~~~  ~~~ nem gázoltak a termésembe, hiszen nagy a térség	-0.245192
Nhưng điều này lại chính là ý tưởng đột phá vĩ đại: Vũ Trụ mang vẻ đẹp và huyền bí của con người.	 ~~~ közbül: mélyárnyú hegyek és zúgózaju tenger. ~~~ Szemtelen, érted jöttünk mind ide, hogy te örülhess, ~~~ 	-0.1605
	hogy Meneláosznak s neked, ebszemü, itt kicsikarjunk ~~~ 	-0.3
Con người chính là trung tâm của vũ trụ.	harccal elégtételt: de te ezzel mit se törődöl,	0.286364
	 ~~~ sőt, most még fenyegetsz, hogy a zsákmányrészem elorzod,	-0.3
Cuộc chiến thành Troy được các vị thần bắt đầu, can thiệp và kết thúc, nhưng tới cuộc đại hải trình của Odysseus thì quyền tự quyết định vận mệnh của cá nhân mới là yếu tố chủ đạo.	 ~~~ melyért fáradtam sokat, és mit a nép nekem osztott. ~~~ Úgysincs akkora zsákmányom, mint néked, ahányszor	-0.213131
Trong quá trình đọc, hẳn quý độc giả sẽ tìm thấy cho mình những trải nghiệm hữu ích từ những tương đồng và dị biệt giữa hiện tại và quá khứ.	 ~~~ földúlnak valamely trósz várat a bajnok akhájok. ~~~ Bárha a sokrohamú viadalnak legjavarészét	-0.179121
Những người Hy Lạp và Trojan kia cũng thấy mặt trời lặn và mọc.	 ~~~ mindig az én kezeim végzik: ha az osztogatás jön, ~~~  ~~~ több a te zsákmányod, míg én édeskevesemmel	-0.185937
Họ cũng băn khoăn và suy nghĩ trước quy luật bất biến của cuộc sống: tuổi già, bệnh tật, tình yêu, khát vọng, nô dịch, hạnh phúc… Và chính những người Hy Lạp và Trojan kia cũng hiểu sự hoang tàn và chết chóc của chiến tranh, của nô dịch và toàn trị. ~~~ ***	 ~~~ térek a gályákhoz, miután kimerültem a harcban. ~~~ Most Phthíába megyek; sokkal jobb lesz nekem innen ~~~  ~~~ görbe hajóimmal hazatérnem; nincs is eszemben ~~~  ~~~ így legyalázva neked halmoznom kincsre a kincset.”	-0.338754
		0.3
Với tâm thế đúng mực, chúng ta sẽ thu hoạch được nhiều điều hữu ích từ những tác phẩm cổ điển.	Válaszul így szólt most sereget-vezető Agamemnón: ~~~  ~~~ “Rajta, rohanj, ha a lelked hajt: bizony én könyörögni ~~~ 	-0.229091
	nem fogok, énértem ne maradj: akad itt körülöttem	-0.3
Vì suy cho cùng, việc mắc kẹt hoàn toàn trong hiện tại hoặc luôn ngoái đầu hoài vọng về quá khứ chỉ dẫn ta vướng vào hết sự vô tri này đến sự vô tri khác.	 ~~~ más, aki még tisztel, de leginkább tisztel a bölcs Zeusz. ~~~ Zeusz-táplálta királyok közt legjobban utállak: ~~~ 	-0.198786
Trân trọng giới thiệu đến bạn viên kim cương tuyệt hảo của nền văn minh phương Tây.	mindig a harc kedves neked és a viszály meg a dúlás. ~~~ Istentől kaptad bizonyára, akármily erős vagy.	-0.00159574
Tháng 9 năm 2013	Hát csak eredj haza bárkáiddal s embereiddel,	-0.20625
	 ~~~ mürmidonoknak légy ura, én veled úgyse törődöm,	-0.3
		0.3
ĐẶNG HOÀNG QUN	és haragodtól nem félek, hanem így fenyegetlek:	-0.211765
	 ~~~ úgy, ahogyan tőlem Khrűszéiszt elveszi Phoibosz,	-0.3
		0.3
CÔNG TY CỔ PHẦN SÁCH ALPHA	őt hát én most bárkámmal meg az embereimmel	0.15
		0.3
	elküldöm - szép Bríszéiszt majd úgy viszem én el	-0.3
		0.3
	sátradból, a te zsákmányrészed: hogy magad is tudd,	-0.3
		0.3
	mennyire több vagyok én nálad, s hogy utáljon ezentúl	-0.3
		0.3
	más vetekedni velem, s énhozzám mérni személyét.”	-0.3
		0.3
Giới thiệu tác phẩm	Szólt; mire fájdalom ébredt Péleiónban: a szíve	0
		0.3
Người Hy-lạp tin Homer là tác giả thi tập Iliad.	bundás melle alatt hányódott kétfele: vajjon ~~~ 	-0.0163043
Bên ngoài không biết gì về con người, cuộc đời và tác phẩm.	rántsa-e most ki hegyes kardját hamar oldala mellől, ~~~ 	-0.05
Có người tin, có người không tin.	s szétvervén azokat, beledöfjön az Átreidészba,	0.202703
Dẫu vậy đa số cho rằng ông chào đời trên đảo Chios phía đông biển Aegean, nơi người Hy-lạp sinh sống, và thời gian ông tại thế theo học giả thời nay dường như vào khoảng năm 750-700 TCN, hoặc xa hơn.	 ~~~ vagy szűntesse haragját és lecsitítsa a lelkét. ~~~ Míg ezt hányta-vetette a lelkében s a szivében,	-0.231183
Người Hy-lạp cũng tin ông là tác giả trường ca Odyssêy.	 ~~~ és hüvelyéből nagy kardját kiragadta, Athéné ~~~ 	-0.12449
	jött le az égből, mert odaküldte a hókaru Héré, ~~~ 	-0.3
Tin hay không tùy ý.	az, ki a lelkéből mindkettőt féltve szerette;	-0.06
	 ~~~ háta mögé lépett, s megfogván szőke hajánál	-0.3
