 ~~~ 	﻿	-0.05
Ba trăm khách du mục tới xứ sở của hắn đều bị hắn bắt xâu xé lẫn nhau.	Az est leszálltával befutottunk Kolozsvárra. ~~~ Az Hôtel Royale-ban szálltam meg.	-0.00779221
Hắn cho nấu chín con trẻ rồi bắt các bà mẹ của chúng phải ăn.	Ebédre, azaz már vacsorára piros törökborsos lében pácolt csirkét ettem.	0.286957
Hắn sai cắt vú đàn bà và bắt đàn ông phải ăn...”	Nagyon ízlett, csak éppen szomjas lettem tőle.	0.211364
 ~~~ Hình ảnh và tính cách man rợ, khát máu của nhân vật có thật trong lịch sử này đã được Bram Stocker mượn để xây dựng thành một hình tượng mang màu sắc kỳ bí có tính cách ma quái theo những lời truyền tụng dân gian của người châu u, đặc biệt là người Rumani.		-0.3
Theo tiếng Rumani, “Dracula” được dùng để chỉ thói tham tàn của những kẻ xấu xa, nhưng đồng thời nó cũng là lời ám chỉ “ma cà rồng” một tưởng tượng rất phổ biến trong dân gian Rumani và các nước lân cận.		-0.3
Theo tín ngưỡng của người Rumani, linh hồn của người chết chỉ lìa khỏi thể xác khi được một linh mục chính thống giáo rút phép thông công trong nhà thờ, nếu không xác người chết sẽ không thể thối rữa và sẽ biến thành ma quỷ để rồi lại có ngày đi hút máu của những người đang sống.		-0.3
Theo truyền thuyết của người Rumani, ma cà rồng có thể biến thành các giống vật như chó, mèo, cóc nhái, chấy rận, nhện... Đặc điểm chung của các con vật ma quái này là đều thích cắn cổ và hút máu người sống, đặc biệt là trẻ em và phụ nữ.		-0.3
Tuy nhiên, những người nông dân Valachie (Rumani) lại quan niệm rằng ma cà rồng không mang hình hài của loài dơi hay bất cứ một loài vật nào kể trên, và những bóng ma đội lốt thú vật này cũng không nhất thiết phải cắn vào cổ nạn nhân để hút máu.		-0.3
Trong suy tưởng của họ, ma cà rồng thường mang hình hài của một con chó sói (như mô tả trong tiểu thuyết của Bram Stocker); thú vui của con sói này là lang thang đi khắp chốn đồng quê để giết chết và hút máu tất cả các gia súc, gia cầm mà nó gặp trong đêm, chính vì vậy mà con ma sói có thể mãi mãi giữ được cái làn da tươi trẻ và mọng máu của nó.		-0.3
Họ còn cho rằng ma sói không bao giờ chết hẳn và mỗi lần sống lại, nó lại như tiếp thêm sức mạnh sau những lần no máu.		-0.3
Vì vậy, mỗi khi phải chôn một người quá cố, họ thường đặt ngay bên cạnh anh ta một mẩu bánh và một đồng xu bạc.		-0.3
Sau đó, họ sẽ đặt vài cực đất lên bụng và một hòn đá thật nặng lên đầu, hoặc lên hai chân của người chết khiến cho thây ma không thể ngóc đầu dậy để đi ám người khác...		-0.3
 ~~~ Có thể thấy một điều rằng khác với văn học và các câu chuyện dân gian của phương Đông - nơi các bóng ma không phải lúc nào cũng bị coi là thế lực tà ác - văn học và truyền thống dân gian phương Tây thường xem bóng ma là hiện thân của cái ác và luôn mang đến sự chết chóc, tai họa cho thế gian.		-0.3
Trong khi ma của văn học phương Tây thường hóa thân vào những cơn vật ghê tởm hoặc mang nguyên một hình nhân quái dị và thường trú ngụ trong những tòa lâu đài cổ u tịch, những ngôi nhà lâu ngày không người ở, nhưng khu vườn, cánh rừng hoang dại, hoặc lúc ẩn lúc hiện trên các đường phố tối tăm, vắng tanh của một thành phố chết, thì ma của người phương Đông lại có thể hóa thân vào bất cứ một sự vật hoặc muông thú nào - từ gốc cây gạo đến một bóng chim bay qua cửa, từ con bướm trắng đến cái chổi cùn nằm ở một xó nhà bỏ hoang... và thường hay xuất hiện ở đình, đền miếu mạo hoặc ở ngay tại nơi mà người đã khuất còn mắc ân tình, duyên nợ... chưa trả với người còn sống.		-0.3
Giải thích sự khác biệt này không phải là điều khó, bởi đơn giản là vì triết lý về vạn vật của người phương Tây có nhiều khác biệt với người phương Đông người phương Tây ưa khoa học và sự rạch ròi, trong khi người phương Đông thích sống chan hòa với thiên nhiên, xuất phát từ tự nhiên và trở về với tự nhiên.		-0.3
Các truyện kỳ ảo của phương Đông thường để lại cho người đọc một cảm giác hư hư thực thực, mờ mờ ảo ảo như ở trong một thế giới vừa xa lạ lại vừa gần gũi với con người.		-0.3
Ngược lại, trong văn học kinh dị của phương Tây, người ta dễ dàng phân biệt được hai mảng màu sáng và tôi, thiện và ác, thực và hư, ân oán và hận thù, sự sống và cái chết... Chưa hết, các nhân vật ma quái trong văn học phương Đông không phải lúc nào cũng xấu xa, tội lỗi và nhiều khi còn mang những nỗi niềm nhân tình thế thái, những buồn vui u hoài hoặc cũng có thể tận số, mạt vận như một kẻ đang song.		-0.3
Có thể nhận ra đặc điểm nổi bật của văn học kỳ ảo phương Tây trong tác phẩm của các nhà văn như Arthur Machen, Sax Rohmer, Théophile Gautier, Rachard Mathenson hoặc Guillaume, Maupassant, Balzac, Tsekhov... ~~~ 		-0.3
Quay trở lại với Bram Stoker, có thể thấy rõ một điều rằng nhìn chung, tiểu thuyết của ông cũng không nằm ngoài tư tưởng chủ đạo của văn học kỳ ảo phương Tây.		-0.3
Đối với bá tước Dracula, ta có thể chia ra làm hai vế rõ ràng: một vế giữ nguyên các câu chuyện được lưu truyền trong dân gian có thật, tức là các tín ngưỡng và các thực tiễn lịch sử, vế còn lại là phần sáng tạo vì mục đích văn học của tác giả.		-0.3
Bram Stoker biết sử dụng các chất liệu chuyện kể dân gian phương Tây, các tài liệu và sử ký cổ xưa để xây dựng một nhân vật lịch sử thành một nhân vật văn học hoang đường mà vẫn giữ nguyên được màu sắc, tính cách được truyền tụng qua bao đời về con người đó: thật vẫn thật, hoang đường vẫn hoang đường, bởi chính người Rumani ngày nay vẫn không thể khẳng định bá tước Dracula ngày xưa có giao du với ma quỷ, hút máu người hay không? ~~~ Đối với người Rumanl, tất cả bây giờ chỉ là một dĩ vãng xa xôi từng nuôi sống một tm ngưỡng qua bao đời.		-0.3
Dĩ vãng ấy nói rằng Dracula là một xác chết rời khỏi mộ vào ban đêm để kiếm ăn: nguồn sống giúp nó tồn tại chính là sức sống của những người còn sống, chính nguồn sống ấy đã giúp nó giữ nguyên được thể xác qua nhiều thế kỷ!		-0.3
Do đã sống một cuộc sống đầy tội ác và đặc biệt là đã phó thác cuộc sống ấy cho tà đạo và ma thuật nên bá tước Dracula lịch sử đã phải biến thành quỷ.		-0.3
Sự hoán đổi giữa người chết và người sống trong các câu chuyện hoang đường phương Tây thường được hỗ trợ bởi các thông ước của ma quỷ với các thế lực của thần.		-0.3
Tội Lỗi hoặc của một cái gì đó tương tự nơi địa ngục.	(NB. ~~~ receptjét Minának!)	-0.216667
Bởi vậy, chỉ cần hút máu người sống là ma cà rồng không thể chết, và tất cả những người bị ma cà rồng hút máu lại trở thành ma cà rồng.	Kérdeztem felőle a pincért, és mondta, hogy „paprika hendl” vagy ilyesmi a neve, s mivel nemzeti eledelnek számít, a Kárpátokon belül kapok bárhol.	0.27
Trong tiểu thuyết của Bram Stoker, giáo sư Van Helsing có nói rằng: ~~~ 	Tört németségem hasznomra válik itt - nem is tudom, hogyan boldogulnék nélküle.	-0.0128571
“Nosferatu (con ma) không thể chết như loài ong mà ngược lại, mỗi khi cắn vào con mồi, nó lại tìm được một sức sống mới.” Ma cà rồng không thể chết định mệnh, mà chỉ có thể chết phi mệnh.	Londonban üres óráimban be-bejártam a British Museumba, és a könyvtárban felkutattam az Erdélyre vonatkozó könyveket és térképeket, mivel meggondoltam, hogy némi tájékozottságot szereznem nem árthat az olyan országról, amelynek egy nemesembere lesz az ügyfelem.	0.24455
Mặc dù luôn được coi là thần hộ mệnh của các nước Thiên Chúa giáo, nhưng cây thánh giá vẫn không phải là một vũ khí có hiệu quả chống lại ma quỷ trong các câu chuyện kinh dị phương Tây.	Megtudtam, hogy az ő környéke valójában a terület keleti határán fekszik, ahol három táj, Er­dély, Moldva és Bukovina találkozik, Európa egyik legkisebb és legkevésbé ismert zugában.	0.254237
Người ta chỉ có thể giết chết con ma bằng cách đâm một cây cọc hoặc một vật nhọn khác vào giữa trái tim nó.	Sem könyv, sem térkép nem került azonban olyan a kezembe, amelyik Drakula gróf várának helyét szabatosan meghatározta volna.	0.292308
Những lớp bụi mờ tứ tán chính là cách thể hiện cái chết của ma cà rồng.	Helyi földabroszaik bizony nem foghatók a mi katonai térképeinkhez.	0.215625
Chúng ta có thể thấy chi tiết này qua hình ảnh của các nhân vật phản diện trong Bá tước Dracula.	Megtaláltam azonban Naszód-Besztercét, azt a határszéli várost, amelyet a gróf mint utolsó postáját tudatott velem.	0.273786
Tuy nhiên, Bram Stoker không chỉ dừng lại ở những đặc điểm mang tính truyền thống đúc kết từ văn học dân gian Rumani, mà ông còn thêm một số chi tiết vào tác phẩm của mình cho sinh động hơn.		-0.3
Ví dụ, trong tác phẩm của ông, không ít lần chúng thấy có sự xuất hiện của loài dơi một con vật không có trong các câu chuyện của người Rumalli.	Azért most ide vezetem be a könyvtárban készített némely jegyzetemet emlékezetem frissítésére, ha majd utamat Minával megbeszélhetem. ~~~ Erdély népe négyféle.	-0.00193548
Việc nhân vật anh hùng Van Helsing dùng hoa tỏi để xua đuổi tà ma ở phòng bệnh nhân Lucky cũng là một nét mới, thậm ~~~ 	Szászok lakják délen s kevesebben északon, oláhok közé ékelődötten, akikről újabban az hírlik, hogy dák származékok.	-0.00508475
chí còn trở thành một chủ đề cho điện ảnh rùng rợn khai thác trong suốt một thời gian dài.	Magyarok lakják nyugaton, székelyek pedig keleten és északon.	0.0915254
Cũng như vậy, chúng ta có thể bắt gặp những chi tiết như mà cà rồng không có bóng và cũng không hề được phản chiếu trong gương... Đây là những chi tiết không có trong dân gian và văn học kỳ ảo phương Tây trước đó; và chúng ta cũng nên biết rằng chỉ sau tiểu thuyết Bá tước Dracula, các tác phẩm văn học, sân khấu và sau này điện ảnh kỳ ảo của phương Tây mới có sự đổi mới đáng kể về nội dung và hình thức.		-0.3
Nếu xét về truyền thống thì kịch bản của tiểu thuyết Bá tước Dracula cũng giống như phần lớn các chuyện kể dân gian phương Tây: nhân vật Jonathan rời quê hương đến một địa chỉ xa xôi để rồi phải đương đầu với vô vàn khó khăn, nguy hiểm trong suốt cuộc hành trình và khi sắp đến đích, anh khiếp đảm vì một bóng ma bất ngờ xuất hiện ngay trước mặt.		-0.3
Nhưng anh không biết sẽ phải làm gì, bởi không phải bản năng thích phiêu lưu mà là công việc kinh doanh bắt buộc anh phải tới Transylvanie.		-0.3
Anh không tìm thấy một kho báu hay bất cứ một khám phá nào khác để có thể làm rạng danh cho đời.	A székelyekről azt olvasom, hogy az eleik Attila hunjai voltak.	0.0526316
Cuộc hành trình kết thúc trong sự sợ hãi, nỗi thất vọng và cả sự ám ảnh của những hình hài ma quái, mặc dù anh luôn được cảnh báo trước những sự việc nguy hiểm đang chờ đợi mình.		-0.3
Con đường dẫn tới Transylvanie - với một đoạn văn tả cảnh dẹp nhất có thể có trong văn học kỳ ảo của mọi thời đại luôn không thiếu những điểm gở, chẳng hạn như bóng dáng một nghĩa địa lạnh lẽo hoặc những tiếng tru thê thảm của loài lang sói trong đêm đen.		-0.3
Tuy nhiên, đoạn văn tả cảnh bậc thầy này chỉ được đưa vào tác phẩm vào năm 1914 với tựa đề cách mời của Dracula, các lần trước đó đều không thấy có.		-0.3
Đoạn văn thực ra là một lời cảnh báo nghiêm túc đối với Jonathan: nó muốn anh hãy từ bỏ cuộc viễn du, quên đi mục đích của cuộc hành trình, không được liều lĩnh dấn thân vào nguy hiểm trên đường tới Valachie.		-0.3
Trong một đoạn văn khác, chúng ta còn thấy Jonathan thoát khỏi cái chết trong gang tấc, bởi trong lúc bất cẩn, anh đã vô tình để mình trở thành một con mồi quyến rũ của ba ả đàn bà tuyệt đẹp nhưng dâm đãng cũng chính là ba bóng ma cà rồng đáng ngờ được sinh ra nhờ ánh trăng lọt qua cửa sổ một căn phòng địa phủ... Cảnh này khiến chúng ta có cảm tưởng rằng Jonathan cũng giống như các tín đồ tôn giáo chờ được thụ pháp trong các nền văn minh cổ xưa: anh phải chịu một thử thách được hiện thân trong thân thể một người đàn bà thật quyến rũ, và kết quả anh có biết chống lại cám dỗ hay không sẽ là điều kiện để anh được bất tử hay phải chết.		-0.3
Trong khi đó, bá tước Dracula lại chọn một hành trình ngược lại, nhưng đó không phải là một con đường cuối cùng để có thể quay trở lại điểm xuất phát.	A néprajz tudósai viszont állítják, hogy a Kárpátok koszorúján belül a világ minden babonája meglel­hető, mintha a képzelet boszorkányszele hordta volna össze.	0.271154
Lão là kẻ bị trừng phạt bởi những tội ác đã gây ra.	Ha állításuk igaznak bizonyul, az érdekesebbjét feljegyezhetem magam is.	0.25
Lão hoàn toàn bị cô lập trước những người đang ra sức chống lại lão, của sự thèm khát được an toàn, của chủ nghĩa anh hùng cổ điển phương Tây.		-0.3
Chúng ta cũng có thể nhận thấy rằng một số nhân vật trong tiểu thuyết của Bram Stoker không có tính cách thực sự; họ phụ thuộc vào quyền sở hữu của bá tước mặc dù không hề được một lần trông ~~~ 		-0.3
thấy lão, chẳng hạn trường hợp của nhân vật Renueld.	(NB. ~~~ a babonák felől megkérdezni a grófot!)	-0.0579545
Tất cả chỉ tồn tại bởi hắn, qua hắn và người ta chỉ biết tới hắn qua những thư trao đổi hoặc những dòng nhật ký riêng tư của nhân vật khác.		-0.3
Không có nhân vật nào trong tác phẩm thể hiện sự kính phục hoặc lòng tôn trọng đối với siêu nhiên: chỉ sự quái gở của sự việc mới làm nổi bật từng nhân vật trong kịch bản.		-0.3
Cái đáng sợ ở nhân vật Dracula không chỉ thể hiện ở chỗ lão có thể sai khiến cả đàn thú hoang dã hoặc làm thay đổi sự việc theo ý muốn, mà còn ở chỗ lão có thể mò tới thành Luân Đôn để biến các mạng sống khác thành những thây ma như hắn sau nhiều thế kỷ chuẩn bị!		-0.3
Sức mạnh của hắn được nhân dần lên và mở rộng dần ra, từ một điểm rất nhỏ có thể trải rộng ra toàn thế gian.		-0.3
Khi Jonathan và những người bạn của anh biết được ngọn nguồn của mối nguy hiểm để tìm ra một phương án đối phó thì đã quá muộn.		-0.3
Tuy nhiên, vòng vây của những kẻ không đội trời chung vẫn cứ siết nhỏ dần, nhỏ dần xung quanh Dracula.	Ágyam Kolozsvárt hiába volt kényelmes, furcsa álmokkal vívódtam.	0.0830769
Chúng ta có thể cảm nhận được cao trào của câu chuyện trong một đoạn văn mô tả các nhân vật chính cưỡi ngựa phi nước đại về phía trung tâm điểm của mọi mối nguy hiểm - nơi đặt quan tài của thầy ma Dracula, dưới sự bảo vệ của những người Bôhêm trong khi mối nguy hiểm cứ lớn dần trong một thời gian ngắn ngủi.		-0.3
Xét trên phương diện kỹ thuật, tác giả đã rất khéo léo trong bút pháp khi chủ ý để các nhân vật tỏ thái độ không khâm phục bá tước Dracula, bởi nếu làm ngược lại, cái kỳ ảo trong câu chuyện sẽ bị lộ liễu thô thiển trước khi phai nhạt dần rồi chìm nghỉm vào cái thần bí mông lung.		-0.3
Stoker thích một khoảng không gian cách biệt để có thể hạn định cội nguồn gây nên nỗi kinh ngạc và sự lo sợ, để rồi lại phá tan những cảm giác mơ hồ này theo cách tất nhất.		-0.3
Ông cũng tỏ ra thật hoàn hảo trong việc sử dụng nhiều chất liệu tản mạn có trong kho tàng chuyện kỳ ảo truyền thống của phương Tây để lồng vào lời kể của mình một cách tự nhiên nhất.		-0.3
Kỹ thuật ấy càng đắt hơn khi ông biết cách tạo nên một khoảng không khí, không gian có sức thôi thúc gợi cảm theo cấp độ tăng dần.	Kutya vonított az ablakom alatt éjthosszat, de tehette akár a paprika, mert a szobámba készített kancsó vizet mind megittam, mégis szomjúság gyötört.	0.291489
Cuộc hành trình đầy gian nguy của Jonathan từ Luân Đôn đến Transylvanie thực ra chỉ có chung một vai trò gợi mở như chính con người Renueld, cho dù hắn chưa một lần rời khỏi trại tâm thần.		-0.3
Sừ xuất hiện của người Bôhêm đầy màu sắc dân gian địa phương ở một số cảnh đẹp như tranh vẽ đâu cũng chung một tác dụng là mạng lại một hiệu quả văn học như các cuộc tìm kiếm của giáo sư Van Helsing trong các thư viện ở châu u. Bá tước Dracula không lập tức đưa người đọc lạc ngay vào một thế giới kỳ ảo, mà cái bí ẩn chỉ thực sự hé mở khi có sự xuất hiện ngày một rõ của lực lượng siêu nhiên.		-0.3
Chi tiết những bóng ma cà rồng bị đâm cọc và biến thành cát bụi chỉ là một sự hư không hóa những gì được gọi là siêu nhiên; tuy nhiên, độc giả không vì thế mà thất vọng, bởi việc hành quyết của một thế giới đối với một thế giới khác cũng chỉ xảy ra khi độc giả bắt đầu khám phá ra thiện ác.		-0.3
Và sau khám phá này, thế giới xung quanh chúng ta không còn được đảm bảo nữa; bóng ma đã bị ngắn	Hanem aztán reggel felé úgy meglepett az álom, hogy csak hosszas kopogásra ébredtem.	0.201266
 ~~~ chặn ở một nơi xứng đáng với nó, nhưng ai dám đảm bảo rằng ngày mai sẽ không còn một bóng ma nào chui ra từ một chiếc quan tài khác?		-0.3
Cuối tiểu thuyết là cảnh Jonathan cùng gia đình trở lại thăm mảnh đất mà ngày trước anh đã từng bị bá tước Dracula ám.		-0.3
Tất cả dường như đã kết thúc một cách tất đẹp nhất trên một thế giới tốt đẹp nhất... Song cũng dường như vẫn còn một cái gì đó không ổn định, một cái gì đó hiển hiện, như muốn chứng tỏ rằng ma cà rồng vẫn còn tồn tại trên cõi đời này!	Reggelim során újból találkoztam a paprikával meg egy kukoricából készült kásafélével - mamaligá-nak mondták - továbbá a „török paradi­csom­ba töltött potyolt hússal” is megismerkedtem, amely kiváló eledel, impletută-nak nevezik.	0.24569
Vâng, dường như điều trái khoáy thường hay xuất hiện đúng vào lúc ta thanh thản nhất hoặc lúc ta ít ngờ tới nhất!		-0.3
N.T.T	(NB.	0.24
		-0.3
		-0.3
		-0.3
		-0.3
 ~~~ Chương 1 ~~~ 		-0.3
 ~~~ Bistriz, ngày 3 tháng 5:	a receptjét ennek is!)	-0.0142857
 ~~~ Tôi rời Munich vào ngày lúc 8:35 ngày 1 tháng 5, và đến Vienna vào một buổi sáng sớm.		-0.3
Đáng lẽ tôi đã đến nơi vào lúc 6:46, nhưng xe lửa đã đến trễ một giờ.		-0.3
Với tất cả những gì mà tôi nhìn thấy được qua xe lửa cộng với quang cảnh trên những con đường mà tôi có dịp ghé qua, Buda Pesh xem ra là một thành phố tuyệt vời.	A reggelivel igyekeznem kellett, mert a vonat nyolc előtt indult, azaz kellett volna indulnia - így történt, hogy 7.30-ra kinn voltam az állomáson, és talán egy óráig is ültem a kocsiban hiába.	0.3
Tôi sợ không dám đi quá xa nhà ga, vì rằng chúng nếu tôi trễ thì xe lửa sẽ vẩn cứ khởi hành đúng giờ như thường.		-0.3
Việc di chuyển từ phía Tây sang phía Đông, đi ngang qua cây cầu nằm xa nhất về miền Tây trong số những cây cầu tráng lệ bắt qua sông Danube, đã để lại một ấn tượng rõ rệt với tôi.		-0.3
Chuyến đi đang mang tôi đến một vùng đất đầy quý phái với những phong tục truyền thống của người Thổ Nhĩ Kỳ.		-0.3
Chúng tôi đã giã biệt vùng đất này một cách vui vẻ, và khi màn đêm buông xuống, chúng tôi đến Klausenburgh.		-0.3
Tôi qua đêm tại khách sạn Hòang Gia.		-0.3
Tôi ăn chiều, đúng hơn là ăn tối, với một món thịt gà nấu cùng ớt.	Úgy tetszik, minél inkább a Kelet mélyébe hatolok, annál többet késnek a vonatok.	0.292105
Nó khá ngon nhưng làm cho tôi khát cháy cổ.	Ugyan hogy járnak Kínában?	0.111111
(Phải ghi nhớ công thức của nó cho Mina mới được.)		-0.3
Tôi hỏi người chạy bàn, và anh ta bảo món ăn này có tên là "paprika hendl", và đó là một món ăn địa phương.		-0.3
Tôi có thể thưởng thức nó ở bất cứ nơi đâu trên miền Carpathians này.		-0.3
May mắn thay, tôi biết một chút tiếng Đức, và điều đó giúp đỡ tôi rất nhiều, nếu không thì tôi cũng chẳng biết làm cách nào để có được những thông tin quý giá như vậy.		-0.3
Để chuẩn bị cho chuyến đi của mình ở Luân Đôn, tôi đã ghé Viện Bảo Tàng Anh, lục tung các cuốn sách và bản đồ trong thư viện về Transylvania; đổi lại tôi có được một số hiểu biết quan trọng về cách thức giao tiếp với những nhà quý tộc của vùng đất này.		-0.3
Cái vùng đất mà tôi muốn tìm nằm ở rất xa phía Đông của đất nước này, nằm giữa biên giới ba nước Transylnavia, Moldavia và Bukoniva, nằm ở giữa dãy Carpathian, nó là một trong những vùng đất hoang dã và ít được biết đến nhất ở châu u.		-0.3
 ~~~ Chẳng có một bản đồ nào giúp tôi xác định được vị trí của lâu đài Dracula cả.	Mintha naphosszat egy vidéket döcögtünk volna körbe, hanem az minduntalan szolgált váratlan szépséggel!	-0.0111702
Xem ra thì những bản đồ của đất nước này tại đây chẳng thể nào so sánh được với những bản đồ giao thông hành chánh của chúng ta.		-0.3
May thay, thành phố Bistriz, nơi mà bá tước Dracula gửi thư cho tôi, lại là một nơi không đến nỗi bí hiểm như vậy.		-0.3
Tôi nhất định sẽ ghi chép về chuyến hành trình này, điều này sẽ giúp đỡ cho trí nhớ của tôi trong việc kể lại với Mina vể cuộc du hành của tôi.	Apró városok, várak meredek bércen, akár a régi misekönyvekben, majd patak mentében haladtunk, és a görgetegkövekkel meghordott partja elárulta, hogy olykor iszonyúan megárad.	0.285
Cộng đồng cư dân của Transylvania bao gồm bốn sắc tộc khác nhau: người Saxon ở phía Nam, sống lẩn lộn với họ là người Wallach, là hậu duệ của người Dacian; người Magyard ở phía Tây, và người Szekely nằm ở phía Đông và phía Bắc.		-0.3
Tôi đang ở giữa cái cộng đồng cư dân cuối này, những người tự hào rằng là hậu duệ của Attila và người Hun.		-0.3
Điều này có thể xuất phát từ việc người Hun đã định cư trên vùng đất này trước khi người Magyard xâm chiếm nó vào thế kỷ 11.		-0.3
Có lẽ là tất cả sự mê tín trên thế giới đã đổ dồn vào cái khối đá Carpathian này, và điều đó ném tôi vào giữa vòng xóay của những trí tưởng tượng đầy thú vị khi tôi dừng chân tại nơi đây.		-0.3
(Phải kể cho bá tước nghe về những điều này mới được.)	Az állomásokon tolongás, tarka viseletek.	0.117073
Tôi chẳng ngủ được mấy chốc, dù giường đệm của tôi xem ra cũng khá êm ấm, bởi vì tôi đã kịp sưu tập được đủ các loại giấc mơ kỳ quặc trong đêm đó.	Rövidkabátos, pörge kalapos, semmitmondó parasztnépség közt, milyennel Franciaországon és Németországon keresztül­utazva találkoztam, akad festő ecsetjére kívánkozó is akárhány.	0.284393
Có thể là do có một tiếng chó tru ai óan như thể nó đang gặp phải một tai họa gì cứ lởn vởn dưới cửa sổ của tôi, hoặc có thể do cái món ớt quái quỷ đã khiến tôi phải nốc sạch cả bình nước mà vẩn còn khát như thường.		-0.3
Đến gần sáng tôi mới có thể chợp mắt và bị đánh thức bởi một những tiếng gõ cửa liên hồi.		-0.3
Có lẽ là ngay sau khi giấc ngủ ập đến tôi đã ngủ rất say.	A nők vonzóbbak távolról, de a derekuk vastag már úgy is.	0.244444
