Thông tin ebook ~~~ 	Honoré de Balzac	-0.009375
Ogieni Grangde là một lớp đặc sắc của Tấn trò đời (La comedie humaine) một vở bi hài kịch rộng lớn, "có ba bốn nghìn nhân vật" - theo lời kể của tác giả - thể hiện cuộc đời thiên binh vạn trạng đang diễn ra trong xã hội nước Pháp thời bấy giờ, điển hình của xã hội tư bản buổi đầu ở Tây u. ~~~  ~~~  ~~~ 	Talán meg is van ezekben a házakban a kolostorok némasága, a puszták sivársága is, a romok csontvázpőresége is: oly lassú az élet és a mozgás bennük, hogy az idegen lakatlannak vélné őket, ha hirtelen egy mozdulatlan ember fakó, hideg tekintetét nem érezné magán: a lakó szerzetesien örömtelen arca az ismeretlen lépések zajára jelent meg az ablakkönyöklő felett.	-0.154193
Thật ra, cái danh từ lý thú và khá chính xác về nội dung ấy lại tập hợp ngót trăm tác phẩm, gồm tuyệt đại đa số là tiểu thuyết.	A búskomorságnak eme jegyeit viseli magán az a saumuri ház, amely a felsővárosban, a kastély felé vezető meredek utca végén található.	0.267188
Và cũng chỉ nhờ những tiểu thuyết của mình mà Balzac trở nên bất hủ... ~~~  ~~~  ~~~  ~~~ Linh Giang ~~~  ~~~  ~~~  ~~~  ~~~ 	Ez a mostanában kevéssé forgalmas utca nyáron meleg, télen hideg, egyes pontjait sohasem éri a napfény.	-0.245122
Chương I - Mấy dáng dấp thị thành ~~~  ~~~  ~~~  ~~~ 		-0.3
 ~~~ Ở một vài tỉnh nhỏ, có những ngôi nhà mà quang cảnh gợi lên trong lòng ta một nỗi buồn man mác như khi nhìn những tu viện âm u, những cánh đồng hoang ảm đạm, những di tích hoang tàn hiu hắt nhất.	Figyelemre méltó, hogy a rendkívül keskeny girbegurba utcácska mindig tiszta és száraz apró macskakövein milyen szépen visszhangoznak a lépések, és hogy a vársánc tövében épült óvárosi házak milyen békések.	-0.00295567
Có lẽ ở các ngôi nhà kia cũng có cái vắng lặng của tu viện, cái cằn cỗi của bãi hoang và cũng có những lô cốt của các di tích hoang phế.		-0.3
Cuộc sống ở đấy quá chừng lặng lẽ, khiến cho khách phương xa đến ngỡ là nhà bỏ hoang, cho tới khi đột nhiên bắt gặp cái nhìn mờ nhạt, lạnh lẽo của một người im lặng, khuôn mặt gần như khổ hạnh vừa nhô lên khỏi bậu cửa sổ khi nghe bước chân lạ qua đường.	A háromszáz éves épületek még mindig szilárdan állnak, noha fából készültek, és változatos külsejük olyan eredeti arculatot ad ennek a saumuri negyednek, hogy méltóvá avatja a régiség­kereskedők és művészek figyelmére.	0.200461
Ở thị trấn Xomuya cũng có một ngôi nhà mang dáng dấp ủ dột ấy. ~~~ Nó ở cuối con đường phố đưa đến lâu đài Xomuya qua khu thượng của thành phố. ~~~ Con đường phố ấy ngày nay ít người qua lại.	Nehéz úgy elhaladni a házak előtt, hogy az ember meg ne csodálja a fura faragványokban végződő roppant gerendákat, amelyek fekete dombormű gyanánt koronázzák a legtöbb épület földszintjét.	-0.114465
Mùa hè ở đấy nóng bức, mùa đông lại quá lạnh.		-0.3
Trên đường phố, đây đó có những vùng tăm tối. ~~~ Ai đi qua cũng phải chú ý đến âm vang đặc biệt của mặt đường lô nhô đá cuội, lúc nào cũng sạch sẽ, khô ráo, đến nền đường hẹp và quanh co khúc khuỷu, đến cảnh tượng yên tĩnh của hai bên phố xá nép mình dưới hàng thành lũy xưa và thuộc khu vực thành phố cũ.		-0.3
Ở đây có những ngôi nhà trải qua ba thế kỷ vẫn còn đứng vững mặc dù là nhà gỗ, nhà nào có vẻ riêng của nhà ấy, nên toàn khu có một dáng dấp độc đáo làm các họa sĩ và những người hiếu cổ chú ý nhiều.	Emitt palával borított lécek egymást keresztező kék vonalakat rajzolnak egy ház omlatag falaira, a fakeretes tetőszerkezet roskadozik az évek súlya alatt, a korhadt zsindelyeket tartó léceket közös erővel meggörbítette az eső és a nap.	0.297297
Đi qua đấy khó mà không thầm phục những cây trinh to lớn, đầu tạc hình thù kỳ quái, hiện ra trên mặt tường tầng dưới, như những bức điêu khắc đen. ~~~ Các thớt gỗ đặt ngang đều bọc đá lợp, cho nên trên ngọn các bức tường mong manh kia người ta thấy những vạch xanh biếc.	Amott kopott, megfeketedett ablakpár­kányokra téved a szem, finom vonalú faragványaik már alig-alig látszanak, s úgy tetszik, nehezen viselik még azoknak a barna agyagcserepeknek a súlyát is, amelyekbe egy szegény munkásasszony szegfűt vagy rózsatövet ültetett.	-0.0315789
Mái nhà lâu đời đã oằn xuống, lớp ruôi ngoài trải qua mưa nắng đã mục nát vênh vẹo.	Odébb hatalmas szögekkel kivert kapukra rótt megfejthetetlen családi hieroglifák őrzik őseink szellemét.	0.277895
Những bậu cửa sổ mòn nhẵn và đen sạm, nét trạm trổ tinh vi chỉ còn lờ mờ.	Itt egy protestáns jegyezte föl hitvallását, ott meg egy ligapárti átkozta el IV. ~~~ Henriket.	-0.00535714
Những bậu cửa ấy trông như quá mỏng manh, không đủ sức đỡ cái chậu đất nâu sẫm trồng hoa hồng hay cẩm chướng của chị thợ nghèo.	Néhány polgár - nehogy feledésbe merüljön a dicsőség - tanácsossága révén szerzett kétes értékű nemességének jelvényeit véste a kapujára.	0.285106
Đằng kia là những cánh cửa đóng đanh to tướng, trên ấy có những nét ký họa về lịch sử gia tộc do bàn tay sáng tạo của tổ tiên ta khắc vào, nhưng nó bí hiểm quá nên không bao giờ chúng ta còn hiểu thấu ý nghĩa.		-0.3
Khi thì một người đi đạo Cải lương ghi lại lòng thành tín của mình, khi lại một người Công giáo liên minh viết lời nguyền rủa Hăngri đệ tứ.		-0.3
Có khi một anh thị dân khắc cái gia huy hào mục của mình lên đấy để nhắc nhở thời kỳ cầm quyền oanh liệt của cha ông.		-0.3
Toàn bộ lịch sử nước Pháp phơi bày dưới mắt.	Látható itt Franciaország egész történelme.	0.247826
Bên cạnh cái nhà lung lay, xây vách đá, mà cột kèo do những bác phó mộc nâng niu tay bào trau chuốt, là tòa lầu của một người quý phái. ~~~ Trên vòm cuốn cổng đá, còn vết tích những nét chạm cái gia huy đã bị phá hủy qua bao nhiêu cuộc cách mạng làm đảo lộn miền này từ năm 1789 đến nay.	A kis kőház mellett, amelynek ma már düledező falai egykor a mesterember dicsőségére váltak, egy nemesúr palotája áll: a kőkapu félköríves bolthajtásán már csak apró nyomok emlékeztetnek a címerre, amelyet az országot 1789 óta meg-megrázó különféle forradalmak darabokra zúztak.	0.368944
Ở phố ấy, tầng dưới của các hiệu buôn không ra vẻ là hiệu tạp hóa, cũng chẳng phải kho hàng.		-0.3
Những người ham thích thời Trung cổ hẳn tìm thấy ở đấy hình ảnh các xưởng thủ công quả là đơn giản ngày trước.	Ebben az utcában a földszinti üzlethelyiségek se nem boltok, se nem raktárak: a középkor szerelmesei atyáink természetes egyszerűségű műhelyeire ismerhetnek itt.	0.239535
Không quầy, không tủ kính, gian nào gian nấy sâu thăm thẳm, tối om, trong ngoài không có tí gì gọi là trang trí.	Alacsony, sötét termek ezek, nincs kirakatuk, üvegablakuk, üvegszekrényük, kívül-belül híján vannak min­den­féle díszítménynek.	0.253043
Cửa vào gồm hai cánh dầy, cạp sắt một cách thô kệch; cánh trên mở vào trong, cánh dưới có mắc chuông lò xo, đẩy qua kéo lại không ngớt.	Az ajtajuk két durván vasalt részből áll, a fölső tábla befelé nyílik, az alsó, amelyre rugós csengettyű van szerelve, szüntelenül nyílik-csukódik.	0.293793
Ánh sáng và không khí luồn vào cái hang ẩm ướt ấy do khoảng trống ở phần trên cửa ra vào, hoặc do khoảng cách giữa vòm cuốn, sàn gỗ tầng trên và một bức tường thấp ngang vai.	A levegő és a vilá­gos­ság vagy a felső ajtószárnyon keresztül jut be ebbe a nedves barlangfélébe, vagy azon a nyíláson, amelyet az oldalfal és egy mellmagasságig érő kis fal határol.	0.27069
Trên đầu tường có những cách cửa thật chắc, sớm lấy đi, tối lắp vào và cài then siết bằng đanh ốc.	A nyílásba erős ablak­táblák illeszkednek, amelyeket reggel levesznek, este visszatesznek, és csapszeggel ellátott vas keresztpánttal rögzítenek.	0.226316
Bức tường dùng để bầy hàng hóa.. chẳng có nhãn hiệu khoác lác, quảng cáo màu mè.	A kereskedő a kis fal tetejére rakja ki az áruját. ~~~ Itt aztán nincs szemfényvesztés!	-0.020625
Các mẫu hàng thường là hai ba chậu đầy cá thu muối, vài súc vải buồm, mấy cuộn dây thừng, những tấm đồng thau treo lên mấy cây đà đỡ sàn gác, những đai thùng xếp dựa vào tường, hoặc mấy xấp dạ trên các ngăn ngách.	Az üzletág természetétől függően az áruminta két-három, sóval és tőke­hallal teli csöbör, néhány bála vitorlavászon, hajókötél, mestergerendára akasztott rézdrót, falnak támasztott abroncsok, néhány posztódarab a polcokon.	0.285526
Ta thử vào xem.	Kerüljenek beljebb!	0.225
Một cô gái sạch tươm, phơi phới tuổi xuân, cánh tay hồng, khăn trùm đầu trắng, khi trông thấy ta sẽ vội vàng bỏ chiếc áo đan dở, gọi cha hoặc mẹ ra; tùy tâm tính họ, họ sẽ bình thản, niềm nở hay kiêu kỳ mà bán hàng cho ta, dù ta mua hai vạn phơrăng hay chỉ mua hai xu cũng thế.	Egy tiszta, takaros, üde fehér vállkendős, piros karú leányzó leteszi a kö­té­sét, és szólítja az apját vagy az anyját, aki menten ott terem, és - kinek milyen a természe­te - közönyösen, előzékenyen vagy pökhendien kiszolgálja a vevőt, akár két garas, akár húszezer frank a kért áru értéke.	0.288298
Ta cũng sẽ thấy ở dãy phố này ông hàng ván thùng ngồi trước cửa hiệu tán nhảm với người bạn láng giềng; bề ngoài trông như lão ta chỉ có mấy tấm ván tạp nhạp dùng để đóng tủ kê cất chai và hai ba chồng dăm đóng thùng chứa; sự thật, ở ngoài cảng, cái xưởng tấp nập của lão cung cấp đủ dăm cho tất cả thợ thùng xứ Anggiu. ~~~ Lão dự tính không sai một lá nào số dăm có thể bán được nếu mùa nho sai quả. ~~~ Một ngày nắng làm cho lão ta phất to, một cơn mưa làm lão ta sạt nghiệp.	Lám, annak a dongakereskedőnek, aki ott ül az ajtaja előtt, és az ujjával malmozva egyik szomszédjával társalog, látszólag minden vagyona néhány, tűzre való hitvány deszka és két-három lécköteg; a valóságban az ő zsúfolt fatelepéről szerzi be a fát Anjou valamennyi kádár­mestere; deszkaszálnyi pontossággal tudja, hány hordóra lesz szükség, ha jó lesz a szüret; egy kis napfény gazdaggá teszi, egy futó zápor a tönk szélére juttatja; egyetlen délelőtt a kéthektós hordók ára tizenegy frankról hatra zuhanhat.	-0.110384
Nội trong một ngày, giá thùng có thể lên tới mười phơrăng, hoặc sụt xuống sáu phơrăng mỗi cái.	Ezen a vidéken, csakúgy, mint Touraine-ben, az időjárás szeszélyei határozzák meg az üzleti életet.	0.269072
Ở xứ này cũng như ở Turen, sự đổi thay thời tiết quyết định thị trường.		-0.3
Chủ đồng nho, nghiệp chủ, lái gỗ, lái thùng, hàng cơm, lái chở, tất cả đều rình chờ một tia nắng. ~~~ Tối đi ngủ họ lo ngay ngáy sáng ra tỉnh giấc phải nghe tin đêm qua rét đến nước đóng băng; họ lo gió, lo mưa, lo hạn, họ cầu cho nước, cho nắng, cho mây điều hòa theo ý muốn của họ.	Vincellérek, földbirtokosok, fakereskedők, kádárok, fogadósok, hajósok lesik, kisüt-e a nap, reszketve fekszenek le este, hátha másnap arra ébrednek, hogy éjszaka fagyott; rettegnek az esőtől, a széltől, a szárazságtól, és azt szeretnék, ha az ő kívánságuknak engedelmeskedne a nap és a felhő.	-0.0133452
Quyền trời và lợi người luôn luôn xung đột.	Állandó párbaj ez az ég és a földi érdekek között.	0.3
Cái phong vũ biểu làm cho họ khi thì buồn, khi thì nở mày nở mặt.	A barométer hol gondokkal redőzi, hol kisimítja, felvidítja az ábrázatokat.	0.282609
Ở đại lộ cũ, từ đầu phố đến cuối phố, hễ ai thấy thời tiết tốt thì từ nhà này đến nhà khác, họ quy giá thời tiết thành tiền.	E szavak: „Aranyat ér ez az idő”, Saumur régi főutcájának portái előtt gyakran hallhatók - és szó szerint értendők.	0.213913
Khi người này bảo kẻ khác: “Trận mưa này là mưa bạc, mưa vàng” thì họ đã nhẩm tính cái tia nắng nọ, cái cơn mưa kia đúng lúc đã mang tới cho họ bao nhiêu tiền. ~~~ Mùa nắng, chả bao giờ trưa thứ bảy ta mua được một xu hàng ở cửa hiệu các nhà kinh doanh quý hóa ấy.	Olyannyira, hogy az emberek, pontosan tudva, mit ér a napfény vagy a jókor jött eső, azt is szokták mondogatni egymásnak: „Aranyeső esik.” Amikor beköszönt a nyár, szombat déltájban már egy garas ára holmit sem kaphatni a derék iparosoknál: falun a szőlejükben, majorukban töltenek két napot.	-0.0060219
Mỗi vị đều có vườn nho, có ấp trại, nên cuối tuần họ về vườn vài hôm.		-0.3
Ở phố ấy, bán, mua, lờ lãi, cái gì cũng được dự trù, cho nên cứ mỗi ngày mười hai giờ thì họ đã rỗi rãi đến mười giờ để ngồi lê, tán chuyện gẫu, phê bình, dòm dỏ công việc của người ta.	Mindenről: vételről, eladásról, haszonról jó előre gondoskodván, a kereskedők olykor tizenkét órából tízet vidám szórakozással, szemlélődés­sel, évődéssel, perlekedéssel múlatnak el.	0.263874
Hễ nhà này, chị vợ mua được con gà gô thì lát sau mọi người đều hỏi ông chồng gà gô quay có vàng không.	Foglyot vásárolt a háziasszony? ~~~ A szomszédok biztosan megkérdezik a férjétől, kedvére megsült-e a pecsenye.	-0.00981308
Có cô thiếu nữ nào thò đầu ra cửa sổ thì tức khắc tất cả những kẻ túm năm tụm ba vô công rồi nghề ấy châu mắt nhìn lên.	Egy leány arca jelenik meg az egyik ablakban? ~~~ Bámészkodók hada függeszti rá nyomban a tekintetét.	-0.0693548
Bởi thế, ở đây, lương tâm con người lồ lộ giữa ánh sáng, cũng như nhà cửa người ta tuy tối tăm, vắng lặng, có vẻ như kín bưng, nhưng kỳ thật chẳng có gì bí ẩn.	Az emberek falun egymás lelkébe is belelátnak. ~~~ A kifürkészhetetlen sötét, csöndes házak sem rejtenek semmi titkot.	-0.0918919
Đời sống hầu như diễn ra giữa trời: mỗi gia đình bắc ghế ngồi ở cửa, ăn sáng, ăn chiều ở đấy, cãi nhau cũng ở đấy.	Az élet jobbára a szabad ég alatt zajlik: minden család kiül a kapu elé, ott ebédel, vacsorál, ott perlekedik.	0.20198
Không ai qua đường mà không bị dòm hành xoi mói.	Senki sem haladhat el az utcán anélkül, hogy alaposan szemügyre ne vennék.	0.194118
Ngày xưa, mỗi khi có người khách lạ đi qua phố thì anh ta bị chế giễu từ cửa này sang cửa khác.	Hajdanában a vidéki városba vetődő idegenből minden házban csúfot űztek.	0.176712
Do đó, người ta còn truyền đến ngày nay nhiều giai thoại, cùng với danh hiệu “lũ nhại” trao tặng cho thị dân tỉnh Anggie, vì họ có sở trường về cái khoa trêu cợt quen thuộc ấy của thành thị.	Innen erednek a jó kis anekdoták, innen a Kaján ragadványnév, amelyet Angers lakói azzal érde­meltek ki, hogy mindenkin túltettek az effajta városi gúnyolódásban.	0.190909
Các ông quý tộc bản địa xưa kia ở khu phố cũ này; nhà cửa, lâu đài cuả họ còn ở cuối phố, ngôi nhà u tịch làm bối cảnh cho những sự việc kể trong truyện này là một.	Az óváros régi palotái a kastély felé vezető utca felső végén állnak, itt laktak annak idején a vidék nemesurai.	0.0916667
Đó là những di tích đáng kính của một thời mà việc đời và chuyện người đều giản dị như nhau; trong phong tục nước Pháp, tính giản dị ấy mỗi ngày mỗi rơi mất dần.	Az a búskomorságot árasztó ház, amelyben történetünk játszódik, e paloták közül való, tiszteletet parancsoló maradványa egy olyan évszázadnak, amikor a tárgyakban és az emberekben is megvolt az a fajta egyszerűség, amelytől a francia életmód napról napra távolabbra kerül.	0.171892
Nếu ta lượn theo con đường kỳ thú đó thì thấy mỗi chi tiết mang một kỷ niệm, đưa đến kết quả chung là một trạng thái tư lự mơ màng.	Ha végighaladsz a festői, girbegurba utcán, ahol minden a múltat idézi, és amelynek a hatására óhatatlanul emlékeidbe felejtkezel, egyszer csak meglehetősen sötét beszögellést pillantasz meg, ott bújik meg a Grandet-ház kapuja.	0.167114
Qua khỏi các đoạn quanh co ta sẽ thấy một khoảng lõm mập mờ, giữa khoảng lõm đó là cái cổng nhà của ông Grangđê, lẩn khuất vào đấy.	Hogy felfogjuk, mi az értéke ennek a helyi kifejezésnek: Grandet-ház, ismernünk kell Grandet úr élettörténetét.	0.188889
Nếu không kể tiểu sử ông ra đây thì không tài nào các bạn lĩnh hội ý nghĩa của mấy tiếng “nhà của ông Grangde” quen dùng ở tỉnh này.	Grandet úr saumuri hírnevének okait és következményeit nem érthetik meg teljesen azok, akik nem vagy csak keveset éltek vidéken.	0.23
Ông Grangđê thì ở thị trấn Xomuya ai mà không biết tiếng, nhưng những người không ở lâu ở tỉnh khó lòng hiểu thấu đáo tại sao ông nổi tiếng như thế, và nổi tiếng như thế có ích lợi gì.	Grandet úr - egyesek még Grandet apónak is nevezték, ámbár az ilyen aggastyánok száma rohamosan csökkent - 1789-ben jómódú kádármester volt, tudott írni, olvasni, számolni.	0.225455
Ông Grangđê - các cụ già còn có người gọi là bác Grangđê, nhưng các cụ ấy tịch đi đã nhiều - khoảng năm 1789 chỉ là một bác phó cả đóng thùng làm ăn khá giả, biết đọc, biết viết, biết tính.	Amikor a Francia Köztársaság áruba bocsátotta a papság javait a saumuri járásban, a negyvenéves kádár épp a mézesheteket töltötte egy gazdag deszka­keres­kedő lányával.	0.220958
Khi chính phủ Cộng hòa bán đấu giá tài sản nhà chung thì bác thợ thùng lúc bấy giờ bốn mươi tuổi, vừa cưới con gái một ông lái gỗ giàu.	Grandet magához vette minden mozgósítható pénzét, ez a hozománnyal együtt kétezer aranyra rúgott, s elment a járási hivatalba.	0.231148
Bác ta mang số tiền mặt của mình và món hồi môn của vợ, cả thảy có đến hai nghìn đồng lu-i vàng lên quận, đến đó, ông bố vợ xỉa ra hai trăm đồng lu-i đổi cho người cán bộ cộng hòa nghiêm khắc phụ trách việc bán tài sản quốc gia và thế là bác ta trở thành chủ nhân không chính thức - nếu không là chính đáng - của những cánh đồng nho đẹp nhất trong hạt, cùng với một ngôi nhà tu cũ và mấy cái ấp nữa, giá rẻ như cho không.	Ott leszámolta az apósától kapott kétszáz dupla aranyat annak a mogorva republikánusnak, aki a kisajátított egyházi birtokok eladására felügyelt; potom áron, jogszerűen és törvényesen megkapta a járás legszebb bortermő birtokait, egy ódon apátságot, valamint néhány majort.	0.0792453
Dân Xomuya hiếm người theo cách mạng, cho nên bác Grangđê được xem là người táo bạo, là chiến sĩ Cộng hòa, là nhà ái quốc, là người tiếp thu tư tưởng cấp tiến, trong khi sự thật bác ta chỉ tiếp thu mấy cánh đồng nho.	Mivel Saumur lakosai vajmi kevéssé voltak forradalmárok, Grandet apó vakmerő férfiúnak, republikánusnak, hazafinak számított, olyan szellemnek, aki az új eszmékért lelkesedik, pedig a kádármester egyszerűen csak a szőlőbirtokokért lelkesedett.	0.298723
Bác được bầu vào hội đồng hành chính quận Xomuya, và xu hướng ôn hòa của bác ảnh hưởng tới đường lối chính trị, thương mại quận nhà.	Kinevezték a saumuri járás közigazgatási hatóságának tagjává, békéltető hajlama mind a politikában, mind a kereskedelemben hamarosan éreztette hatását.	0.294079
Về mặt chính trị, bác ta che chở cho quý tộc, hết sức dùng quyền lực của mình ngăn trở việc phát mại tài sản của những người xuất cảnh; về mặt thương mại, bác ta thầu bán hàng nghìn thùng rượu vang trắng cho quân đội Cộng hòa, và được thanh toán bằng những cánh đồng cỏ bao la của một nữ tu viện, tức là lô đất mà người ta dành lại để bán sau cùng.	Politikai téren pártfogolta az arisztokratákat, és minden erejével azon volt, hogy el ne ár­verezzék az emigránsok javait; ami a kereskedelmet illeti, egy-kétezer harmadfél hektós hordó fehér bort szállított a köztársasági hadseregnek, amiért a fizetség nem maradt el, zsíros legelő­ket kapott jutalmul, amelyek egy - utolsóként feloszlatott - apácarend tulajdonában voltak.	0.270339
Dưới chế độ tổng tài, bác Grangđê được cử làm thị trưởng. ~~~ Ông thị trưởng cai trị khéo, thu hoạch nho lại càng khéo hơn.	A konzulátus idején polgármestert csináltak a derék Grandet-ból, s ő bölcsen irányította az ügyeket, még bölcsebben a birtokát; a császárság alatt Grandet úr lett belőle.	-0.0278571
Đến thời đế chế, ông thị trưởng Grangđê trở nên ông Grangđê. ~~~ Napoleon vẫn ghét những người Cộng hòa, đã cử người khác thay ông vì dư luận coi ông là người đã đội mũ đỏ.	Napóleon nem szívelte a republikánusokat; menesztette hát Grandet urat, aki vörös sipkás forradalmár hírében állt, egy nagybirtokost ültetett a helyébe, aki pedigrés nemes volt és a császári bárói cím várományosa.	-0.00681818
Người thay thế ông là một đại địa chủ, tên họ có chữ lót quý phái, một nam tước tương lai của đế chế.	Grandet úr a legkisebb szívfájdalom nélkül vett búcsút hivatali méltó­ságától.	0.16988
Ông Grangđê rời bỏ những vinh dự của chức vụ thị trưởng không hề luyến tiếc.	Már megépíttette, a város érdekében, a saját birtokaira vezető kifogástalan utakat.	0.271084
Hồi tại chức, ông đã nghĩ đến quyền lợi của nhân dân thành phố, cho đắp những con đường rất tốt đến các ấp trại của ông; ông đăng ký nhà cửa, ấp trại vào sổ trước bạ của sở Địa chính với thể thức có lợi nhất, nên đóng thuế khá nhẹ.	A házát és minden birtokát rendkívül előnyösen telekkönyvezte, így mérsékelt adót fizetett utánuk.	-0.213861
Từ cái ngày phân định đẳng hạng các cánh đồng nho ấy cho tới nay thì các cánh đồng nho của ông, vì được chăm sóc không ngớt, nên đã vượt lên địa vị “đầu xứ”, nghĩa là sản xuất ra thứ rượu vang ngon nhất.	Földjeinek besorolása óta szőlei - hála a gondos művelésnek - „kiemelkedtek”, már­pedig ez a szakszó csak azokra a szőlőbirtokokra használatos, amelyeken a legjobb minőségű bor terem.	0.207821
Giá ông viện thành tích ấy ra thì ông có thể xin ân thưởng Bắc đẩu bội tinh.		-0.3
Việc ông Grangđê bị huyền chức xảy ra năm 1806.	Akár a Becsületrend keresztjéért is folyamodhatott volna.	0.283019
Lúc bấy giờ ông đã năm mươi bảy và bà vợ ba mươi sáu.	Ez 1806-ban történt.	-0.271429
Hai vợ chồng chỉ có một cô con gái mười tuổi, kết quả cuộc tình duyên chính đáng của hai ông bà.	Grandet úr ötvenhét esztendős volt ekkor, a felesége talán harminchat, egyetlen leányuk, törvényes szerelmük gyümölcse tíz.	0.257944
Hình như Thượng đế thấy ông ta bị huyền chức muốn an ủi ông ta, nên cùng trong năm đó đã cho ông hưởng ba cái gia tài liền: gia tài của bà Godinie; gia tài của bà cụ Grangtie, bà ngoại bà Bectinlie.	Hivatali kegyvesztettségéért a gondviselés azzal kárpótolta Grandet urat, hogy még ugyanab­ban az évben három örökséghez juttatta: meghalt Grandet-né édesanyja (de la Gaudinière-né született de la Bertellière) és nagyapja (az öreg de la Bertellière úr), valamint Gentillet-né, Grandet úr anyai nagyanyja.	0.178261
Ba cái gia tài ấy chẳng ai biết to nhỏ thế nào.	Az örökségek értékét senki nem ismerte.	0.234146
Chỉ biết rằng ba cụ già đó là ba người keo kiệt lắm, keo kiệt say sưa, đã từ lâu họ chỉ ưa chất của cải để lén lút ngắm nghía.	Mind a három vénség szenvedélyesen fösvény volt, hosszú ideje csak azért kuporgatta, rakosgatta halomba a pénzét, hogy titkon gyönyörködhessék benne.	0.295804
Ông già Bectenlie cho rằng bỏ tiền ra cho vay lãi là tiêu hoang, ngồi nhà mà ngắm vàng lợi hơn là cho vay thu lãi.	Az öreg de la Bertellière úr a pénzbefektetést tékoz­lás­nak minősítette, az volt a véleménye, hogy az arany látványa többet ér, mint az uzsorahaszon.	0.212389
Thành phố Xomuya nhìn trên lợi tức của nổi mà ức đoán món tích lũy của ông Grangđê cho nên bây giờ ông lại được thêm một cái tước mới, một vinh tước mà bệnh bình đẳng chủ nghĩa không bao giờ xóa bỏ được: ông trở thành người đóng thuế nhiều nhất hạt.	Saumur városa tehát az elhunytak vagyonának nagyságát a birtokaik jövedelme alapján becsülte föl. ~~~ Grandet úr pedig kiérdemelte ezt az új keletű nemesi rangot, amelyet még a mi egyenlőség­hóbortunk sem fog soha eltörölni: ő lett a járás legtöbb adót fizető polgára.	-0.0176471
Ông trồng một trăm mẫu nho, những năm được mùa thì có thể cất bảy tám trăm thùng rượu vang.	Száz hold szőlőn gazdálkodott, jó években annyi bora termett, hogy hét-nyolcszáz kéthektós hordót is meg tudott tölteni.	0.259223
Ông có mười ba trang ấp, một nhà tu cũ, mà ông bịt tất cả cửa sổ, cửa cuốn, cửa kính để khỏi đóng thuế và giữ của lâu bền hơn, rồi một trăm hai mươi bảy mẫu cỏ trên ấy sởn sơ ba nghìn gốc bạch dương trồng từ năm 1793.	A tulajdonában volt tizenhárom major; egy régi apátság, amelyet úgy tett időállóvá, hogy csúcsíves festett üvegablakait befalaztatta; százhuszonhét hold rét, amelyen háromezer 1793-ban ültetett nyárfa nőtt és terebélyesedett.	0.266063
Và cuối cùng, ngôi nhà hiện ông ta ở cũng là sở hữu của ông.	Végül az övé volt a ház, amelyben lakott.	0.0975
Đó là của nổi, mà người ta biết được.	Ennyi volt a látható vagyona.	0.0964286
