Thông tin sách	﻿ ~~~ JULES VERNE	-0.01
 ~~~ Dự án ebook #250 thuộc Tủ sách BOOKBT	TIZENÖTÖDIK FEJEZET ~~~ ÖSSZEESKÜVÉS	-0.153947
	TIZENHATODIK FEJEZET	-0.3
 ~~~  ~~~ 	ÁRULÁS	-0.3
 ~~~  ~~~ Giới thiệu	TIZENHETEDIK FEJEZET	-0.125
 ~~~ Ngọc Phương Nam xứng đáng được độc giả hâm mộ tác phẩm Jules Verne quan tâm nhiều hơn, vì tuy không nổi tiếng bằng Tám mươi ngày vòng quanh thế giới, Hai vạn dặm dưới đáy biển hay Năm tuần trên khinh khí cầu, nhưng Ngọc Phương Nam lại chứa đựng một số phương diện hiếm thấy ở ngòi bút nhà văn vĩ đại của dòng văn chương khoa học viễn tưởng.		-0.3
Tác phẩm đưa ta vào thế giới kỳ bí, vừa hoang sơ vừa hùng tráng, vừa thô mộc vừa diễm lệ của những viên kim cương, đưa ta vào công việc lao động chân tay và cuộc sống chất phác, lao khổ của người thợ mỏ kim cương, cuộc sống ấy được đặt bên cạnh và tương phản mãnh liệt với tính chất phù phiếm tột cùng của thế giới đá quý.		-0.3
Lẽ dĩ nhiên, Jules Verne cũng đặt màu da đen của người Phi đối lập với những người da trắng chủ mỏ.	AFRIKAI AKADÁLYVERSENY ~~~ TIZENNYOLCADIK FEJEZET	-0.215217
Và trên tất cả, Ngọc Phương Nam cho ta thấy ngay cả người sáng lập dòng văn chương khoa học viễn tưởng hiển hách cũng không thể tránh có lúc bàn tới (và bàn rất hay) về tình yêu.		-0.3
Jules Verne sinh ngày 8 tháng hai năm 1828 tại Nantes, mất ngày 24 tháng Ba năm 1905 tại Amiens (Pháp).	A BESZÉLŐ STRUCC ~~~ TIZENKILENCEDIK FEJEZET	-0.204878
Ông là nhà văn Pháp nổi tiếng, người đi tiên phong trong lịch sử thể loại Khoa học viễn tưởng.	A REJTELMES BARLANG ~~~ HUSZADIK FEJEZET	-0.3
Năm 1863, cuốn tiểu thuyết đầu tay Năm tuần trên khinh khí cầu của Jules Verne được xuất bản tại nhà xuất bản Pierre- Jules hetzel, một trong những nhân vật quan trọng nhất trong ngành xuất bản Pháp thời bấy giờ và đã gặt hái thành công vang dội vượt ra ngoài biên giới nước Pháp.	HAZATÉRÉS	-0.6
Sau thắng lợi đầu tiên đó, Jules Verne đã ký với hetzel hợp đồng 20 năm sáng tác các tiểu thuyết cho tờ Tạp chí giáo dục và giải trí chuyên dành cho giới trẻ.		-0.3
Trong vòng 40 năm, Jules Verne đã sáng tác loạt tiểu thuyết Những chuyến du hành kỳ thú (Voyages extraordinaires) bao gồm 62 tiểu thuyết và 18 truyện ngắn.		-0.3
Các tiểu thuyết của Jules Verne được đánh giá rất cao; chúng tiên đoán về cuộc sống hiện đại và các thành tựu khoa học kỹ thuật.	HUSZONEGYEDIK FEJEZET ~~~ IGAZSÁGSZOLGÁLTATÁS VELENCEI MÓDRA	-0.218644
Jules Verne đã viết về những chuyến du hành bằng máy bay hay tàu ngầm trong không gian, dưới lòng đất hay dưới nước... trước khi những phương tiện này được phát minh.		-0.3
Theo Index Translationum, ông là tác giả thứ hai được dịch nhiều nhất trên thế giới với tổng số 4.702 bản dịch các thứ tiếng, chỉ sau Agatha Christie.		-0.3
Năm 2011, ông là tác giả Pháp được dịch nhiều nhất trên thế giới.	HUSZONKETTEDIK FEJEZET ~~~ EGY ÚJFAJTA BÁNYA	-0.12439
Nhân dịp kỷ niệm 100 năm ngày mất của tác giả, năm 2005 được gọi là “Năm Jules Verne”.	HUSZONHARMADIK FEJEZET ~~~ A KORMÁNYZÓ DÖNTÉSE	-0.176667
CHƯƠNG 1: NGƯỜI PHÁP THẬT LÀ ĐƯỜNG ĐỘT	HUSZONNEGYEDIK FEJEZET ~~~ CSILLAGHULLÁS	-0.0394737
		0.3
		0.3
“Nói đi, chàng trai, tôi đang nghe.	ELSŐ FEJEZET ~~~ EZEK AZ ELKÉPESZTŐ FRANCIÁK!	-0.0243243
“Thưa ngài, tôi xin hân hạnh được cầu hôn tiểu thư Watkins, con gái ngài.” ~~~ 	- Beszéljen uram, hallgatom. ~~~ - Tisztelt uram, van szerencsém megkérni Miss Watkins kezét.	-0.151807
“Cầu hôn Alice ư?...” ~~~ 	- Alice lányom kezét?...	0.28125
“Vâng, thưa ngài.	- Igen, uram.	0.075
Lời cầu hôn của tôi có vẻ làm ngài sửng sốt.	Úgy látszik, kérésem meglepi önt.	0.154286
Tuy vậy, xin ngài thứ lỗi nếu tôi thấy hơi chút khó hiểu vì sao nó làm ngài thấy kỳ lạ.	Megbocsát, de nem értem, mi rendkívülit talál benne.	0.0411765
Tôi đã hai sáu tuổi.	Huszonhat éves vagyok.	0.286364
Tôi tên Cyprien Méré.	Nevem Cyprien Méré.	1.755
Tôi là kỹ sư Mỏ, tốt nghiệp hạng nhì trường Bách Khoa.	Bányamérnök vagyok, kitüntetéssel végeztem a Műszaki Főiskolát.	0.275806
Gia đình tôi danh giá và được kính nể, dù không giàu có.	Családom nem gazdag, de tiszteletre méltó és megbecsült.	0.267273
Ngài lãnh sự Pháp ở tỉnh Cap sẽ chứng thực điều đó giúp tôi nếu ngài muốn, và bạn tôi, Pharamond Barthès, chàng thợ săn dũng cảm mà ngài quen thân, cũng như mọi người ở Griqualand, cũng có thể xác nhận điều đó.	Ha kívánja, ezt Franciaország fokföldi konzulja tanúsíthatja, és bizonyságot tehet róla Pharamond Barthès barátom is, a rettenthetetlen vadász, akit ön és mindenki más ismer Griqualandban.	0.330385
Tôi đến đây để công tác khoa học đại diện cho Viện hàn lâm Khoa học và cả Chính phủ Pháp.	A Tudományos Akadémia és a francia kormány megbízásából tudományos küldetésben tartóz­kodom itt.	0.293939
Năm ngoái, tôi đã đạt giải houdard ở Viện, cho công trình nghiên cứu về cấu tạo hóa học của đá núi lửa vùng Auvergne.	Auvergne vulkánikus kőzeteinek kémiai összetételéről írt munkámért múlt évben az Akadémia Houdart díját nyertem el.	0.266667
Luận án của tôi với đề tài mỏ kim cương ở Vaal, sắp được hoàn thành, chỉ có thể được giới bác học nồng nhiệt đón nhận mà thôi.	A Vaal-folyó gyémánttermő medencéjéről szóló, majdnem kész tanulmányomat bizonyára szívesen fogadja majd a tudományos világ.	0.245238
Khi trở về sau chuyến công tác này, tôi sẽ được bổ nhiệm làm trợ giảng tại trường Mỏ Địa chất Paris, và tôi đã nhờ thuê được căn hộ ở phố Đại học, số 104 trên tầng tư.	Ha itteni munkámat befejezem, a párizsi Bányászati Főiskola tanársegédévé neveznek ki, és már ki is béreltem lakásomat az Egyetem utca 104. számú ház harmadik emeletén.	0.237037
Lương của tôi vào tháng Giêng tới đây sẽ đạt bốn nghìn tám trăm franc.	Fizetésem január elsején négyezernyolcszáz frankra emelkedik.	0.217742
Thế chẳng phải giàu có lắm, tôi biết, nhưng với những nghiên cứu cá nhân, công việc kiểm định, giải thưởng hàn lâm, và việc cộng tác với các tạp chí khoa học, mức thu nhập đó sẽ tăng thêm gần gấp đôi.	Nem az inkák kincse, tudom, de egyéb mun­kákkal, szakértői díjakkal, akadémiai jutalmakkal és tudományos folyóiratokba írt cikkeim honoráriumával ez a jövedelem csaknem megkétszereződik.	0.225824
Mặt khác, tôi có lối sống giản dị nên không cần nhiều tiền hơn để sống hạnh phúc.	Igényeim szerények, ennyivel tökéletesen beérem.	0.03
Thưa ngài, tôi xin hân hạnh được cầu hôn tiểu thư Watkins, con gái ngài.”	Uram, van szerencsém megkérni kedves lányának, Miss Watkinsnak a kezét.	0.247059
 ~~~ Chỉ nghe cái giọng rắn rỏi và quả quyết trong đoạn diễn thuyết ngắn trên cũng dễ thấy Cyprien Méré, trong mọi tình huống, đã quen đi thẳng vào vấn đề và ăn nói thẳng thắn.	Ennek a kis szónoklatnak határozott és szilárd hangjából kiérződött, hogy Cyprien Méré mindig egyenesen a célra tör, és kertelés nélkül szokott beszélni.	0.0254823
Diện mạo của chàng không đối nghịch với ấn tượng do ngôn từ của chàng tạo ra.	Arckifejezése nem hazudtolta meg ezt a benyomást.	0.0130435
Đó là diện mạo của một chàng trai trẻ luôn bận tâm với những quan niệm khoa học cao siêu nhất, và chỉ thốt ra những lời kiêu căng hào nhoáng vào đúng thời điểm thực sự cần thiết.	Olyan fiatalember arca volt, akit állan­dóan a legnehezebb tudományos kérdések foglalkoztatnak, s aki világi hiúságokra csak a leg­szigo­rúbban szükséges időt áldozza.	0.235976
Mái tóc màu hạt dẻ của chàng, húi cua, bộ ria vàng cạo sát da mặt, nét giản dị trong bộ y phục có áo choàng hình nón[1] bằng vải cutin xám, chiếc mũ rơm đáng giá mười xu mà chàng lịch thiệp đặt trên ghế khi đi vào - mặc cho người đang đối thoại với chàng vẫn điềm tĩnh đội mũ với vẻ phớt tỉnh Ăng lê thường thấy - mọi thứ từ Cyprien Méré chứng tỏ một tư cách đứng đắn, cũng như ánh mắt trong sáng của chàng cho thấy một tấm lòng trong sạch và lương tâm ngay thẳng.	Sörteszerűre vágott gesztenyeszín haja, rövidre nyírt szőke szakálla, szürke vászon utazó­ruhájának egyszerű szabása, olcsó szalmakalapja, amelyet belépésekor udvariasan egy székre helyezett - jóllehet az, akihez beszélt, híven a hagyományos angolszász fesztelenséghez, fején tartotta a kalapot -, egész viselkedése komoly megfontoltságot tükrözött, aminthogy nyílt tekintete igaz szívre és tiszta lelkiismeretre vallott.	0.285474
Ngoài ra, phải nói rằng chàng trai Pháp nói tiếng Anh thật hoàn hảo, như thể chàng đã sống lâu năm ở những hạt bản xứ nhất của Vương Quốc Anh.	El kell még mondanunk, hogy ez a fiatal francia oly tökéletesen beszélt angolul, mintha hosszú időt töltött volna az Egyesült Királyság tősgyökeres brit megyéiben.	0.296129
Ông Watkins ngồi trên ghế bành gỗ, chân trái gác lên một ghế đẩu bằng rơm, cùi chỏ tựa trên một góc bàn thô kệch, trước mặt có hũ rượu gin và một ly rượu rót lưng, vừa lắng nghe chàng vừa hút một tẩu thuốc dài.	Mister Watkins hosszúszárú pipájából füstöt eregetve hallgatta. ~~~ Fa-karosszékben ült, kinyúj­tott bal lábát szalmafonatú zsámolyon nyugtatta, és egy korsó gin,1 meg az abból félig meg­töltött pohár meghitt közelségében, az ormótlan asztal sarkára könyökölt.	-0.0166667
Ông vận chiếc quần tây trắng, áo vest vải thô màu xanh, áo sơ mi flanen vàng nhạt, không áo gi lê cũng chẳng đeo cà vạt.	Watkins fehér vászonnadrágot, kék vászonkabátot, sárgás flanellinget viselt, mellény és gallér nem volt rajta.	0.255963
Ẩn dưới chiếc mũ phớt rộng như thể gắn chặt vào mái tóc xám của ông, là khuôn mặt phị tròn ửng đỏ tưởng chừng như có đắp lớp thạch màu hồng sẫm.	Ősz fején keményen ült a terebélyes nemezkalap, mintha rá lett volna csavarva. ~~~ Kerekded arca duzzadt volt és vörös, mintha ribizkelevet fecskendeztek volna bőre alá.	-0.0134615
Khuôn mặt ấy chẳng mấy hấp dẫn, điểm đây đó một lớp râu cụt ngủn màu cỏ gà, kết hợp với đôi mắt nhỏ xám, không gợi lên vẻ nhẫn nại và lòng nhân từ.	Kevéssé vonzó ábrázatából, melyen szalma színű szőrzet ritkállott, nem éppen türelmet és jóságot sugározva pislákolt elő apró, szürke szempár.	0.242857
Phải nói ngay, để bào chữa cho ông Watkins, rằng ông mắc chứng bệnh thống phong nặng khiến ông phải bó chân trái bằng vải, và - ở nam Phi cũng chẳng hơn gì các nước khác - bệnh thống phong gặm nhấm khớp xương không phải là thứ bệnh làm người ta thuần tính hơn.	Mister Watkins mentségéül nyomban közöljük, hogy rettenetesen kínozta a köszvény, ezért is volt kénytelen vászonba pólyálni a bal lábát. ~~~ Márpedig a köszvény - Afrika egyenlítő körüli táján éppúgy, mint másutt - nemigen lágyítja meg azoknak a természetét, akiknek ízületeit gyötri.	-0.0016129
Cảnh tượng ấy diễn ra nơi tầng trệt ở trang trại ngài Watkins, vào khoảng vĩ độ 29 về phía nam xích đạo và kinh độ 22 về phía Đông của kinh tuyến Paris, trên đường biên giới Tây của Tiểu bang độc lập orange, phía Bắc của tỉnh Cap thuộc địa Anh Quốc, ở trung tâm vùng nam Phi hay vùng châu Phi thuộc địa của Anh-hà Lan.	Ez a jelenet Mister Watkins udvarházában játszódott le, az egyenlítőtől délre, a huszonkilen­cedik szélességi fok és a párizsi délkörtől számított huszonkettedik keleti hosszúsági fok tájékán, Orange szabadállam nyugati határán, Fokföld angol gyarmattól északra Dél- vagy Angol-Holland-Afrika kellős közepén.	0.262623
Xứ sở này, với hữu ngạn sông orange tạo mốc biên giới phía nam của sa mạc Kalakari rộng lớn, có tên là Griquas trên những bản đồ xưa, khoảng chục năm nay được gọi bằng cái tên phù hợp hơn, “Diamond-Field”, Cánh đồng Kim cương.	Ezt a vidéket, melyet a nagy Kalahári-sivatag déli széle felé az Orange-folyó jobb partja határol, a régi térképek a Grinquák földjének nevezik. ~~~ Néhány évtizede azonban nem ok nélkül „Diamonds-Field”, vagyis gyémántmező néven szokták emlegetni.	-0.00622407
Phòng tiếp khách, nơi diễn ra cuộc hội kiến xã giao ấy, đáng chú ý bởi cả vẻ xa hoa không thích đáng của một vài đồ vật trong nhà cũng như sự nghèo nàn của một số chi tiết nội thất khác.	A diplomáciai megbeszélés színhelyéül szolgáló fogadószobába egyaránt feltűnő volt néhány bútordarab oda nem illő pompája és berendezés egyéb részeinek szegénysége.	0.238235
Chẳng hạn như, nền nhà chỉ đơn giản bằng đất nện nhưng một số chỗ lại được trải thảm dày và da lông thú quý.	A padozat például döngölt agyag volt, viszont helyenként vastag szőnyegek és drága állatbőrök borí­tották.	0.244444
Trên tường, tuyệt nhiên không hề dán giấy phủ tường, lại treo một đồng hồ quả lắc bằng đồng khắc chạm tuyệt đẹp, các loại vũ khí quý giá khác nhau, những bìa sách cổ Anh được đóng trong khung lộng lẫy.	A tapétát soha nem látott falon remekszép vertréz ingaóra, különféle gyártmányú értékes fegyverek és pompás keretbe foglalt angol metszetek függtek.	0.130612
Một chiếc ghế sofa bọc nhung đặt cạnh cái bàn gỗ trắng, loại bàn chỉ thích hợp nhất cho việc bếp núc.	A gyalulatlan faasztal mellett, amely még egy konyhának sem vált volna díszére, bársonypamlag terpeszkedett.	0.261765
Mấy cái ghế bành, chuyển thẳng từ châu u, đang mời gọi ông Watkins ngồi lên, nhưng ngài thì thích ngồi cái ghế cũ do chính tay ngài đẽo gọt trước đây hơn.	Az egyenest Európából hozatott karosszékek hiába tárták karjukat Mr. Watkins felé, jobban kedvelte régi székét, melyet annakidején sajátkezűleg eszkábált.	0.420588
Tuy vậy, nhìn tổng thể, việc các đồ vật giá trị chồng chất lên nhau, nhất là mớ hỗn độn mấy thứ da báo, beo, hươu cao cổ và mèo rừng phủ trên các loại đồ đạc, tạo cho căn phòng một vẻ giàu sang kệch cỡm.	Egészben véve az értékes holmik halmaza s a bútorokon szanaszét heverő párduc-, leopárd-, zsiráf- és tigrisbőrök összevisszasága valamilyen barbár ragyogást kölcsönzött a szobának.	0.218333
Vả lại, nhìn cấu tạo của trần, hẳn nhiên căn nhà này không có lầu và chỉ gồm một tầng trệt.	A mennyezet alakja szembetűnően mutatta, hogy a ház nem volt emeletes, hanem mindössze egy földszintből állt.	0.288235
Cũng giống như các ngôi nhà khác ở xứ này, nó được xây dựng bằng ván, đất sét, lợp bằng những tấm kẽm xẻ rãnh, đặt lên bộ khung nhẹ.	A vidék szokásának megfelelően részint deszkából, részint agyagból épült, és könnyű gerendákra fektetett, hornyolt bádoglemezek fedték.	0.267391
Ngoài ra, ta còn nhận thấy ngôi nhà này vừa được hoàn thành.	Egyébként látni lehetett, hogy a lakás nemrégiben készült.	0.264407
Thật thế, chỉ cần nghiêng người nhìn qua một trong các cửa sổ của ngôi nhà là có thể thấy, bên phải cũng như bên trái, có năm hay sáu công trình bị bỏ hoang, tất cả đều cùng một kiểu nhưng tuổi đời khác nhau, và tình trạng mục nát tăng dần.	Csak ki kellett nézni bármelyik ablakon, jobbról-balról öt-hat elhagyott építmény ötlött szembe. ~~~ Egyfajta volt mind, csak különböző korú, s egyre jobban elhatalmasodó pusztulás képét mutatták.	-0.0573298
Đó là những căn nhà ông Watkins đã lần lượt xây, ở rồi bỏ hoang, cùng với sự giàu lên về của cải của ông ta, nói cách khác chúng thể hiện các nấc thang thăng tiến.	Mr. Watkins ezeket a viskókat sorban egymásután építtette, lakta és hagyta el, aszerint, ahogy vagyona növekedett.	0.271798
Căn nhà ở xa nhất chỉ được dựng đơn giản từ các mảng cỏ, và chỉ đáng được xem như túp lều.	Ilyenformán mintegy szerencséjének lépcsőfokait is jelezték.	0.0774194
Căn tiếp theo làm từ đất sét - căn thứ ba làm từ đất và ván ghép - căn thứ tư làm từ đất sét lợp kẽm.	A legtávolabbi közönséges gyeptéglákból épült, és a kunyhó nevet se érdemelte meg; a követ­kező vályogból, a harmadik deszkából, a negyedik vályogból és bádogból.	0.161947
Ta có thể thấy ông Watkins đã thăng tiến thế nào nhờ các vận may trong công việc của ông.	Látnivaló, hogy Watkins urat üzleti sikerei fokról fokra emelkedő jómódhoz segítették.	0.515116
Những ngôi nhà ấy, bị hư hỏng ít nhiều, được xây dựng trên một gò đất gần hợp lưu sông Vaal và sông Modder, hai nhánh chính của dòng orange ở vùng nam Phi này.	Mindezek a többé-kevésbé düledező épületek egy kis dombon álltak a Vaal és a Modder egybefolyásának közelében.	0.310107
Ở các khu phụ cận, trong tầm nhìn xa nhất có thể, ta chỉ nhìn thấy, về phía Tây nam và mạn Bắc, đồng bằng buồn hiu và trơ trọi.	Dél-Afrika e részében az Orange folyónak ezek a legnagyobb mellékfolyói. ~~~ Délnyugat és észak felé, ameddig csak a szem ellát, szomorú, kopár síkság terül el.	-0.0140288
Le Veld - theo người xứ này bảo - được hình thành từ nền đất đỏ nhạt, khô cằn, bụi bặm, hiếm hoi lắm mới thấy rải rác đó đây một nhành cỏ thưa và một vài bụi cây gai.	A Veld - ahogy errefelé hívják - száraz, terméketlen, poros, vöröses talaj, csak elvétve nő rajta ritkás fű, tüskés cserje.	0.548063
Sự vắng bóng hoàn toàn của cây xanh là đặc điểm nhận diện xứ sở u buồn này.	Erre a kopár vidékre jellemző a fák teljes hiánya.	0.05625
Từ đó, vì nơi này không hề có than đá, giao thông đường biển lại chậm chạp và khó khăn, nên ta không lạ gì chuyện thiếu chất đốt, và dân ở đây, để phục vụ cho các sinh hoạt gia đình, buộc phải đốt phân gia súc.	Minthogy szén sincs errefelé, s minthogy a tengerrel nehézkes és lassú az összeköttetés, nem csoda, hogy nagy hiány van tüzelőben, s hogy a lakosság háztartási célokra az állatok trágyáját kénytelen használni.	0.250746
Trong khung cảnh đơn điệu ấy, với dáng vẻ gần như thê lương, hai nhánh sông trải dài thật phẳng lặng, ít bị kẹp giữa hai bờ dốc đứng, ta gần như không hiểu sao hai sông kia không chảy ngang qua đồng bằng.	Ebben az egyhangú, majdnem siralmas pusztaságban szélesen és parttalanul hömpölyög a két folyó. ~~~ Szinte érthetetlen, hogy nem árasztják el az egész lapályt.	-0.0705298
Chỉ về đằng Đông, chân trời như bị khứa hình răng cưa bởi hai rặng núi xa xa, rặng Platberg và Paardeberg, đứng ở chân núi, nếu nhìn tinh có thể thấy khói, bụi, những chấm trắng li ti vốn là những túp lều hay lán trại, và quanh đấy, cơ man những sinh vật sống.	Csak kelet felé szakítja meg a láthatárt két hegység, a Platberg és a Paardeberg zegzugos gerincvonala. ~~~ A hegyvonulat alján az éles szem füst- és porfellegek közt apró, fehér pontokat különböztet meg. ~~~ Kunyhók, sátrak ezek, körülöttük mindenfelé élőlények nyüzsgése.	-0.147368
Chính ở đằng kia, là xứ Veld ấy, tập trung các mỏ kim cương đang khai thác, mỏ Du Toit’s Pan, mỏ New-Rush, và Vandergaart-Kopje, có lẽ là mỏ giàu nhất trong các mỏ.	Itt, a Veldben vannak a fejtés alatt álló gyémántlelőhelyek: a Du Toit’s Pan, a New Rush és a talán legdúsabban termő Vandergaart-Kopje.	0.590523
Những mỏ lộ thiên và gần như ngang mặt đất khác nhau ấy, được gọi với tên chung “dry-digging,” tức là mỏ khô, từng cung cấp, từ năm 1870, lượng kim cương và đá quý trị giá khoảng bốn trăm triệu.	Ezek a különféle, felszíni fejtéssel dolgozó bányák, amelyek dry-diggins, vagyis száraz bánya gyűjtőnéven ismeretesek, 1870 óta mintegy négyszázmillió frank értékű gyémántot és drágakövet szolgáltattak.	0.281068
Chúng nằm tập trung trong một đường tròn có bán kính lớn hơn hai, ba cây số.	A bányák legfeljebb két-három kilométer sugarú körben helyezkednek el.	0.248571
Ta nhìn thấy chúng rất rõ bằng ống nhòm từ cửa sổ trang trại Watkins, chỉ cách đó bốn dặm Anh[2].	Távcsővel tisztán láthatók a Watkins-farm ablakaiból, amely nem esik messzebbre tőlük négy angol mérföld­nél.2	0.288785
Vả chăng, từ “trang trại” không thích hợp lắm để gọi tên cơ sở này, bởi chẳng hề thấy có bất cứ sự trồng trọt nào quanh đấy.	Voltaképpen a farm nem a legtalálóbb kifejezés erre a létesítményre, hiszen a környéken a földművelés legcsekélyebb nyomát sem lehet felfedezni.	0.282857
Cũng giống những người tự xưng chủ trang trại ở vùng đất nam Phi này, ông Watkins là một chủ chăn nuôi, người sở hữu nhiều đàn bò, đàn dê và cừu thì đúng hơn là người quản lý một cơ sở sản xuất nông nghiệp thực thụ.	Mister Watkins, akárcsak Dél-Afrika e részének többi úgynevezett farmerei, sokkal inkább volt állattenyésztő gazda, marhagulyák, kecske- és juhnyájak tulajdonosa, mint valóságos mezőgazdasági termelést űző birtokos.	0.254717
Tuy vậy, ông Watkins vẫn còn chưa đáp lại lời cầu hôn vô cùng lịch lãm được Cyprien Méré diễn đạt vô cùng rành mạch.	Mr. Watkins közben még mindig nem válaszolt Cyprien udvarias, de határozott kérésére.	0.585929
Sau khi dành ít nhất ba phút để suy nghĩ, cuối cùng ông ta cũng quyết định rút tẩu thuốc ra khỏi khóe môi rồi đưa ra ý kiến như sau, nó hẳn nhiên quá xa rời với câu chuyện: ~~~ 	Vagy három percnyi gondolkodás után végül mégis kivette pipáját a szájszögletéből, úgy tette ezt a kinyilatkoztatást, amelynek nyilvánvalóan édeskevés köze volt a tárgyhoz.	-0.00964912
“Tôi nghĩ thời tiết sắp thay đổi, anh bạn trẻ thân mến!	- Úgy vélem, az időjárás megváltozik, kedves uram! ~~~ Soha nem kínzott úgy a köszvény, mint ma reggel óta.	-0.045
Chưa bao giờ chứng bệnh thống phong làm tôi đau đớn như buổi sáng nay!”	A fiatal mérnök összeráncolta homlokát, és egy pillanatra elfordította a fejét.	0.296154
 ~~~ Chàng kỹ sư trẻ nhíu mày, ngoảnh mặt đi trong chốc lát, cố gắng không lộ rõ sự thất vọng của mình.	Erőt kellett vennie magán, hogy jelét ne adja csalódásának. ~~~ - Talán jót tenne, ha lemondana a ginivásról, Mr. Watkins!	-0.152703
“Có lẽ ngài nên bỏ rượu gin, thưa ngài Watkins!” chàng vừa đáp khá sẵng giọng vừa chỉ cái hũ sành đã cạn trong chốc lát vì ông ta cứ liên tục rót.	- válaszolt, s a kőkorsóra mutatott, melynek tartalma Watkins ismételt támadásai következtében erősen megfogyatkozott.	0.174783
“Bỏ rượu gin à!	- Lemondjak a ginről?!	0.3
Lạy Chúa tôi[3]! ~~~ Anh giễu tôi đấy hả!	Nahát, még mit nem tanácsol nekem!	-0.048
ông chủ trang trại hét lên.	fortyant fel a farmer.	0.15
Đã bao giờ rượu gin làm hại người lương thiện chưa?...	- Ártott a gin valaha egy becsületes embernek?...	0.513333
phải, tôi biết anh muốn nói gì rồi!...	Igen, tudom, mit akar mondani!...	0.17
Anh lại sắp thao thao cái phương pháp mà bác sĩ khuyên vị đô trưởng bị bệnh thống phong chứ gì!	Fejemre akarja olvasni a köszvényes londoni polgármester orvosának a receptjét!	0.189474
- Này vị bác sĩ đó tên gì nhỉ?	Hogy a csudába is hívták azt az orvost?	0.282353
Tôi nhớ là Abernethy thì phải!	Doktor Abernethy volt, gondolom.	0.87
‘Ông muốn duy trì sức khỏe không? ~~~ hắn ta vẫn nói thế với bệnh nhân.	„Jól akarja érezni magát?”, kérdezte a betegétől.	-0.0576923
Vậy mỗi ngày hãy tiêu tốn một bảng Anh và hãy kiếm số tiền đó bằng công việc cá nhân!’ Chuyện này nghe hay và tốt quá!	„Éljen napi egy shillingből és szerezze meg azt a két keze munkájával.” Szép, szép!	0.122892
nhưng vì nước Anh cổ kính của chúng ta, nếu để giữ gìn sức khỏe, chỉ sống qua ngày với một bảng Anh, vậy thì làm giàu để làm gì?...	De ha a mi vén Angliánkban valakinek ahhoz, hogy jól érezze magát, napi egy shillingből kellene megélnie, akkor mi értelme lenne a vagyonszerzésnek?...	0.282734
Đó là những điều ngốc nghếch không xứng với một người tài trí như anh, anh Méré thân mến!...	Az efféle ostobaságok nem méltók olyan okos emberhez, amilyen ön, Méré úr!...	0.410769
Thế nên đừng nhắc chuyện đó với tôi nữa, xin anh đấy!...	Nagyon kérem, ne is beszéljünk erről többet!...	0.178723
Với tôi, anh thấy đấy, tôi sẽ muốn chui xuống đất ngay tức thì biết chừng nào!...	Tudja mit? ~~~ Akkor inkább tüstént befekszem a koporsóba!...	-0.0921053
Ăn ngon, uống đầy, hút tẩu mỗi khi thèm, tôi chẳng còn niềm vui sống nào hơn thế trên thế gian, còn anh thì muốn tôi phải thôi những thứ đó?”	Bőségesen enni, jócskán inni, egy pipa jóféle dohányt elszívni, amikor kedvem tartja - egyéb örömem sincs ezen a világon, és ön azt akarná, hogy ezt is megvonjam magamtól?	0.288387
