ebook©vctvegroup ~~~  ~~~  ~~~  ~~~ 	﻿NAGY ÍRÓK - NAGY ÍRÁSOK	-0.201
	Nagy Várakozások... Dickens legszebbnek magasztalt regénye, a Copperfield Dávid története mellett művészi remeklés dolgában annak legalább is egyenlő értékű párja, ha ugyan érde­kessége szerint még annál is nem értékesebb, mily különös, hogy a világ minden művelt nem­zetének nyelvén ismernek, szeretnek s eddig csak a mienkén nem voltál olvasható, - hetedfél évtizeddel születésed után mulattass, indíts meg, nevettess és ejts gondolkodóba végre magyar szóban is!	-0.6
 ~~~ Họ của bố tôi là Pirrip, còn tên thánh của tôi là Philip, nhưng cái lưỡi còn bé của tôi chỉ có thể phát âm cả hai thành một chữ Pip.	Magáról a világhírű regényről bevezetésül általános méltatást vagy ismertetést írni, azt hi­szem, éppoly felesleges volna, mint akár világhírű alkotójáról.	-0.01875
	De van valami, amit tudomá­som szerint még senki sem tett szóvá, maga Dickens sem s amit a felettébb különös és mégis mindig a valóság hatását lehelő meséből már első olvasáskor oly sejtelemül éreztem ki, hogy ez a regény Dickens saját életének valami mélységesen titkolt, megrendítő csalódásából fakadt; hatalmasabb, tragikusabb élményből, mint amilyenek az ő nagyon-nagyon szomorú gyermekkorának élményei, amelyeket pedig legizzóbb megihletőiül állapít meg minden ismer­tetője s amelyek révén a Copperfield Dávid történetét az ő saját gyermeksége regényé­nek szokás mondani.	-0.3
	Ezek a gyermekkori emlékek a Nagy Várakozások regényében is csodás elevenítő erővel hatnak ugyan, s persze egészen új és mástermészetű cselekvések és törté­nések elevenitőiül, - de vajjon miért?	-0.3
	A Nagy Várakozások hőse is miért kis fiú, mi az oka, hogy Copperfield Dávid történetének oly világraszólón dicsőséges elmondása után Dickens mégegyszer belekapott gyermekkori élményeinek világába?	-0.3
	Úgy érzem, itt már ezeket a gyermekkori élményeket is az emlékezésnél sokkal elevenebb erő, a jelenbeli élet, a férfi Dickens valamely még el nem mult élménye telíti eredeti mivol­tuknál is szenvedelmesebbé s jelentősebbé és használja a művészi őszinteségnek oly eszkö­zeiül, amelyek elhárítják minden feszélyezettség akadályát s a vallomás személyes vonatko­zásának leleplezésére legalkalmasabbak.	-0.3
	De vajjon mily érzés lehetett az, amelynek titkolódzó s mégis kifejeződést követelő líráját a regényíró a maga ezerszólamú hangszerén e temérdek sokféle és csupa húsvér elevenségű alakkal népes nagy történet hatásaiban így szólaltatta meg?	-0.3
	Közvetlen felelet a multból nem hangzik, de említett sejtésem helyességét azoknak a leve­leknek némely részei, amelyeket Dickens 1860-ban jó barátjának, John Forsternek írt, bár ezekben sincs szó ilyesmiről, talán éppen tartalmuk másfajtasága révén igazolhatják.	-0.3
	„Egy kisebbfajta munkám írása közben” - olvasható az egyik levélben - „oly szép, újszerű és groteszk gondolatom támadt, hogy elfog a kétség, vajjon nem volna-e jobb a kis mun­kát elejteni s gondolatomat új könyv számára megőriznem.	-0.3
	Szemem előtt a terv oly jelen­tős­sé bontakozik, hogy látom, mint forog egész nagy messzevonatkozó történet körülötte.”	-0.3
	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -	-0.3
	„Mult héten” - írja 1860 október hó 4-én ugyancsak Forsternek - „megkezdtem új regényem írását.	-0.3
	Előbb igen gondosan megfontoltam az ,All the Year Round’1 állapotát és kilátásait s mennél inkább fontolgattam, annál reménytelenebbé csökkent az a vágyam, hogy visszatérhessek most a húsz füzetben való külön megjelentetés régi mód­szerének előnyeihez.	-0.3
	De csak dolgoztam tovább, mert tudtam, hogy ez a munkám különb útra fog vinni s keddre szerkesztőségünkbe haditanácsot hívtam egybe.	-0.3
	Teljesen világos volt, hogy a lap érdekében feltétlenül tenni kell valamit, még pedig azt, hogy én magam vessem latba magamat.	-0.3
	Elhatároztam tehát, hogy december elsejével ugyan­akkora terjedelmű regényt kezdek, amilyen a ,Két város meséje’ volt.	-0.3
	Ezzel a könyvvel annyit kell kivívnom, amennyi csak kivívható.	-0.3
	A címe: ,Nagy várakozások’.	-0.3
	Jó cím, azt hiszem.”	-0.3
Vậy nên tôi tự gọi mình là Pip, rồi dần dà mọi người cũng gọi tôi là Pip.	Két nap múlva: ~~~ „A ,Nagy várakozások’ igazán és valóban az én saját érdekemben való áldozat.	-0.00375
	Az ,All the Year Round’ minden tekintetben sokkal, de sokkal értékesebb javam, semhogy szabad volna nagyobb veszedelemnek kitennem.	-0.3
	Előfizetőink számának csökkenése nem nagy ugyan, de a most megjelenő históriának még jelentékeny része van kezünk­ben, nem életképes dolog és semmikép sem remélhető, hogy az előfizetések apadását meg tudná állítani, ellenkezőleg, ez az apadás még nagyobb arányú lesz.	-0.3
	Ha tehát én regényemet most külön húszfüzetes kiadásban kezdeném megjelentetni, csak elvágnám, még pedig legalább is két esztendőre, annak a lehetőségnek az útját, hogy folyóiratunk­nak valami nagyobb munkámmal segítségére siessek - s ez bizony veszedelmes nembánomság volna.	-0.3
	Ha ellenben most vetem közbe magamat, épp kapóra jövök oly időben, amikor ez a legsürgősebben szükséges.	-0.3
Tôi đoán Pirrip là họ của bố tôi dựa vào bia mộ của ông và vào chị tôi, bà Joe Gargery, chị đã kết hôn với người thợ rèn.	És ha Reade meg Wilkie szót fogadnak nekem, a legközelebbi két vagy három esztendőre széles és reményekkel kecsegtető út nyílik majd elénk.”	0.297761
	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -	-0.3
	Néhány nap múlva Forster megkapta a regény első fejezetét s Dickens ekkor egyebek közt ezt írja neki:	-0.3
	„Az egész regényt hősének első személyben szóló elbeszéléséül fogom megírni s már az elejéből láthatod, hogy ez a hős olyanféle fiú, amilyen David Copperfield volt. ~~~ Aztán másfajta lesz belőle.	-0.3
	Humor dolgában nem lesz, ahogy a Két Város Meséje regényem­mel esett meg, panaszra okod.	-0.3
	Remélem, hogy a regény kezdetét nagyjában fölöttébb nevettető hatásúnak sikerült megcsinálnom.	-0.3
Vì tôi chưa bao giờ biết mặt bố mẹ mình, cũng chưa bao giờ được thấy chân dung của họ (vì hai người đã qua đời từ lâu trước khi người ta phát minh ra nhiếp ảnh), nên những hình ảnh đầu tiên tôi tưởng tượng về vẻ bề ngoài của họ đều xuất phát một cách vô căn cứ từ bia mộ của hai người.	A kis fiút egy jólelkű, együgyű emberrel oly vonatkozásokba fűztem, amelyeket igen mulatságosaknak tartok. ~~~ Természetesen beállítottam ide már azt a tengelyt is, amely körül az egész história forogni fog - hiszen bizonyára emlékszel erre vonatkozó közlésemre -, nos, ez a tengely valóban az a groteszk, tragikomikus gondolat, amely minap oly hatalmasan megkapott.	-0.00603715
	Hogy dol­gomban egészen biztos legyek, vajjon tudtomon kívül ismétlések hibájába nem estem-e, elolvastam e napokban David Copperfieldet újra s mondhatom, aligha képzelheted, mekkora meghatottság vett rajtam erőt.”	-0.3
	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ~~~ Dickens leveleinek ez a néhány részlete első pillanatra mintha csak külső vonatkozásokat jelezne; ezek a levélrészletek azonban, midőn szóvá teszik azokat a körülményeket, amelyek miatt a Nagy Várakozások regényére mindjárt megfoganásának ihletés pillanatai után az a rendeltetés is hárul, hogy az akkor már világhírű s mégis efféle gondokkal küzdő regényíró2 mindennapi kenyerének, az „All the Year Round” hetilap nagyobb kelendőségének kivívója legyen, magukban legbensőbb szívbeli mélységes vonatkozásokat is rejtenek.	-0.3
	S ugyanezt a bensőséges vonatkozást rejti az a puszta külsőség is, hogy „Nagy várakozások” regényének írásakor Dickens elolvassa egy évtizeddel korábban írt munkáját, Copperfield Dávid történetét, mert, úgymond, biztos akar lenni dolgában, vajjon ismétlések hibájába nem esik-e... Igaz ugyan, hogy e közlése már elképzelhetetlen meghatottságot is említ... De vajjon ez a meghatottság pusztán abból a valóságból fakadhatott-e, hogy Copperfield Dávid törté­ne­tében is, a Nagy Várakozások regényében is az ő saját gyermekkorának oly megrázó élményei támadnak új életre?	-0.3
	Dickens életrajzírói s regényeinek fejtegetői megelégszenek azzal a megállapítással, hogy mind a két regény Dickens gyermekkori élményeiből termett s amióta a kis félénk Dávid története világhírű lett, még a verebek is csiripelik mindenütt, hogy Dickens legnagyobb a gyermekszív s a gyermeklélek festésében, még pedig azért, mert saját gyermekéletének feledhetetlen emlékeiből legközvetlenebbül s legelevenítőbb erejűvé itathatta teremtő ihletét.	-0.3
Hình dáng những chữ cái trên bia mộ của bố tôi khiến tôi có một suy nghĩ kỳ lạ rằng ông là người vai rộng, rắn rỏi, ngăm ngăm với mái tóc xoăn đen.	És ugyanígy csiripelik a Nagy Várakozások gyermekhőséről, a kis Pipről, hogy ez tulajdon­képen a gyermek Dickens, az adósok börtönébe került tengerészeti hivatalnoknak balsorsú kis fia.	0.268519
Từ đặc điểm và nét lượn của dòng chữ, “Và cả Georgiana vợ của người ở trên”, tôi đi tới kết luận thật trẻ con rằng mẹ tôi xanh xao ốm yếu lấm chấm tàn nhang, về phần năm tấm bia nhỏ, mỗi tấm dài chừng một foot rưỡi được xếp thành một hàng chỉn chu cạnh mộ phần của bố mẹ tôi, để tưởng nhớ năm anh trai nhỏ của tôi, tất cả đều đã từ bỏ nỗ lực giành sự sống từ quá sớm trong cuộc vật lộn trần thế, tôi hàm ơn chúng cái niềm tin hằng ghi khắc một cách sùng kính là tất cả các anh đều sinh ra nằm ngửa với hai bàn tay đút vào túi quần, và đến tận trạng thái tồn tại này vẫn chưa bao giờ rút tay ra.	És fel sem vetve a kérdést, vajjon mi indíthatta a költőt arra, hogy újra a maga gyer­mekségéből mintázott gyermekhőst teremtsen, megelégszenek azzal a megállapítással, hogy a két regény, bár igen hasonló, mégis ellentétje egymásnak, hiszen Copperfield Dávid története oly kis fiúé, akire nagy szerencsétlenség szakad s aki az élet víg-bús tarka-barkaságában mindig keserves megpróbáltatásokkal viaskodva nő fel, a Nagy Várakozások szintén gyer­mek­hősét ellenben, Pip-et, a kis kovácsinast, hirtelen káprázatos szerencse éri, amely őt ala­csony sorsából kiemeli, s mint gazdag úrifiú módjára nevelkedő felkapottját, egyre dúsabban kecsegtető várnivalók felé viszi, de csak azért, hogy aztán a férfikor küszöbére lépőt épp oly hirtelen elhagyja, ahogyan hozzászegődött valamikor.	0.263893
	És csiripelik azt az erkölcsi tanulságot is, hogy íme, a hős nagy szerencséje s minden várnivalója megsemmisült ugyan, de elveszít­hetetlen kincséül megmarad az a derekassága, jóravalósága, amely már kis kovácsinas korában is sajátja volt.	-0.3
Quê chúng tôi là một vùng đầm lầy ven sông, chạy theo những khúc uốn quanh co của con sông, cách biển chừng hai mươi dặm.	Vajjon mindössze ennyi volna a különbség? ~~~ Pusztán ily ellentét játékos ötlete indította volna Dickenst a Nagy Várakozások megírására?	-0.00581395
Ấn tượng sống động và rõ ràng đầu tiên tôi có được về đặc tính của sự vật dường như là vào một buổi chiều rét căm căm không thể nào quên, gần sẩm tối.	Vajjon annak a meghatottságnak, amely a költőt a két történet egybevetésekor elfogta, nem volt-e minden gyermekkori emléknél mélyebb, meg­rázóbb erejű és egészen újkeletű oka, még pedig már a férfi valamely oly élménye, amely ugyanúgy meggyötörhette, ahogy évtizedek előtt gyermekkorának viszontagságai megkínoz­ták?	0.0775281
	Vajjon azoknak a John Forsterhez intézett leveleknek a Nagy Várakozásokról szóló sorai, a ridegen, szinte üzletiesen megnevezett körülmények említésében nem rejtik-e éppen azt a hatalmasan szívbemarkoló élményt, amely a férfi Dickensnek mindenesetre legkegyetlenebb megpróbáltatása lehetett; hogy az akkor már oly nagyhírű költő, akinek legalább akkora várni­valóját kellett volna megkapnia a világtól, amekkorát a költői teremtő munka zavartalan biz­ton­sága jelent, mindennapi kenyerét egy hetilap boldogulásától függőnek érezni volt kénytelen?	-0.3
	S ahogy azok a levelek, ennek a sorsnak sejtetői, elárulói, bizonyságai, vajjon az a mélységes költészettel, pazar képzelettel, szívből-szívbe sugárzó emberszeretettel és vesékbe látó ember­ismerettel megalkotott, ezerféle víg-bús, tragikus és komikus fordulatokban gazdag történet, a szurtos kovácsinasból titokzatos szerencse révén finom úrfivá nevelődő és minddúsabb várnivalók felé urasodó Pip története nem fejezi-e ki szimbolikusan azoknak a nagy vára­kozásoknak a történetét, amelyeket maga a világhíressé vált költő mindig oly bizakodón és végül is oly csalódottan élt át, midőn 48 éves korában bizonyára nem közönséges megren­düléssel érezhette megsemmisülteknek a dicsőségéhez méltó nagy várnivalóit, hiszen nem­csak hogy el nem érhette a közszellemnek oly haladását, föllendülését, amely az emberiesség; a jóság s szeretet uralmát jelentette volna, hanem még akkora gondtalanság sem jutott osztály­részéül, hogy zavartalanul élhessen újabb remekműveket teremtő álmainak.	-0.3
Vào một thời điểm như thế tôi đã phát hiện ra chắc chắn rằng chốn cô tịch lạnh lẽo đầy những bụi tầm ma mọc tua tủa này là nghĩa địa nhà thờ; và Philip Pirrip, con chiên quá cố của giáo khu này, cũng như Georgiana vợ ông, đều đã chết và được chôn sâu trong mộ; và Alexander, Bartholomew, Abraham, Tobias cũng như Roger, năm đứa con sơ sinh của họ, cũng đã chết và nằm yên dưới đất; và khoảng không gian hoang vu bằng lặng tối sẫm nằm phía bên kia nghĩa địa, với những bờ kè, đê, cửa cống cắt ngang cắt dọc, lác đác gia súc đang tìm cái ăn, là đầm lầy; còn dải thấp màu xám chì nằm phía sau nó là con sông; và chốn hoang vu xa tít từ đó những con gió lồng lộng đang thổi vào chính là biển cả; còn cái đùm bé xíu đang run lẩy bẩy, càng lúc càng thấy sợ tất cả những thứ đó và bắt đầu khóc, là Pip.	A költő zseninek, aki a maga világraszóló hírnevét bizonyára nem értékelte annyira, mint amennyire a maga teremtő tehetségének tudatában ennek az erőnek a kicsinyes anyagi viszonyok és még kicsinyesebb közviszonyok béklyóiból való szabadulását áhíthatta, ennél a csalódásnál fájóbb, izzóbb, megrázóbb élménye aligha lehetett s ennek az élménynek ezt a hatalmas elevenségét érzem ki a groteszk meséből. ~~~ Természetesen nem afféle szimbolizálást gondolok, amilyet valamely kipécéző módszerrel vizsgálódó elme firtatna Dickens e legbensőségesebben titkos élményének a tragikomikussá hangolt regény részleteivel való egybevetése révén s azt kérdezhetné, vajjon például az a szerencsés véletlen, amely a kis szurtos inast az üllő mellől a londoni uras jólétbe emeli, csakugyan azt a sorsváltozást akarja-e szimbolizálni, hogy az ifjú Dickens, aki kisfiú korában tudvalevőleg valami cipőmáz-raktárban inaskodott, mégis csak egy-kettőre neves íróvá emelkedett?	-0.0110012
	Vagy mit szimbolizál az a fantasztikus nő-árny, az a rejtelmes, béna úrnő, aki omlatag kastélyában, szobáiból örökre kirekesztve a napfényt, csak gyertyalángok kísérteties világosságában él időtlen életet, mert hiszen a kastély összes órái évek óta állnak, hogy örökre azt a régi pillanatot mutassák, amelyben az úrnő valamikor, esküvője napján, félig már meny­asszonyi díszbe öltözötten, (azóta is ily féligvalón viseli ezt az elsárgult díszt), arról értesült, hogy vőlegénye cserbenhagyta, sohasem jön érte már?...	-0.3
	Talán magát e megvénült világot, a világ közállapotát szimbolizálja ez a rejtelmes nőárny, ezét a világét, amely annyiszor kezdett nagy dicső nászok díszébe öltözni s mert vőlegénye - talán a hamis ideálok szelleme - mindig cserbenhagyta, évezredek óta omlatag intézmények kastélyában él, az igaz élet napfényét kirekesztve, mesterséges világosságban s ősi menyasszonyi dísze mindsiralmasabbá fakul és foszlik; a világé, a melynek boldogulása reménytelenebb, mint volt évezredek előtt?...	-0.3
	S ahogy Pip azt hiszi, hogy az ő titokba rejtőző pártfogója az omlatag kastély rejtelmes béna hölgye, akinek nevelt leányával ő kisfiúkorában egynéhányszor eljátszogathatott, amikor az úrnő kerekes karosszékének tologatója volt, s amikor ebbe a gyönyörű, büszke és szívtelen leányba olthatatlanul égő szerelemmel beleszeretett - talán azon mód hitte Dickens is, hogy írói sikereit annak a hamis ideálokban megcsalatkozott világnak köszönheti, amely benne az igaz ideálok hősét látja s hogy az ő nagy várnivalói - nemcsak a jólét, hanem a gyönyörű nevelt leány: egy új igaz világrend bűbája is az ő kincse lesz?...	-0.3
	S vajjon mit szimbolizál a megszökött fegyenc, akibe a kis Pip valamikor a falusi temető sírjai között belebotlott s aki arra kényszerítette, hogy reszelő szerszámot hozzon neki, amellyel bilincseit szétreszelhesse és hozzon élelmet, hogy éhen ne vesszen s akiről aztán évek múlva kiderül, hogy szökése után pár év alatt meggazdagodott s kiderül, hogy úri sorba Pip az ő pénzén s nem a rejtelmes béna úrnő révén jutott?... ~~~ Ez a pénzes, szökött fegyenc csak nem a költő kiadóit szimbolizálja talán? ~~~ S a többi alak s a többi helyzet?... ~~~ Ó, nem ilyenfajta, nem részletbeli azonosságok mesterkélt vonatkoztatásaiban való szimboliz­musra gondolok.	-0.3
	Maga az egész regény, mint hatalmas, ezerszólamú szimfónia suttogja, zúgja, sírja, kacagja szívembe a Pip nagy várakozásainak mindeneket érdeklő bonyodalmas történetében a költő egyszerű s csak őt magát érdeklő történetének szimbólumát.	-0.3
“Nín cái tiếng ồn của mày lại ngay!” Một giọng nói khủng khiếp gắt lên khi một người đàn ông vụt đứng dậy từ giữa những ngôi mộ nằm một bên cổng nhà thờ.	Érdekes körülmény, hogy Dickens a Nagy Várakozások végét eredetileg máskép, az én szimbólumokat érző felfogásomnak megfelelőbb s bizony művészibb megoldással írta meg.	0.273054
	A nagy szimfónia a Nagy Várakozások megsemmisülésének végtelenbe vesző sóhajával hangzik el: Pip magányos ember marad.	-0.3
	Dickens azonban néhány nagynevű kortársának, jóbarátainak, Carlylenak s főképen Bullwer Lyttonnak tanácsára, akik e befejezést igen kurtán-furcsán odacsapott vígasztalanságnak érezvén, a folyóirat kefelevonatának olvasásakor szóvátették, megváltoztatta Pip sorsának ki­csendülését.	-0.3
“Yên nào, thằng quỷ con, không thì tao cắt cổ!”	John Forsternek erről a változtatásról Dickens így ír:	0.294444
	„Bizonyára meglepődöl közlésemen, hogy a Nagy Várakozások befejezését azon a ponton, amikor Pip visszatér Joé-hoz, megváltoztattam.	-0.3
	Bullwer, aki, mint jól tudod, rendkívül érdeklődik a regény iránt, miután elolvasta a kefelevonatot, oly határozottan ösztökélt a befejezés módosítására és véleményét oly jól megokolta, hogy a változtatás mellett döntöttem.	-0.3
	Legközelebb, ha Londonban leszek, megmutatom majd neked ezt a módosítást.	-0.3
	Oly csinos kis részletet írtam, amilyen csak telt tőlem s nem kételkedem, hogy a regény e változtatás révén még jobban fog tetszeni.”	-0.3
	A régi befejezésnek, amely ott tér el a mostanitól, ahol a Joe házába visszaérkezett Piptől Biddy ezt kérdezi: „Kedves Pip, egészen bizonyosan tudod-e, hogy nem fáj már a szíved Estelláért?”- szövege ez:	-0.3
	„Még két esztendő mult el aztán, mielőtt Estellát újra láttam.	-0.3
	Hallottam volt, hogy nagyon boldogtalan életet él s hogy elvált az urától, aki nagyon kegyetlenül bánt vele és aki hírhedt arról, hogy csupa gőg, durvaság és útszéliség a természete.	-0.3
	Hallottam azt is, hogy meghalt az ura (lovának bántalmazása közben érte halálos baleset) és hogy Estella újra férjhez ment, valami shropshirei orvos vette el, aki egy alkalommal, saját érdeke ellenére, amikor Drummle urat kezelte s ennek Estellával durváskodó viselkedését látta, pártjára kelt Estellának.	-0.6
Một người đàn ông đáng sợ, mặc toàn một màu xám tồi tàn, chân đeo một cái xiềng sắt to.	Hallottam, hogy a shropshirei orvos nem éppen gazdag ember s hogy mindketten Estella saját vagyonából élnek.	0.29697
	És újra Angliában voltam - Londonban s kicsi Pip öcsémmel a Picadillyn ballagtam keresztül, ahol szolga szaladt utánam s jelen­tette, hogy egy hölgy, aki kocsiján ül a közelben, arra kéret, menjek oda, mert beszélni szeretne velem.	-0.3
	Kis pónifogat volt a hölgy kocsija s a hölgy meg én bizony eléggé szomorúan néztünk most egymásra.	-0.3
Một người đàn ông không đội mũ, đi giày rách, một cái khăn cũ như tấm giẻ quấn quanh đầu.	- Nagyon megváltoztam, tudom - mondta a hölgy -; de azt gondoltam, Pip, te is örülsz majd, ha kezet szoríthatsz Estellával!	0.276471
Một người đàn ông vừa bị dầm trong nước, dìm trong bùn, khập khiễng vì đá, sây xước vì vật sắc, sưng vù vì cọ phải tầm ma, quần áo bị gai thạch nam làm rách mướp; một người đàn ông tập tễnh, run rẩy, mắt long lên, miệng gầm gừ; và răng ông ta va lập cập khi ông ta chộp lấy cằm tôi.	Emeld csak föl ezt a csinos kis fiút, hadd csóko­lom meg. ~~~ (Azt gondolta, gondolom, hogy a gyermek az én gyermekem). ~~~ Később aztán mindig nagy örömöm volt, hogy láthattam őt akkor; mert arca, hangja és egész valója arról győzött meg, hogy az ő szenvedései erősebbek voltak Havisham kis­asszony tanításainál s olyanná változtatták szívét, hogy most már érezte, megértette, mi volt egykor az én szívem.”	-0.104473
	Hogy ennél a kicsendülésnél, amely a nagy szimfónia egyetlen igaznak érezhető befejezése, Dickens a Bullwer Lytton s Carlyle tanácsára megírt új befejezést csakugyan jobbnak tartotta volna - kötve hiszem. ~~~ S bár levelében azt mondja: „nem kételkedem, hogy a regény e változ­tatás révén még jobban fog tetszeni” - (elvégre a közönség bizonyos nagy részének mindig „jobban tetszik”, ha a hős a hölggyel, akit szeret, végül mégis csak összekerül), vajjon népszerűbb megoldásra tulajdonképen nem ugyanaz a hajlandóság bírta-e rá a regényírót, amely az igazán tragikus alapgondolatot s a legfájdalmasabb vonatkozásokat is az egész re­gény tarka-barka bonyodalmán végig tragikomikus helyzetekkel, kacagtató groteszkségekkel fejezte ki, mert a maga nagy várakozásainak tragikumát, amelynek feszítő erőit szívébe zártan elviselni nem bírta, de amelyet a maga fájdalmául világgá tárni - talán önérzete, talán ízlése miatt, vagy az ily feltárás fölöslegességének tudatában - senki előtt sem akart, csak így, ily művészi inkognitóban tomboltathatta ki. ~~~ Ily inkognitóban az egész világot járó és valójában mégis szíve titkául megőrzött tragikumát így vitte sírjába a Nagy Várakozások költője és tulajdonképeni hőse. ~~~ És bár még csaknem egész évtizedet élt e regény megjelenése után s gyarapította új munkáival dicsőségét, e dicső­ségnek megfelelő várnivalóiból azután sem adott a sors neki többet a tisztes mindennapinál s az emberiség sorsának boldogabbá fejlődésében is csak alig valaminél. ~~~ Halála előtt tizennégy évvel, érdekes, hogy mégis osztályrészéül jutott valamelyes kis be­tel­jesülése egyik még gyermekkori álmának, vágyának. ~~~ Az a gadshilli kis villa, amelyet szegény nyomorgó kisfiú korában annyiszor megbámulgatott, hogy egyszer valaki azt mondta neki: „No, hiszen majd megnősz, és nagy korodban mért ne lehetne ilyen villád neked is!” - csak­ugyan az övé lett.	-0.3
	Nagy várakozások megsemmisülése után, új reménykedések korszakában, új derűs, boldog jövő felé révedező vágyak idején indul útjára ennek a mélységes komoly vonatkozásokból támadt s mégis oly elbájolón mulatságos regénynek magyar fordítása, amelynek munkájában néhány legszebb Dickens-regény művész fordítóját, Mikes Lajost egyéb nagy elfoglalt­sága az első kötet negyede táján megakadályozta és amelyet végigfolytatnom oly igaz gyö­nyö­rűségem volt.	-0.3
	Akiket a regény páratlan humora meg fog kacagtatni, bocsássák meg nekem, hogy a mű szimbolikus jelentőségére utalva, figyelmeztettem szívüket végtelenbe révedt várakozások gyászára is.	-0.3
👁 ~~~ 	Telekes Béla.	-0.15
	NAGY VÁRAKOZÁSOK	-0.6
 ~~~ “Ối!	ELSŐ FEJEZET.	-0.0409091
Ông đừng cắt cổ cháu, ông ơi,” tôi kinh hãi van xin.	Az apám vezetékneve Pirrip volt, az én keresztnevem pedig Philip.	0.284211
	Gyermeki nyelvem ebből a két névből sem hosszabbat, sem kifejezőbbet nem tudott alkotni a Pip szónál.	-0.3
“Xin ông đừng làm thế.” ~~~ 	Így hát Pip-nek neveztem magamat és Pip-nek neveztek mások is.	-0.113636
	Hogy az apámnak Pirrip volt a vezetékneve, ezt egyrészt a sírkövéről tudom, másrészt a nénémtől, Gargerynétől, aki Joe Gargery-nek, a kovácsnak, felesége volt.	-0.3
	Minthogy az apá­mat és az anyámat sohase láttam és nem láttam egyiküknek a képmását sem (mert a fény­képek koránál jóval előbb éltek), első elképzeléseimet arról, hogy milyenek voltak, oktalanul a sírkövükből merítettem.	-0.3
	Az apámra vonatkozó fölírás betűinek formája azt a furcsa gon­do­latot ébresztette bennem, hogy az apám köpcös, erős, göndör, feketehajú ember volt.	-0.3
	A másik cifrabetűs föliratból: „Valamint Georgiána, Fentinek Hitvestársa” azt a gyer­me­kes következtetést vontam le, hogy az anyám szeplős és beteges teremtés volt.	-0.3
	Apám és anyám sírja mellett szép sorjában öt kis kőlap volt, valamennyi körülbelül másfél láb hosszú, öt kis testvérkém emlékének szentelve, akik túlságos korán lemondtak arról, hogy megélni próbáljanak az általános életharcban.	-0.3
